country,original_title,year,genre,avg_vote,votes,worlwide_gross_income
India,Richie,2017,Action,5.3,716,10815.0
USA,Bleeding Heart,2015,Drama,5.1,1911,10815.0
Mexico,Lucifer,2014,Drama,6.6,255,10829.0
USA,Julius Caesar,1953,Biography,7.3,10153,10831.0
USA,What Happened Last Night,2016,Comedy,3.8,162,10844.0
USA,Brain on Fire,2016,Biography,6.6,16612,10846.0
Turkey,Mavi bisiklet,2016,Drama,6.8,432,10850.0
Romania,Coborâm la prima,2018,Drama,7.2,444,10852.0
USA,Mentor,2006,Drama,6.2,194,10856.0
USA,Swap,2016,Action,4.2,1862,10857.0
South Korea,Eo-ddeon bang-moon,2009,Drama,6.3,140,10864.0
USA,The Crossbreed,2017,Horror,2.3,287,10864.0
Italy,L'arrivo di Wang,2011,Mystery,5.8,743,10870.0
India,Jarugandi,2018,Comedy,5.4,112,10877.0
Australia,The Gateway,2018,Sci-Fi,5.4,3869,10878.0
France,Stardom,2000,Drama,5.6,1604,10886.0
Germany,Playoff,2011,Drama,5.3,253,10905.0
India,Gulabjaam,2018,Comedy,8.2,339,10915.0
Japan,Shindô,2007,Drama,6.4,193,10921.0
Iran,Ta'm e guilass,1997,Drama,7.7,22211,10923.0
Japan,Kaze no iro,2017,Drama,5.7,151,10925.0
Italy,Bal-Can-Can,2005,Action,7.7,2483,10932.0
China,Never Said Goodbye,2016,Romance,6.5,166,10935.0
UK,The Lavender Hill Mob,1951,Comedy,7.6,12413,10945.0
Australia,Beckoning the Butcher,2014,Drama,4.7,438,10955.0
New Zealand,Toy Love,2002,Comedy,5.8,128,10960.0
UK,Wreckers,2011,Drama,6.0,2745,10962.0
USA,Very Good Girls,2013,Drama,6.0,14220,10963.0
USA,Digging Up the Marrow,2014,Biography,5.8,4552,10969.0
USA,Just Before I Go,2014,Comedy,6.4,17466,10970.0
USA,Cheyenne Autumn,1964,Drama,6.8,5011,10980.0
USA,Nereus,2018,Horror,3.6,472,10982.0
Colombia,Los viajes del viento,2009,Drama,7.4,2168,10988.0
China,Jiao qu de niao,2018,Drama,5.7,180,10997.0
USA,Manito,2002,Drama,6.7,539,11000.0
USA,Pauly Shore Is Dead,2003,Comedy,4.4,4532,11000.0
USA,The Conrad Boys,2006,Drama,6.0,867,11001.0
India,Hara Hara Mahadevaki,2017,Comedy,5.3,456,11009.0
Italy,Benzina,2001,Crime,5.3,357,11023.0
Kazakhstan,Podarok Stalinu,2008,Drama,7.0,245,11036.0
USA,The Notorious Landlady,1962,Comedy,6.8,1785,11040.0
Portugal,O Caderno Negro,2018,Drama,5.4,133,11057.0
UK,The Hooligan Factory,2014,Comedy,4.8,1996,11060.0
India,Ankahee,2006,Biography,4.1,353,11062.0
India,Natasaarvabhowma,2019,Action,6.9,881,11063.0
France,Mon colonel,2006,Crime,7.0,493,11069.0
Germany,Lollipop Monster,2011,Drama,6.5,420,11075.0
Finland,Bunny the Killer Thing,2015,Action,4.3,1302,11082.0
Italy,Ci vediamo a casa,2012,Comedy,5.2,139,11097.0
USA,InSight,2011,Drama,4.9,1016,11100.0
Iceland,Á annan veg,2011,Comedy,6.6,574,11113.0
Uruguay,La demora,2012,Drama,7.3,359,11122.0
Canada,Parallel,2018,Drama,6.4,117,11132.0
India,Samar,2013,Action,5.5,726,11132.0
Czech Republic,Prezít svuj zivot (teorie a praxe),2010,Animation,7.3,1209,11133.0
USA,"Now, Forager",2012,Drama,6.5,201,11146.0
Russia,Angely revolyutsii,2014,Drama,6.6,283,11147.0
India,Seethakaathi,2018,Drama,7.0,719,11159.0
USA,The Honey Pot,1967,Comedy,6.9,2075,11159.0
Bulgaria,Tête baissée,2015,Crime,6.4,211,11161.0
USA,Saved by Grace,2016,Drama,5.8,423,11172.0
USA,Bringing Up Baby,1938,Comedy,7.9,53931,11180.0
Canada,La moitié gauche du frigo,2000,Comedy,7.0,489,11180.0
USA,Children of Invention,2009,Drama,6.4,594,11183.0
India,Thee,1981,Action,6.7,121,11184.0
USA,Fat Girls,2006,Comedy,4.8,546,11204.0
UK,It's a Lot,2013,Comedy,2.8,142,11211.0
India,Ye Re Ye Re Paisa,2018,Comedy,6.4,126,11219.0
Philippines,Aurora,2018,Horror,4.3,480,11232.0
USA,A Woman of Paris: A Drama of Fate,1923,Drama,7.0,4735,11233.0
Ireland,The Flag,2016,Comedy,6.3,161,11239.0
USA,Hacker,2016,Crime,6.2,8638,11239.0
Canada,Neverwas,2005,Drama,6.6,6426,11246.0
Taiwan,Di si zhang hua,2010,Drama,6.9,322,11254.0
Australia,In Like Flynn,2018,Action,5.2,827,11255.0
USA,Daylight's End,2016,Action,5.4,4853,11257.0
USA,Bullitt County,2018,Action,4.8,478,11257.0
USA,Looking for Palladin,2008,Comedy,5.6,158,11268.0
Iraq,L'aube du monde,2008,Drama,6.2,213,11269.0
Argentina,5.5.5,2013,Drama,6.1,170,11273.0
India,Dishkiyaoon,2014,Action,5.2,952,11288.0
USA,Live Freaky Die Freaky,2006,Animation,5.0,624,11290.0
Germany,"Otto; or, Up with Dead People",2008,Comedy,5.3,1817,11295.0
India,Gulaebaghavali,2018,Action,5.3,473,11313.0
Bulgaria,Viktoria,2014,Drama,6.4,407,11314.0
Vietnam,Vê Si Sài Gòn,2016,Action,2.6,267,11314.0
France,Rendez-vous de juillet,1949,Comedy,7.2,328,11321.0
India,Bhaskar Oru Rascal,2018,Action,4.7,283,11325.0
Philippines,Ulan,2019,Drama,7.3,125,11327.0
Italy,Rocco e i suoi fratelli,1960,Crime,8.3,15986,11328.0
Egypt,Qalb el-Asad,2013,Drama,3.4,283,11328.0
Sweden,Sommarnattens leende,1955,Comedy,7.8,12052,11329.0
India,Doordarshan,2020,Comedy,6.2,1549,11336.0
Spain,La plaga,2013,Drama,7.0,310,11343.0
UK,Brakes,2016,Comedy,4.8,211,11352.0
Italy,Iron Warrior,1987,Action,3.0,702,11385.0
India,Anuraga Karikkin Vellam,2016,Comedy,7.2,1121,11405.0
USA,The Killing of a Chinese Bookie,1976,Crime,7.4,10750,11406.0
Canada,Les 3 p'tits cochons 2,2016,Comedy,6.4,304,11414.0
USA,The Mesmerist,2002,Comedy,5.1,222,11422.0
USA,A Time to Love and a Time to Die,1958,Drama,7.7,2745,11431.0
UK,Gardens of the Night,2008,Drama,6.9,4146,11436.0
UK,Whisky Galore!,1949,Comedy,7.2,5016,11444.0
Canada,Whole New Thing,2005,Comedy,6.6,1241,11445.0
Belgium,Je suis à toi,2014,Comedy,6.5,317,11449.0
USA,Waltzing Anna,2006,Comedy,5.1,164,11455.0
Turkey,Mar,2012,Drama,5.9,139,11456.0
India,Pappa Tamne Nahi Samjaay,2017,Comedy,6.7,159,11471.0
USA,Manfast,2003,Comedy,3.5,231,11480.0
Germany,Die Kleinen und die Bösen,2015,Comedy,5.6,238,11484.0
Germany,Herbert,2015,Drama,7.1,571,11485.0
USA,Peter and Vandy,2009,Drama,6.3,1437,11495.0
UK,"The Tulse Luper Suitcases, Part 2: Vaux to the Sea",2004,Adventure,6.8,551,11504.0
Hungary,Egy hét Pesten és Budán,2003,Drama,6.3,178,11508.0
Canada,The Grizzlies,2018,Biography,7.5,890,11511.0
Turkey,Damat Kogusu,2017,Crime,6.5,227,11514.0
USA,Elektra Luxx,2010,Comedy,5.1,6890,11514.0
USA,Girl Play,2004,Comedy,4.5,748,11523.0
Israel,Baba Joon,2015,Drama,6.6,350,11541.0
Argentina,Los Inocentes,2015,Horror,5.2,440,11546.0
Canada,Paul à Québec,2015,Comedy,7.1,582,11552.0
Czech Republic,Polski film,2012,Comedy,6.2,154,11552.0
USA,River of Grass,1994,Drama,6.6,1564,11553.0
Puerto Rico,The Preppie Connection,2015,Crime,6.1,3446,11558.0
Czech Republic,DonT Stop,2012,Drama,6.4,106,11560.0
USA,Intoxicating,2003,Drama,4.8,350,11560.0
Argentina,Familia sumergida,2018,Drama,6.3,295,11565.0
Indonesia,Modus Anomali,2012,Thriller,5.5,2488,11575.0
USA,Storm Catcher,1999,Action,4.3,1366,11580.0
Taiwan,Hu gu po,2005,Horror,1.4,194,11587.0
India,Vanakkam Chennai,2013,Comedy,5.8,531,11594.0
China,Wo 11,2011,Crime,7.1,597,11599.0
USA,The Tribes of Palos Verdes,2017,Drama,5.8,2119,11603.0
Colombia,Los colores de la montaña,2010,Drama,7.1,1434,11604.0
Peru,Locos de Amor 2,2018,Musical,5.3,109,11610.0
Jamaica,Sprinter,2018,Drama,6.1,322,11622.0
India,Tharai Thappattai,2016,Action,5.6,486,11640.0
USA,36 Saints,2013,Thriller,2.7,276,11640.0
Turkey,Balik,2014,Drama,6.0,316,11642.0
South Africa,Discreet,2008,Drama,5.7,279,11642.0
Turkey,Zefir,2010,Drama,6.2,500,11660.0
Canada,Home Is Where the Hart Is,1987,Comedy,4.5,123,11660.0
Russia,Zhit,2010,Action,7.2,1441,11661.0
Ireland,Halal Daddy,2017,Comedy,4.4,170,11662.0
Bulgaria,Irina,2018,Drama,6.5,174,11665.0
USA,Pontiac Moon,1994,Drama,5.7,674,11669.0
France,Un homme perdu,2007,Drama,5.4,209,11678.0
India,Chal Man Jeetva Jaiye,2017,Drama,8.7,659,11682.0
USA,Breaking Up,1997,Comedy,4.9,2716,11690.0
USA,Hell's Kitchen,1998,Crime,4.7,2410,11710.0
USA,Fury,1936,Crime,7.9,11011,11712.0
Japan,Un couple parfait,2005,Drama,6.7,303,11712.0
USA,Rid of Me,2011,Comedy,6.7,960,11740.0
Spain,La mano invisible,2016,Drama,6.3,133,11743.0
USA,Summer '03,2018,Comedy,5.4,2424,11746.0
UK,Faintheart,2008,Comedy,6.3,935,11753.0
Argentina,"Muere, monstruo, muere",2018,Drama,5.4,754,11759.0
India,Pattabhiraman,2019,Drama,7.0,742,11760.0
USA,The Perception,2018,Mystery,4.6,184,11769.0
USA,The Dry Land,2010,Drama,5.6,479,11777.0
India,Bachke Rehna Re Baba,2005,Comedy,2.6,198,11780.0
Japan,Tsuki no sabaku,2001,Drama,6.2,192,11783.0
Japan,Tôkyô kôen,2011,Drama,6.3,183,11785.0
India,Pokkiri Raja,2016,Comedy,3.5,219,11794.0
UK,Janice Beard 45 WPM,1999,Comedy,6.1,303,11816.0
France,Les parents terribles,1948,Drama,6.9,620,11818.0
USA,Caught in the Crossfire,2010,Action,4.4,1155,11850.0
USA,Far from Home,1989,Crime,5.5,1942,11859.0
USA,Quid Pro Quo,2008,Drama,6.2,2287,11864.0
Argentina,Vagón fumador,2001,Drama,5.1,224,11871.0
India,Rush,2012,Crime,3.7,819,11878.0
USA,Pat and Mike,1952,Comedy,7.0,4993,11884.0
USA,Hollywould,2019,Crime,3.6,101,11888.0
Japan,Fukushû suru wa ware ni ari,1979,Crime,7.8,5695,11891.0
Israel,Asphalt Zahov,2000,Drama,6.6,138,11907.0
Canada,Antisocial 2,2015,Horror,4.5,364,11924.0
USA,The Go-Getter,2007,Comedy,6.6,4974,11931.0
Australia,Jasper Jones,2017,Drama,6.5,2904,11951.0
USA,Last Stop for Paul,2006,Comedy,6.4,544,11951.0
France,Au galop,2012,Comedy,6.1,164,11953.0
Germany,Das merkwürdige Kätzchen,2013,Comedy,6.6,881,11956.0
Spain,El sur,1983,Drama,7.9,4352,11959.0
USA,Christmas All Over Again,2016,Comedy,4.2,149,11972.0
USA,All Babes Want to Kill Me,2005,Comedy,4.0,1739,11975.0
Taiwan,Ren yu duo duo,2005,Drama,5.8,183,11984.0
USA,Rick,2003,Comedy,6.0,828,11991.0
USA,Shaye & Kiki,2004,Animation,6.8,115,12000.0
Canada,The Vindicator,1986,Action,5.1,760,12000.0
Turkey,Cereyan,2017,Thriller,4.5,114,12008.0
USA,The Dogwalker,2002,Drama,6.9,142,12024.0
Turkey,Çakallarla Dans 3: Sifir Sikinti,2014,Comedy,5.1,2295,12024.0
UK,Quartet,1981,Drama,6.4,1156,12042.0
USA,Dreaming of Joseph Lees,1999,Romance,6.5,774,12044.0
Canada,The Last Man,2019,Action,3.8,1015,12047.0
USA,Imprisoned,2018,Drama,5.1,130,12050.0
Colombia,Adiós entusiasmo,2017,Drama,6.5,198,12052.0
Finland,Armomurhaaja,2017,Drama,6.8,1680,12057.0
Germany,Coconut Hero,2015,Comedy,6.3,892,12058.0
South Korea,Sonyeo x sonyeo,2007,Comedy,5.4,102,12071.0
USA,Close Call,2004,Action,4.1,118,12077.0
USA,The Last Broadcast,1998,Horror,5.3,4744,12097.0
Iceland,Börn,2006,Drama,7.3,611,12099.0
Japan,Yuki ni negau koto,2005,Drama,6.8,110,12113.0
Thailand,Kraben rahu,2018,Drama,6.7,746,12135.0
India,Dil Juunglee,2018,Comedy,3.9,364,12138.0
USA,Daniel Isn't Real,2019,Fantasy,6.0,4930,12143.0
USA,Greetings from Tim Buckley,2012,Drama,6.1,1551,12155.0
Germany,Der müde Tod,1921,Drama,7.7,5136,12156.0
Brazil,Avanti popolo,2012,Drama,6.1,107,12159.0
USA,Judgment at Nuremberg,1961,Drama,8.2,67359,12180.0
Bangladesh,Dhaka Attack,2017,Action,7.8,3592,12181.0
Turkey,Ve Panayir Köyden Gider,2015,Drama,4.8,129,12190.0
India,Kirik Party,2016,Comedy,8.4,4269,12195.0
USA,Darkness Rising,2017,Horror,3.3,1322,12198.0
USA,Man in the Chair,2007,Comedy,7.1,1611,12210.0
Malaysia,The Malay Chronicles: Bloodlines,2011,Action,3.7,992,12211.0
Russia,Progulka,2003,Drama,7.3,1777,12231.0
USA,True Friends,1998,Drama,5.6,176,12231.0
USA,The Living Wake,2007,Comedy,6.3,861,12232.0
France,Jours de France,2016,Comedy,5.8,451,12273.0
Pakistan,Chambaili,2013,Crime,7.7,1089,12296.0
USA,The Dust Factory,2004,Drama,6.0,1526,12311.0
Turkey,Sari sicak,2017,Drama,5.9,265,12313.0
Spain,Año Mariano,2000,Comedy,4.3,596,12318.0
Romania,Cel ales,2015,Drama,7.1,229,12319.0
Turkey,Karnaval,2013,Drama,6.3,452,12323.0
Canada,3 Needles,2005,Drama,6.3,1269,12327.0
Turkey,Anayurt Oteli,1987,Crime,7.6,3270,12328.0
USA,Spin,2003,Drama,6.3,489,12355.0
UK,Gholam,2017,Crime,5.6,360,12378.0
Australia,Back of the Net,2019,Family,5.1,413,12381.0
Brazil,Amores Urbanos,2016,Comedy,6.4,140,12388.0
South Africa,Cold Harbour,2013,Action,5.3,149,12402.0
Italy,Pasqualino Settebellezze,1975,Comedy,7.8,4898,12408.0
India,Bell Bottom,2019,Comedy,8.4,999,12419.0
Poland,Aniol w Krakowie,2002,Comedy,5.9,255,12431.0
Serbia,Sutra ujutru,2006,Drama,6.8,538,12435.0
Portugal,Ramiro,2017,Drama,5.9,115,12445.0
Pakistan,Dukhtar,2014,Drama,7.0,2157,12452.0
USA,To Have and Have Not,1944,Adventure,7.8,30249,12459.0
Turkey,Locman,2018,Drama,5.9,348,12463.0
Egypt,Fi shaket Masr El Gedeeda,2007,Drama,7.1,1142,12481.0
France,Les diaboliques,1955,Crime,8.0,60336,12498.0
Australia,Here I Am,2011,Drama,5.6,121,12500.0
USA,Hit Me,1996,Crime,5.4,450,12500.0
Turkey,Jinna: Karabasan,2019,Horror,2.6,100,12510.0
USA,Midnight,1939,Comedy,7.9,4308,12513.0
Italy,La città delle donne,1980,Comedy,7.0,6209,12516.0
USA,Jake's Corner,2008,Drama,5.7,184,12522.0
USA,Daltry Calhoun,2005,Comedy,5.1,2242,12551.0
USA,My Art,2016,Drama,4.0,130,12554.0
Peru,No Me Digas Solterona,2018,Comedy,6.4,123,12564.0
UK,May I Kill U?,2012,Comedy,5.7,374,12571.0
USA,Around June,2008,Animation,5.0,161,12578.0
India,Husbands in Goa,2012,Comedy,3.7,222,12588.0
France,Boy Meets Girl,1984,Drama,7.0,2877,12589.0
USA,Buddy Boy,1999,Drama,6.4,998,12597.0
USA,Gory Gory Hallelujah,2003,Comedy,4.1,215,12604.0
USA,Adam & Evil,2004,Horror,3.2,701,12609.0
USA,Lansdown,2001,Thriller,3.6,114,12614.0
India,Sethupathi,2016,Action,7.2,2280,12617.0
USA,Sita Sings the Blues,2008,Animation,7.6,4418,12619.0
UK,Bhopal: A Prayer for Rain,2014,Drama,7.2,1931,12628.0
Slovenia,Ivan,2017,Drama,7.1,258,12633.0
USA,August,2008,Drama,5.3,4012,12636.0
Japan,Fisshu sutôrî,2009,Action,7.6,2637,12640.0
Romania,Dupa-amiaza unui tortionar,2001,Biography,7.6,698,12646.0
France,Automne,2004,Crime,5.9,118,12655.0
India,Lipstick Under My Burkha,2016,Drama,6.8,6014,12657.0
India,Kaththi Sandai,2016,Action,3.2,218,12670.0
UK,The Man Who Would Be King,1975,Adventure,7.8,43138,12678.0
Australia,The Time Guardian,1987,Action,4.3,839,12682.0
Denmark,Vinterbrødre,2017,Drama,6.5,1279,12685.0
Germany,Rammbock,2010,Action,6.3,5176,12699.0
West Germany,Cobra Verde,1987,Adventure,7.0,6950,12702.0
UK,War of the Buttons,1994,Adventure,7.4,3964,12712.0
USA,Virginia,2010,Drama,5.4,1944,12728.0
France,"Moi, Michel G., milliardaire, maître du monde",2011,Comedy,5.7,268,12730.0
Slovenia,Izbrisana,2018,Drama,6.9,215,12748.0
Portugal,Uma Vida Sublime,2018,Drama,6.2,184,12751.0
UK,Just Ask for Diamond,1988,Adventure,6.1,255,12751.0
Canada,Z,2019,Horror,5.6,2008,12751.0
Japan,Gokudô daisenso,2015,Action,5.5,3696,12756.0
USA,Lake City,2008,Crime,5.8,817,12767.0
Sweden,Förtroligheten,2013,Drama,4.4,174,12774.0
Senegal,Ndeysaan,2001,Drama,6.8,111,12776.0
Germany,Kontakt,2005,Drama,7.0,273,12787.0
USA,Kill Chain,2019,Action,5.0,2812,12787.0
UK,Boxing Day,2012,Drama,5.9,166,12792.0
Israel,Junction 48,2016,Action,6.7,627,12795.0
Portugal,Juventude em Marcha,2006,Drama,7.0,1445,12801.0
USA,The Art of Being Straight,2008,Comedy,4.9,627,12831.0
USA,The Taqwacores,2010,Drama,6.0,527,12839.0
USA,Permanent,2017,Comedy,5.5,1812,12847.0
Brazil,Serra Pelada,2013,Drama,7.0,1435,12854.0
India,Kanne Kalaimaane,2019,Drama,6.3,229,12855.0
Turkey,Orada,2009,Drama,5.7,190,12858.0
Belgium,Lost Persons Area,2009,Drama,5.5,175,12860.0
France,J'entends plus la guitare,1991,Drama,6.9,410,12876.0
USA,America So Beautiful,2001,Drama,5.5,169,12882.0
Australia,Walk the Talk,2000,Comedy,4.5,125,12900.0
USA,A Green Story,2012,Biography,5.5,213,12901.0
Belgium,Nadine,2007,Drama,6.3,269,12905.0
Chile,Coronación,2000,Drama,6.8,445,12908.0
Ireland,Rewind,2010,Thriller,4.9,157,12916.0
Hong Kong,Soundless Wind Chime,2009,Drama,6.4,804,12922.0
Belgium,Wolfsbergen,2007,Drama,6.0,387,12930.0
France,Clément,2001,Drama,6.2,409,12934.0
Spain,Alpha,2013,Action,5.3,106,12939.0
USA,Last Rampage: The Escape of Gary Tison,2017,Action,5.7,1448,12944.0
Spain,Miel para Oshún,2001,Comedy,6.3,180,12950.0
USA,Puss in Boots,1988,Fantasy,6.4,560,12951.0
Croatia,Ustav Republike Hrvatske,2016,Comedy,7.6,2394,12954.0
USA,Little Boy Blue,1997,Drama,6.3,1989,12958.0
USA,Skid Marks,2007,Action,3.5,599,12959.0
USA,Like Me,2017,Crime,5.3,1034,12965.0
Hong Kong,Voyage,2013,Drama,4.6,143,12965.0
Spain,Ira,2016,Crime,5.5,117,12968.0
USA,Provinces of Night,2010,Drama,6.1,1673,12971.0
USA,The Lady Eve,1941,Comedy,7.8,18638,13020.0
India,MSG: The Messenger of God,2015,Action,5.9,11142,13025.0
Spain,Cría cuervos,1976,Drama,8.0,8865,13029.0
Italy,Fiore gemello,2018,Drama,6.1,164,13062.0
USA,Nothing But a Man,1964,Drama,8.0,1348,13063.0
Australia,Ellipsis,2017,Drama,6.1,132,13067.0
USA,The Trouble with Bliss,2011,Comedy,5.3,2464,13093.0
Brazil,Valsa para Bruno Stein,2007,Drama,5.9,120,13102.0
Australia,Blame,2010,Drama,5.6,606,13104.0
Hong Kong,Lady Bloodfight,2016,Action,5.6,2259,13109.0
France,La peau douce,1964,Drama,7.5,6624,13118.0
India,Jaya Janaki Nayaka,2017,Action,5.1,641,13125.0
Denmark,Lust och fägring stor,1995,Drama,6.9,5670,13128.0
USA,Red Surf,1989,Action,3.7,487,13136.0
Japan,Dou cha,2008,Drama,5.0,103,13142.0
Turkey,Masallardan Geriye Kalan,2020,Romance,3.6,295,13142.0
Turkey,Daraa,2018,Action,6.3,184,13162.0
France,La garce,1984,Thriller,5.2,109,13173.0
Sweden,Bröderna Lejonhjärta,1977,Drama,7.2,5984,13184.0
Denmark,Danmarks sønner,2019,Drama,6.4,1341,13219.0
India,Sindhubaadh,2019,Action,5.2,320,13220.0
India,Veyyil,2006,Drama,7.7,665,13222.0
USA,Harold,2008,Comedy,5.5,1846,13229.0
India,Kalloori,2007,Drama,7.3,406,13230.0
USA,Days and Nights,2014,Comedy,4.7,941,13243.0
France,L'idole,2002,Drama,6.0,528,13244.0
Argentina,Los sonámbulos,2019,Drama,6.4,220,13249.0
Turkey,Oldu mu simdi?,2016,Adventure,2.7,107,13250.0
Germany,Kaddisch für einen Freund,2012,Comedy,7.0,237,13251.0
USA,April Apocalypse,2013,Comedy,5.0,935,13261.0
India,Iraivi,2016,Crime,8.0,2794,13263.0
USA,I Am Fear,2020,Horror,4.0,528,13266.0
USA,The Specials,2000,Action,5.8,2166,13276.0
Brazil,O Caminho das Nuvens,2003,Drama,6.6,1087,13278.0
USA,Sherman's Way,2008,Comedy,5.4,515,13282.0
USA,Violet Tendencies,2010,Comedy,6.2,560,13304.0
Romania,Portretul luptãtorului la tinerete,2010,Action,7.8,773,13314.0
UK,Freebird,2008,Comedy,5.5,605,13326.0
Croatia,Put lubenica,2006,Drama,6.6,466,13327.0
USA,Hugo Pool,1997,Comedy,5.1,1851,13330.0
USA,One Last Thing...,2005,Comedy,6.6,3922,13334.0
USA,Spirit of the Wind,1979,Adventure,5.4,110,13367.0
Italy,My Lai Four,2010,War,3.4,198,13376.0
Poland,Rekopis znaleziony w Saragossie,1965,Comedy,7.9,4709,13377.0
Germany,3 Lives,2019,Thriller,3.2,216,13378.0
Malaysia,War of the Worlds: Goliath,2012,Animation,5.4,1079,13385.0
Croatia,Za ona dobra stara vremena,2018,Comedy,8.5,1249,13389.0
Romania,"La bani, la cap, la oase",2010,Action,5.8,287,13389.0
Japan,Hazard,2005,Crime,6.9,614,13407.0
USA,The Slaughter Rule,2002,Drama,6.0,2278,13411.0
Australia,West,2007,Crime,5.8,519,13417.0
India,Neruppuda,2017,Action,4.3,127,13429.0
Indonesia,Danur 2: Maddah,2018,Horror,5.7,354,13432.0
Hungary,Kojot,2017,Action,7.4,1632,13453.0
USA,Looking for an Echo,2000,Drama,6.4,295,13465.0
Canada,Journey to Mecca,2009,Drama,6.2,462,13488.0
USA,Written on the Wind,1956,Drama,7.5,9931,13495.0
Turkey,Karpuz Kabugundan Gemiler Yapmak,2004,Comedy,7.9,5464,13500.0
USA,Handsome Harry,2009,Drama,6.1,2073,13500.0
USA,Duane Hopwood,2005,Comedy,6.6,2199,13510.0
USA,Paper Man,2009,Comedy,6.6,18098,13514.0
USA,The Forlorned,2017,Horror,5.3,161,13522.0
France,Les chemins de l'oued,2002,Drama,5.9,111,13525.0
India,Jattu Engineer,2017,Comedy,5.9,3325,13533.0
New Zealand,Matariki,2010,Drama,6.6,104,13545.0
USA,Dysfunctional Friends,2012,Comedy,5.0,786,13546.0
India,Eli,2015,Comedy,4.1,110,13547.0
USA,The Lightkeepers,2009,Comedy,5.5,672,13567.0
Taiwan,Jiao you,2013,Drama,7.0,2330,13573.0
Portugal,Nha Fala,2002,Comedy,6.3,174,13595.0
Georgia,L'héritage,2006,Drama,7.0,576,13598.0
India,Dildariyaan,2015,Romance,6.1,152,13606.0
USA,Convicts,1991,Drama,5.8,552,13623.0
Greece,Afterlov,2016,Comedy,6.0,781,13627.0
UK,National Theatre Live: Jane Eyre,2015,Drama,8.0,288,13639.0
Australia,Soft Fruit,1999,Comedy,6.5,501,13654.0
Israel,Tikkun,2015,Drama,6.5,422,13671.0
Turkey,Kaptan feza,2010,Action,5.2,157,13688.0
Czechoslovakia,Sedmikrásky,1966,Comedy,7.4,9699,13692.0
South Korea,Sham moh,2009,Drama,6.0,285,13696.0
Brazil,O Céu de Suely,2006,Drama,7.2,1555,13703.0
Mexico,Tiempo de morir,1966,Drama,7.4,348,13707.0
USA,Full Grown Men,2006,Comedy,4.9,309,13716.0
USA,Don McKay,2009,Drama,5.8,2237,13722.0
USA,Discarnate,2018,Horror,4.3,757,13723.0
Pakistan,Chupan Chupai,2017,Comedy,5.8,224,13729.0
USA,Dorfman,2011,Comedy,6.0,1386,13737.0
USA,The Architect,2006,Crime,5.5,1140,13737.0
India,Vikadakumaran,2018,Comedy,6.0,272,13740.0
Russia,Vladenie 18,2014,Horror,4.6,254,13743.0
Japan,Biruma no tategoto,1956,Drama,8.1,5283,13748.0
Spain,Evelyn,2012,Thriller,5.8,214,13759.0
India,Podhuvaga En Manasu Thangam,2017,Comedy,3.7,117,13761.0
USA,The Pretty One,2013,Comedy,6.3,9184,13769.0
France,Le doux amour des hommes,2002,Drama,6.6,123,13775.0
Serbia,Kad porastem bicu Kengur,2004,Comedy,8.4,9343,13793.0
France,La meilleure façon de marcher,1976,Drama,7.3,1329,13793.0
France,Stavisky...,1974,Biography,6.6,1652,13793.0
China,He dong shi hou 2,2012,Comedy,3.8,102,13803.0
France,Dofus - Livre 1: Julith,2015,Animation,7.6,552,13804.0
France,Je m'appelle Hmmm....,2013,Drama,5.6,148,13805.0
Turkey,Dert Bende,2019,Comedy,4.6,121,13819.0
Turkey,Parayi Bulduk,2017,Comedy,3.3,768,13820.0
USA,Sympathy for Delicious,2010,Drama,5.7,1814,13826.0
Bulgaria,Jajda,2015,Drama,6.8,279,13827.0
USA,Live Free or Die,2006,Comedy,5.5,2403,13836.0
India,Kattappanayile Rithwik Roshan,2016,Comedy,7.1,1202,13845.0
Romania,Inimi cicatrizate,2016,Biography,7.1,942,13847.0
Canada,Backcountry,2014,Drama,6.0,18175,13848.0
Canada,Genèse,2018,Drama,7.0,887,13856.0
Argentina,Temporada de Caza,2017,Drama,6.3,402,13859.0
USA,Falling Away,2012,Drama,3.8,105,13869.0
Australia,Macbeth,2006,Crime,4.6,2092,13870.0
UK,Cut Sleeve Boys,2006,Comedy,6.0,441,13875.0
USA,Double Indemnity,1944,Crime,8.3,139564,13886.0
USA,This Is Martin Bonner,2013,Drama,6.5,900,13888.0
Germany,Der Albaner,2010,Drama,7.1,603,13889.0
USA,Dead Doll,2004,Comedy,4.1,251,13905.0
Ukraine,Vulkan,2018,Comedy,6.8,480,13925.0
France,Yosemite,2015,Drama,4.8,766,13931.0
Russia,Malchik russkiy,2019,Drama,6.3,584,13939.0
UK,Stephen Fry Live: More Fool Me,2014,Comedy,6.5,279,13940.0
USA,And Then Came Love,2007,Comedy,4.7,486,13944.0
India,Petromax,2019,Comedy,5.5,254,13955.0
France,La mer à l'aube,2011,Drama,6.7,667,13956.0
Netherlands,Tiramisu,2008,Drama,6.6,240,13956.0
Argentina,Mientras tanto,2006,Drama,6.1,108,13979.0
Argentina,Sueño Florianópolis,2018,Comedy,6.4,309,13991.0
USA,I'm Losing You,1998,Drama,5.1,417,13996.0
UK,Lady Godiva,2008,Horror,3.8,119,14000.0
Italy,Il futuro,2013,Drama,5.9,955,14001.0
Switzerland,Pepperminta,2009,Drama,5.7,220,14004.0
West Germany,Love & Money,1981,Drama,4.5,188,14009.0
