country,original_title,year,genre,votes,avg_vote
Japan,Koizora,2007,Drama,2918,7
USA,Joy Ride,2001,Action,62993,6.6
USA,Gung Ho,1986,Comedy,11438,6.3
USA,Return to Me,2000,Comedy,19351,6.9
USA,Burnt,2015,Comedy,103986,6.6
USA,Tarzan the Ape Man,1981,Adventure,5109,3.4
South Korea,Chugyeogja,2008,Action,56264,7.9
USA,Soapdish,1991,Comedy,14227,6.6
South Korea,Ta-weo,2012,Action,5067,6.6
USA,Baby Geniuses,1999,Comedy,24780,2.6
USA,Son in Law,1993,Comedy,17105,5.8
USA,All of Me,1984,Comedy,16393,6.7
USA,Vegas Vacation,1997,Comedy,43652,6
USA,Furry Vengeance,2010,Comedy,15496,3.8
UK,The Boat That Rocked,2009,Comedy,106167,7.4
USA,Universal Soldier,1992,Action,81356,6
USA,Richard Pryor: Live on the Sunset Strip,1982,Comedy,3694,7.7
South Korea,Ui-hyeong-je,2010,Action,3523,6.9
UK,A Most Wanted Man,2014,Crime,71345,6.8
Australia,Mad Max Beyond Thunderdome,1985,Action,124808,6.3
USA,A Very Harold & Kumar 3D Christmas,2011,Adventure,64589,6.3
Turkey,Dügün Dernek,2013,Comedy,20198,7.1
France,Ultimo tango a Parigi,1972,Drama,48672,7
USA,Silent Movie,1976,Comedy,15742,6.7
Belgium,The Queen's Corgi,2019,Animation,4965,4.8
USA,Love Happens,2009,Drama,30521,5.7
Brazil,Nada a Perder,2018,Biography,22835,5.5
USA,Whatever Works,2009,Comedy,70045,7.1
USA,You Will Meet a Tall Dark Stranger,2010,Comedy,43255,6.3
USA,The Robe,1953,Drama,9099,6.7
USA,The Greatest Show on Earth,1952,Drama,12569,6.6
Australia,Shine,1996,Biography,50540,7.7
USA,Dirty Harry,1971,Action,140624,7.7
Russia,T-34,2018,Action,8045,6.6
South Korea,Kundo: Min-ran-eui si-dae,2014,Action,2958,6.8
India,Ra.One,2011,Action,37561,4.7
USA,Taps,1981,Drama,16298,6.8
USA,The Black Hole,1979,Action,22902,6
USA,Garden State,2004,Comedy,205293,7.4
Turkey,Fetih 1453,2012,Action,56173,6.7
USA,Child's Play 2,1990,Horror,43946,5.9
USA,Riding in Cars with Boys,2001,Biography,26306,6.5
France,Robin Hood: Men in Tights,1993,Adventure,114070,6.7
USA,Hostel: Part II,2007,Horror,84137,5.5
Spain,Tadeo Jones 2: El secreto del Rey Midas,2017,Animation,2752,6.2
USA,Hostiles,2017,Drama,67184,7.2
South Korea,Deu tae-ro ra-i-beu,2013,Action,5658,7.1
USA,Summer School,1987,Comedy,17026,6.6
USA,The Indian in the Cupboard,1995,Drama,25592,6
USA,Starting Over,1979,Comedy,2257,6.5
USA,Faster,2010,Action,98882,6.4
USA,Silkwood,1983,Biography,17878,7.2
USA,Sharky's Machine,1981,Action,5317,6.4
USA,A Thin Line Between Love and Hate,1996,Comedy,4247,5.7
Japan,Gojira vs. Mosura,1992,Action,4128,6.2
USA,My Dog Skip,2000,Comedy,19069,7
USA,No Way Out,1987,Action,34513,7.1
USA,Jersey Girl,2004,Comedy,62656,6.2
France,Mia et le lion blanc,2018,Adventure,3895,6.5
USA,Arbitrage,2012,Drama,49127,6.6
USA,The AristoCats,1970,Animation,91085,7.1
USA,Vacancy,2007,Horror,93037,6.2
USA,Money Train,1995,Action,38303,5.7
USA,Mermaids,1990,Comedy,28055,6.7
France,Original Sin,2001,Drama,53017,6.1
Canada,Room,2015,Drama,357159,8.1
UK,Live and Let Die,1973,Action,94566,6.8
USA,A Goofy Movie,1995,Animation,44827,6.8
Japan,L: Change the World,2008,Crime,7723,6.1
USA,The Darjeeling Limited,2007,Adventure,176784,7.2
France,Assault on Precinct 13,2005,Action,72684,6.3
USA,Selena,1997,Biography,24066,6.8
UK,Eye in the Sky,2015,Action,77481,7.3
USA,Edtv,1999,Comedy,41049,6.1
USA,Honeymoon in Vegas,1992,Comedy,16603,5.8
USA,Courageous,2011,Drama,18794,7
Germany,The Girl in the Spider's Web,2018,Action,38499,6.1
USA,The Adventures of Rocky & Bullwinkle,2000,Animation,19101,4.2
UK,Miss Potter,2006,Biography,27532,6.9
UK,Alfie,2004,Comedy,50110,6.2
UK,My Week with Marilyn,2011,Biography,82396,6.9
USA,Flight of the Phoenix,2004,Action,51109,6.1
UK,Midnight Express,1978,Biography,72089,7.6
Italy,Benvenuti al nord,2012,Comedy,3357,5.3
USA,Red Heat,1988,Action,63168,6.1
USA,Excalibur,1981,Adventure,56299,7.4
Hong Kong,Maang taam,2013,Comedy,2860,6.5
Japan,Omoide no Mânî,2014,Animation,30606,7.7
USA,The Sitter,2011,Comedy,67496,5.7
USA,The Hate U Give,2018,Crime,28869,7.4
USA,Places in the Heart,1984,Drama,10018,7.4
Canada,Les invasions barbares,2003,Comedy,27958,7.6
USA,Freddy's Dead: The Final Nightmare,1991,Fantasy,40496,4.9
USA,The Truth About Cats & Dogs,1996,Comedy,24690,6.2
USA,Secret in Their Eyes,2015,Crime,42046,6.3
USA,Disaster Movie,2008,Comedy,86219,1.9
USA,Kidnap,2017,Action,32897,5.9
USA,The Life Aquatic with Steve Zissou,2004,Action,175733,7.3
UK,Sunshine,2007,Sci-Fi,229813,7.2
USA,White Fang,1991,Adventure,19198,6.7
China,Ji jie hao,2007,Action,6365,7.3
USA,The Kids Are All Right,2010,Comedy,124375,7
USA,Broken City,2013,Action,75013,6.2
USA,Psycho II,1983,Crime,23355,6.5
USA,Endless Love,2014,Drama,39808,6.3
UK,Jane Eyre,2011,Drama,79856,7.3
UK,The Killing Fields,1984,Biography,50542,7.8
USA,October Sky,1999,Biography,80542,7.8
Japan,Nana,2005,Drama,3357,7.1
USA,Addicted to Love,1997,Comedy,23169,6.1
USA,Dangerous Liaisons,1988,Drama,63354,7.6
USA,Malibu's Most Wanted,2003,Comedy,18345,5.2
USA,Alex Cross,2012,Action,31958,5.1
USA,Gone Baby Gone,2007,Crime,245667,7.6
France,Les aventures extraordinaires d'Adèle Blanc-Sec,2010,Action,19545,6.3
USA,Mississippi Burning,1988,Crime,85805,7.8
France,Raid dingue,2016,Action,3321,5.5
USA,That Thing You Do!,1996,Comedy,61290,6.9
USA,The Best Man,1999,Comedy,9071,6.8
USA,Crank: High Voltage,2009,Action,138411,6.2
UK,Salmon Fishing in the Yemen,2011,Comedy,61286,6.8
USA,Jack Frost,1998,Comedy,32089,5.4
Ireland,Haywire,2011,Action,82305,5.8
UK,Steve Jobs,2015,Biography,150529,7.2
South Africa,Zambezia,2012,Animation,6598,5.8
USA,The Doors,1991,Biography,82363,7.2
USA,Swimfan,2002,Drama,18771,5.1
USA,Like Father Like Son,1987,Comedy,5529,5.2
USA,Adventures in Babysitting,1987,Adventure,36946,6.9
USA,The Sandlot,1993,Comedy,77245,7.8
Japan,Gekijouban Poketto monsutâ Adobansu jenerêshon: Rekkuu no houmonsha Deokishisu,2004,Animation,3277,6.1
USA,Muppet Treasure Island,1996,Action,20981,7
USA,Little Darlings,1980,Comedy,4821,6.5
UK,Tommy,1975,Drama,18881,6.6
Hong Kong,The Medallion,2003,Action,38532,5.3
USA,American Psycho,2000,Comedy,473137,7.6
USA,Bad News Bears,2005,Comedy,20343,5.8
UK,Victor Frankenstein,2015,Drama,51228,6
France,Che: Part One,2008,Biography,43731,7.2
Japan,Zatôichi,2003,Action,46584,7.5
USA,The House,2017,Comedy,39640,5.6
USA,Cirque du Soleil: Worlds Away,2012,Fantasy,7821,6.8
USA,Instinct,1999,Drama,31392,6.6
UK,In Bruges,2008,Comedy,383608,7.9
USA,Darkness,2002,Horror,18610,5.5
USA,Dungeons & Dragons,2000,Action,31646,3.6
USA,The Fighting Temptations,2003,Comedy,6703,5.6
UK,The Relic,1997,Horror,24256,5.8
France,Arthur 3: la guerre des deux mondes,2010,Animation,7888,5.5
UK,Hotel Rwanda,2004,Biography,329292,8.1
UK,The Good Liar,2019,Crime,20297,6.6
UK,The Pink Panther Strikes Again,1976,Comedy,27349,7.2
USA,Carrie,1976,Horror,164011,7.4
USA,Jay and Silent Bob Strike Back,2001,Comedy,146997,6.8
USA,The Art of Racing in the Rain,2019,Comedy,21842,7.6
Canada,Porky's II: The Next Day,1983,Comedy,10675,5.1
Japan,Bushi no ichibun,2006,Drama,3308,7.7
Japan,Kimi no suizô o tabetai,2018,Animation,5104,7.9
USA,Nobody's Fool,2018,Comedy,6043,4.8
USA,Curly Sue,1991,Comedy,20025,5.9
USA,Mr. Woodcock,2007,Comedy,34735,5.1
Spain,La piel que habito,2011,Drama,135098,7.6
Japan,Gantz: Perfect Answer,2011,Action,3850,6.2
Mexico,Y tu mamá también,2001,Drama,113683,7.6
USA,Because of Winn-Dixie,2005,Comedy,10278,6.3
USA,Nick and Norah's Infinite Playlist,2008,Comedy,87587,6.6
USA,Friday After Next,2002,Comedy,25170,5.8
Australia,Bait,2012,Action,16082,5.2
UK,Run Fatboy Run,2007,Comedy,65041,6.6
USA,Fireproof,2008,Drama,20939,6.5
USA,Red Planet,2000,Action,54732,5.7
USA,Air America,1990,Action,26579,5.8
USA,Mystery Men,1999,Action,61124,6.1
USA,Matilda,1996,Comedy,123711,6.9
UK,Get on Up,2014,Biography,20792,6.9
France,Ne le dis à personne,2006,Crime,49648,7.5
USA,Wonder Boys,2000,Comedy,60557,7.2
Japan,Gekijouban Poketto monsutâ Adobansu jenerêshon: Nanayo no negaiboshi Jirâchi,2003,Animation,3522,5.8
USA,The Perks of Being a Wallflower,2012,Drama,451711,8
USA,Reality Bites,1994,Comedy,45122,6.6
USA,The Box,2009,Drama,87997,5.6
USA,...and justice for all.,1979,Crime,30085,7.4
USA,The Cave,2005,Action,34817,5.1
South Korea,Maraton,2005,Biography,2166,7.7
France,L'auberge espagnole,2002,Comedy,39011,7.3
Spain,Perfectos desconocidos,2017,Comedy,11701,6.9
Germany,Confessions of a Teenage Drama Queen,2004,Comedy,27096,4.7
USA,Project Almanac,2015,Drama,74937,6.4
India,Bharat,2019,Action,19049,5.2
USA,Forget Paris,1995,Comedy,11216,6.5
India,Baaghi 2,2018,Action,8723,4.9
USA,Teen Wolf,1985,Comedy,44860,6.1
Australia,The Crocodile Hunter: Collision Course,2002,Action,6321,5.3
Belgium,Le huitième jour,1996,Comedy,8843,7.5
UK,Girl with a Pearl Earring,2003,Biography,71208,6.9
France,Brice de Nice,2005,Comedy,6409,5.1
USA,Confessions of a Dangerous Mind,2002,Biography,82127,7
USA,TRON,1982,Action,111532,6.8
USA,Friday the 13th: The Final Chapter,1984,Horror,43484,6
USA,Inside Llewyn Davis,2013,Comedy,135904,7.5
France,Lockout,2012,Action,93443,6.1
USA,Sleepless,2017,Action,29261,5.6
USA,The Joy Luck Club,1993,Drama,14863,7.7
USA,Brightburn,2019,Drama,74226,6.1
France,Les profs,2013,Comedy,3146,5.2
Germany,7 Zwerge - Der Wald ist nicht genug,2006,Comedy,3333,4.1
USA,Giant,1956,Drama,33284,7.6
India,Hindi Medium,2017,Comedy,22103,7.8
South Korea,Train to Busan 2,2020,Action,7617,5.6
USA,Adaptation.,2002,Comedy,174173,7.7
South Korea,Gangcheolbi,2017,Action,3906,7.1
USA,Homeward Bound II: Lost in San Francisco,1996,Adventure,13468,6
Argentina,Metegol,2013,Animation,8698,6.5
France,LOL (Laughing Out Loud) ®,2008,Comedy,8200,6.3
Belgium,Le sens de la fête,2017,Comedy,8713,6.8
USA,For Richer or Poorer,1997,Comedy,9934,5.8
USA,Awake,2007,Crime,71829,6.5
Australia,FernGully: The Last Rainforest,1992,Animation,26710,6.5
USA,Problem Child 2,1991,Comedy,20404,4.9
USA,Leap Year,2010,Comedy,92326,6.5
USA,Tommy Boy,1995,Adventure,74952,7.1
USA,Coming Home,1978,Drama,12100,7.3
USA,The Accidental Tourist,1988,Drama,14513,6.8
USA,Mud,2012,Drama,164768,7.4
USA,Planet of the Apes,1968,Adventure,162872,8
USA,88 Minutes,2007,Crime,73525,5.9
USA,Cry Wolf,2005,Drama,25757,5.8
USA,Last Chance Harvey,2008,Drama,20299,6.6
Germany,The Musketeer,2001,Action,13927,4.9
UK,The Hurricane Heist,2018,Action,18373,5.1
Spain,[Rec],2007,Action,162297,7.4
USA,Fighting,2009,Action,31710,5.6
South Korea,Bumchoiwaui junjaeng: Nabbeunnomdeul jeonsungshidae,2012,Action,5471,7.1
China,UglyDolls,2019,Animation,5292,5
USA,Movie 43,2013,Comedy,98127,4.3
USA,Black Sheep,1996,Comedy,35975,6.3
USA,The Invention of Lying,2009,Comedy,122986,6.4
India,Dhoom:2,2006,Action,23251,6.5
Hong Kong,Hung fan kui,1995,Action,38156,6.8
USA,Stuber,2019,Action,37773,6.2
Germany,Alpha Dog,2006,Biography,98287,6.9
Germany,Die Welle,2008,Drama,100645,7.6
USA,Nothing in Common,1986,Comedy,6353,5.9
USA,The Muppet Christmas Carol,1992,Comedy,46386,7.7
France,Potiche,2010,Comedy,9995,6.4
USA,Hart's War,2002,Drama,50267,6.3
USA,The Age of Innocence,1993,Drama,50690,7.2
UK,Seven Psychopaths,2012,Comedy,236796,7.2
USA,The Lost Boys,1987,Comedy,120711,7.3
USA,The Bad News Bears,1976,Comedy,19958,7.3
USA,Silverado,1985,Action,37166,7.2
USA,Reindeer Games,2000,Action,37005,5.8
USA,Alien Nation,1988,Action,13898,6.3
UK,The Kid Who Would Be King,2019,Action,14010,6
USA,Amazing Grace,2006,Biography,23656,7.4
UK,The Lawnmower Man,1992,Horror,33384,5.5
Canada,The Accused,1988,Crime,31000,7.1
South Korea,Welkkeom tu Dongmakgol,2005,Comedy,6495,7.7
USA,You Again,2010,Comedy,48742,5.8
USA,Copycat,1995,Drama,52901,6.6
France,Leaving Las Vegas,1995,Drama,112547,7.5
USA,Psycho,1960,Horror,586765,8.5
USA,Metro,1997,Action,25296,5.5
India,Dilwale,2015,Action,30755,5.2
Germany,Stick It,2006,Comedy,26175,6.4
UK,Suffragette,2015,Drama,37288,6.9
France,"Ensemble, c'est tout",2007,Drama,11450,6.8
Germany,Der Junge muss an die frische Luft,2018,Biography,2762,7.4
USA,Lean on Me,1989,Drama,17758,7.4
USA,Dressed to Kill,1980,Crime,34135,7.1
USA,Bad Times at the El Royale,2018,Crime,123415,7.1
USA,Children of a Lesser God,1986,Drama,14652,7.2
USA,The Seeker: The Dark Is Rising,2007,Adventure,14655,4.8
France,Les seigneurs,2012,Comedy,3327,5.3
USA,Self/less,2015,Action,87740,6.5
USA,The Outlaw Josey Wales,1976,Western,64145,7.8
USA,Blood Work,2002,Action,41405,6.4
France,L'ours,1988,Adventure,16241,7.7
USA,Spring Breakers,2012,Crime,133931,5.3
USA,History of the World: Part I,1981,Comedy,45080,6.9
South Korea,Sinsegye,2013,Action,19797,7.6
UK,Hunter Killer,2018,Action,49780,6.6
USA,Rent,2005,Drama,48187,6.9
India,Ae Dil Hai Mushkil,2016,Drama,20346,5.8
France,Anna,2019,Action,55206,6.6
USA,Super Troopers 2,2018,Comedy,23256,6
USA,Can't Buy Me Love,1987,Comedy,32017,6.8
USA,Daddy's Little Girls,2007,Drama,6917,5.7
USA,Double Take,2001,Action,7990,5.5
UK,Rob Roy,1995,Adventure,39961,6.9
USA,Love in the Time of Cholera,2007,Drama,22246,6.4
USA,Little Big Man,1970,Adventure,32221,7.6
USA,Jennifer's Body,2009,Comedy,112913,5.2
Canada,The Thing,2011,Horror,119386,6.2
USA,Beverly Hills Ninja,1997,Action,37653,5.6
Italy,Perfetti sconosciuti,2016,Comedy,54480,7.8
USA,Dance Flick,2009,Action,11607,3.5
USA,A Serious Man,2009,Comedy,130794,7
USA,Dogma,1999,Adventure,205657,7.3
USA,I Don't Know How She Does It,2011,Comedy,19240,4.9
USA,Eddie,1996,Comedy,9148,5.2
USA,Lost Souls,2000,Drama,10316,4.8
USA,The People Under the Stairs,1991,Comedy,30481,6.4
France,Le prénom,2012,Comedy,14870,7.3
USA,How High,2001,Comedy,52647,6.3
USA,Bustin' Loose,1981,Comedy,2741,6.1
China,Jie jiu Wu xian sheng,2015,Action,2106,6.7
UK,The Great Muppet Caper,1981,Adventure,13371,7.2
India,Welcome,2007,Comedy,17711,6.9
USA,Pride and Glory,2008,Crime,58561,6.6
USA,The Stepfather,2009,Crime,30818,5.6
Spain,Contratiempo,2016,Crime,127253,8.1
UK,The Secret Garden,1993,Drama,35877,7.3
USA,The New Guy,2002,Comedy,33220,5.9
USA,Joyful Noise,2012,Comedy,7826,5.7
USA,Death Proof,2007,Action,263723,7
UK,Mrs. Brown's Boys D'Movie,2014,Comedy,4962,4.3
Japan,Densha otoko,2005,Comedy,2183,6.6
USA,Premium Rush,2012,Action,108903,6.5
France,L'instinct de mort,2008,Action,31643,7.5
USA,Ultraviolet,2006,Action,78768,4.4
USA,High Anxiety,1977,Comedy,19418,6.7
China,Nan fang che zhan de ju hui,2019,Crime,4012,6.8
USA,Conan the Destroyer,1984,Action,75072,5.9
USA,The Strangers: Prey at Night,2018,Horror,25927,5.2
Russia,"Vysotskiy. Spasibo, chto zhivoy",2011,Biography,2534,6.4
South Korea,Do-ga-ni,2011,Drama,10543,8.1
China,Wu ji,2005,Action,8883,5.6
USA,Joe Dirt,2001,Adventure,50515,6
USA,Pathfinder,2007,Action,42092,5.4
USA,Playing for Keeps,2012,Comedy,28370,5.7
USA,Nuts,1987,Drama,5781,6.6
Hong Kong,Huang feihong zhi yingxiong you meng,2014,Action,2919,6.5
UK,Billy Lynn's Long Halftime Walk,2016,Action,20742,6.2
USA,Dune,1984,Action,121764,6.5
USA,Hearts in Atlantis,2001,Drama,35999,6.9
USA,Igor,2008,Animation,22094,6
USA,The Princess Bride,1987,Adventure,385237,8.1
USA,Murphy's Romance,1985,Comedy,5322,7
USA,Powder,1995,Drama,28116,6.6
USA,The Texas Chain Saw Massacre,1974,Horror,132386,7.5
USA,Bloodshot,2020,Action,49627,5.7
Japan,Shingeki no kyojin,2015,Action,11732,5.1
USA,I Love Trouble,1994,Action,11297,5.3
USA,Winter's Tale,2014,Drama,51423,6.2
India,Monsoon Wedding,2001,Comedy,23058,7.3
Australia,Wolf Creek,2005,Horror,66639,6.2
USA,Exorcist II: The Heretic,1977,Horror,21361,3.8
USA,Norm of the North,2015,Animation,8531,3.4
France,Carnage,2011,Comedy,117456,7.2
USA,Out to Sea,1997,Comedy,7842,6.1
Russia,Posledniy bogatyr,2017,Action,2144,6.5
Sweden,En man som heter Ove,2015,Comedy,45039,7.7
USA,Young Doctors in Love,1982,Comedy,2893,5.5
Brazil,Cidade de Deus,2002,Crime,685856,8.6
USA,Nancy Drew,2007,Comedy,19141,5.9
USA,When the Bough Breaks,2016,Crime,5635,5.1
USA,Virus,1999,Action,26145,5
Argentina,Relatos salvajes,2014,Comedy,170475,8.1
USA,Superstar,1999,Comedy,17750,5.2
USA,Major League II,1994,Comedy,24705,5.6
UK,Be Kind Rewind,2008,Comedy,87886,6.4
USA,Blank Check,1994,Comedy,18620,5.3
UK,An American Werewolf in London,1981,Comedy,89519,7.5
USA,Cabin Fever,2002,Drama,73040,5.7
USA,Two for the Money,2005,Crime,42787,6.3
Russia,Samyy luchshiy film,2008,Comedy,2379,3
USA,Sleepwalkers,1992,Fantasy,19824,5.3
UK,A Dangerous Method,2011,Biography,97398,6.4
China,Si da ming bu,2012,Action,2111,5.8
USA,Uncommon Valor,1983,Action,8835,6.4
Japan,Koe no katachi,2016,Animation,40855,8.2
Japan,Tonari no Totoro,1988,Animation,278361,8.2
USA,The Lord of the Rings,1978,Animation,29095,6.2
USA,The Champ,1979,Drama,7674,6.9
USA,What's Your Number?,2011,Comedy,71429,6.1
USA,The Girl Next Door,2004,Comedy,198469,6.7
USA,A Night at the Roxbury,1998,Comedy,56159,6.3
USA,Nocturnal Animals,2016,Drama,229418,7.5
France,Assassins,1995,Action,76453,6.3
USA,The Great Debaters,2007,Biography,55222,7.5
UK,Far from the Madding Crowd,2015,Drama,43815,7.1
USA,Weekend at Bernie's,1989,Adventure,47586,6.4
France,Prête-moi ta main,2006,Comedy,5682,6.7
West Germany,Being There,1979,Comedy,64238,8
USA,Blown Away,1994,Action,27714,6.3
USA,Wild Things,1998,Crime,106123,6.5
USA,When the Game Stands Tall,2014,Drama,15108,6.7
USA,The Rum Diary,2011,Comedy,97842,6.2
Canada,Godsend,2004,Action,24618,4.8
Poland,Kler,2018,Drama,4223,7.4
USA,Major Payne,1995,Adventure,30041,6.3
USA,Double Impact,1991,Action,37262,5.6
UK,Shaun of the Dead,2004,Comedy,502322,7.9
France,Free Willy 2: The Adventure Home,1995,Adventure,16826,5.1
USA,Revenge of the Nerds II: Nerds in Paradise,1987,Comedy,13131,5.2
USA,The Getaway,1994,Action,16810,5.8
USA,Road House,1989,Action,61353,6.6
USA,Point of No Return,1993,Action,24613,6.1
UK,Sophie's Choice,1982,Drama,40808,7.6
Ireland,Laws of Attraction,2004,Comedy,21865,5.9
South Africa,The Gods Must Be Crazy,1980,Adventure,51564,7.3
USA,Solaris,2002,Drama,78140,6.2
USA,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,Horror,59772,5.5
France,Madeline,1998,Comedy,6600,5.9
USA,Small Time Crooks,2000,Comedy,36334,6.7
USA,Keeping Up with the Joneses,2016,Action,56142,5.9
India,Rab Ne Bana Di Jodi,2008,Comedy,42862,7.2
USA,Pulse,2006,Horror,27819,4.8
Japan,Kurôzu zero II,2009,Action,4355,7.3
France,Green Card,1990,Comedy,22121,6.2
UK,The Four Feathers,2002,Action,32187,6.5
USA,The Bye Bye Man,2017,Drama,21049,4.2
USA,Jumpin' Jack Flash,1986,Comedy,17850,5.9
Taiwan,"Na xie nian, wo men yi qi zhui de nu hai",2011,Comedy,9062,7.6
Italy,Serpico,1973,Biography,106667,7.7
USA,Draft Day,2014,Drama,52760,6.8
USA,The Disaster Artist,2017,Biography,133498,7.4
Russia,Lyod,2018,Drama,2702,6.9
Spain,Torrente 4,2011,Action,4658,5.4
Germany,Lissi und der wilde Kaiser,2007,Animation,3894,5
USA,Battlefield Earth,2000,Action,75222,2.5
USA,Angel Eyes,2001,Drama,22210,5.6
USA,The World According to Garp,1982,Comedy,24527,7.2
USA,The Raven,2012,Crime,81611,6.4
USA,City by the Sea,2002,Crime,23953,6.1
USA,Masterminds,2016,Biography,49324,5.8
China,Bai she chuan shuo,2011,Action,7985,5.8
Japan,Death Note: Desu nôto,2006,Crime,28190,7.7
Austria,Amour,2012,Drama,91194,7.9
USA,The Parent Trap,1961,Comedy,18464,7.1
Germany,Luther,2003,Biography,14560,6.5
USA,Across the Universe,2007,Drama,105047,7.3
Germany,Cursed,2005,Comedy,30073,5
UK,An American Haunting,2005,Drama,24469,5.1
France,Le renard et l'enfant,2007,Adventure,3765,6.9
USA,Never Cry Wolf,1983,Adventure,7528,7.5
USA,W.,2008,Biography,45638,6.3
USA,In the Valley of Elah,2007,Crime,68025,7.1
USA,Fools Rush In,1997,Comedy,32066,6.1
USA,Twilight Zone: The Movie,1983,Horror,32370,6.5
USA,The Pledge,2001,Crime,52538,6.8
France,La doublure,2006,Comedy,9653,6.5
USA,The Losers,2010,Action,89690,6.3
USA,A Low Down Dirty Shame,1994,Action,6418,6
USA,Baby Boy,2001,Crime,12651,6.4
France,Alibi.com,2017,Comedy,6950,6.5
Germany,Nurse Betty,2000,Comedy,32633,6.1
New Zealand,The Frighteners,1996,Comedy,80514,7.1
UK,Mr. Holmes,2015,Drama,60565,6.9
UK,Spice World,1997,Comedy,32837,3.5
India,Rowdy Rathore,2012,Action,20088,5.7
Japan,Gekijô-ban Sôdo Âto Onrain: Sword Art Online - Ôdinaru sukêru -,2017,Animation,5847,7.4
USA,Easy Money,1983,Comedy,7708,6.3
France,Entre les murs,2008,Drama,33561,7.5
USA,Hoffa,1992,Biography,21022,6.6
USA,Shoot to Kill,1988,Action,11420,6.8
Russia,Legenda No. 17,2013,Biography,5044,7.5
Hong Kong,Wu xia,2011,Action,13575,7.1
Japan,Yu-Gi-Oh! The Movie,2004,Animation,7839,5
USA,Big Eyes,2014,Biography,83787,7
USA,Dad,1989,Comedy,4514,6.3
USA,Romy and Michele's High School Reunion,1997,Comedy,41025,6.2
USA,Chinatown,1974,Drama,286798,8.2
USA,Bulworth,1998,Comedy,24434,6.8
USA,Fort Apache the Bronx,1981,Crime,5545,6.7
UK,The Young Victoria,2009,Biography,56756,7.3
Japan,My Hero Academia - Boku no hîrô akademia THE MOVIE - Heroes: Rising - Hîrôzu: Raijingu,2019,Animation,2315,8
Italy,La banda dei Babbi Natale,2010,Comedy,2473,5.9
USA,Raising Arizona,1987,Comedy,124392,7.3
USA,The Rose,1979,Drama,7687,7
Russia,Ekipazh,2016,Action,4560,6.7
Australia,Singh Is Kinng,2008,Action,13992,5.7
Russia,Viking,2016,Action,4071,4.5
USA,The Last Picture Show,1971,Drama,41253,8
China,Te shu shen fen,2013,Action,3850,5.5
UK,I Give It a Year,2013,Comedy,35243,5.7
USA,Cold Creek Manor,2003,Drama,20760,5
China,Zhao shi gu er,2010,Drama,2134,6.2
UK,St. Trinian's,2007,Comedy,21249,5.8
India,Padman,2018,Comedy,20084,7.9
USA,Far from Heaven,2002,Drama,43308,7.3
USA,New in Town,2009,Comedy,21353,5.6
USA,3 Ninjas,1992,Action,19822,5.3
USA,Herbie Goes to Monte Carlo,1977,Action,6683,5.7
USA,Shorts,2009,Comedy,6722,4.7
Turkey,Recep Ivedik 5,2017,Comedy,14083,3.3
UK,James and the Giant Peach,1996,Animation,58982,6.7
India,M.S. Dhoni: The Untold Story,2016,Biography,37220,7.8
USA,The Dream Team,1989,Comedy,12539,6.5
USA,In the Army Now,1994,Comedy,12554,5
USA,L.A. Story,1991,Comedy,29026,6.7
Germany,Happy Family,2017,Animation,3843,4.8
