country,original_title,year,genre,votes,avg_vote
USA,Chaos Theory,2008,Comedy,31317,6.7
USA,Palm Springs,2020,Comedy,44712,7.4
Mexico,Somos lo que hay,2010,Drama,4497,5.7
India,Laal Kaptaan,2019,Action,3369,7.3
UK,The Brides of Dracula,1960,Horror,6554,6.7
USA,Dark Horse,2011,Comedy,5572,5.9
India,24,2016,Action,15975,7.8
USA,Roger Corman's Frankenstein Unbound,1990,Drama,3481,5.5
UK,Welcome to Sarajevo,1997,Drama,6820,6.8
UK,Marriage Story,2019,Comedy,227338,8
USA,Fun Mom Dinner,2017,Comedy,4607,5.2
Canada,The Assignment,1997,Action,8726,6.9
UK,Don't Hang Up,2016,Horror,12070,5.6
UK,Redirected,2014,Action,33246,6.6
India,Zinda,2006,Action,3168,4.9
India,Shamitabh,2015,Drama,6803,6.8
Italy,Welcome Home,2018,Thriller,5517,5.2
Canada,Kissed,1996,Drama,3500,6.4
India,Ladies vs. Ricky Bahl,2011,Comedy,8600,6
South Korea,Samaria,2004,Drama,12853,7.1
Turkey,Limonata,2015,Comedy,11747,7.5
India,Gold,2018,Drama,11028,7.3
Egypt,Welad el-Amm,2009,Action,4821,7.3
Denmark,Return to Sender,2004,Drama,2364,6.4
France,Presque rien,2000,Drama,4720,6.7
India,Ko,2011,Action,4796,7.8
USA,Lucy in the Sky,2019,Drama,4742,4.8
UK,Gone,2006,Drama,3857,5.4
Netherlands,The Human Centipede (First Sequence),2009,Horror,71795,4.4
Spain,Juan de los muertos,2011,Action,9693,6.4
Pakistan,Teefa in Trouble,2018,Action,3157,7.3
Iraq,My Sweet Pepper Land,2013,Drama,2109,7
Australia,Red Hill,2010,Thriller,8115,6.4
USA,Welcome to New York,2014,Drama,3460,5.4
India,Baadshaho,2017,Action,4197,4.9
France,Les enfants du marais,1999,Comedy,2738,7.4
Canada,10 Minutes Gone,2019,Action,2221,3.6
Italy,The Poison Rose,2019,Thriller,5357,4.7
USA,Damsel,2018,Comedy,3433,5.6
Germany,Winterschläfer,1997,Drama,4285,7.2
France,The Cement Garden,1993,Drama,4383,7.1
Italy,House of Cards,1993,Drama,2531,6.3
Japan,Shichinin no samurai,1954,Action,307958,8.6
South Korea,Book chon bang hyang,2011,Comedy,2109,7
USA,Tenderness,2009,Crime,7524,5.5
UK,In This World,2002,Drama,4052,7.3
USA,The Hamiltons,2006,Drama,8376,5.1
USA,Dark Ride,2006,Horror,5971,4.6
France,Nocturama,2016,Drama,4199,6.5
USA,The Trust,2016,Crime,17382,5.4
France,L'ennemi public n°1,2008,Action,28005,7.5
Canada,The Colony,2013,Action,42548,5.3
USA,The Weight of Water,2000,Crime,8852,5.9
Bulgaria,Acts of Vengeance,2017,Action,9624,5.7
India,Geetha Govindam,2018,Drama,9321,7.7
Hong Kong,Chun gwong cha sit,1997,Drama,21543,7.8
USA,TerrorVision,1986,Comedy,6264,5.7
USA,The English Teacher,2013,Comedy,11775,5.8
Spain,Dans la ville de Sylvia,2007,Drama,2317,6.9
USA,Telling Lies in America,1997,Drama,2079,6.2
UK,Beats,2019,Comedy,2642,7.1
USA,The Yellow Handkerchief,2008,Drama,8109,6.7
Japan,Kairo,2001,Horror,16076,6.5
Turkey,Baskin,2015,Horror,8680,5.8
Russia,(M)uchenik,2016,Drama,4666,6.8
USA,Today's Special,2009,Comedy,6239,6.6
UK,Eliminators,2016,Action,3591,5.5
Denmark,Domino,2019,Action,4137,4.4
Canada,Inch'Allah,2012,Drama,2406,6.9
France,Sauvage,2018,Drama,3584,7
Turkey,Günah Keçisi,2011,Action,2091,5.6
Italy,L'uomo in più,2001,Comedy,2495,7.2
New Zealand,6 Days,2017,Action,17469,6.2
Georgia,5 Days of War,2011,Action,13403,5.6
India,Jolly LLB,2013,Comedy,16951,7.5
India,Dil Chahta Hai,2001,Comedy,65502,8.1
Sweden,Under solen,1998,Drama,2267,6.6
Spain,El árbol de la sangre,2018,Drama,2200,6.4
India,Action Jackson,2014,Action,3196,3.3
UK,Message from the King,2016,Action,11778,6.4
India,What's Your Raashee?,2009,Comedy,2540,4.6
India,Pukar,2000,Action,2164,6.8
USA,Time Out of Mind,2014,Drama,3859,5.7
Ireland,Adam & Paul,2004,Comedy,2889,7.1
USA,The Music of Chance,1993,Drama,2078,7.1
UK,Beautiful Creatures,2000,Comedy,3417,5.9
UK,Christine,2016,Biography,13011,6.9
Canada,Rebelle,2012,Drama,6943,7.1
UK,Berberian Sound Studio,2012,Drama,14217,6.2
Hong Kong,Se diu ying hung: Dung sing sai jau,1993,Action,2130,7.1
India,October,2018,Drama,12707,7.5
Netherlands,Wolf,2013,Crime,3501,7.3
USA,The Darwin Awards,2006,Adventure,9675,6
USA,Adam & Steve,2005,Comedy,2953,5.9
India,CIA: Comrade in America,2017,Action,2394,6.5
USA,Carolina,2003,Comedy,3930,6.1
USA,Pumpkin,2002,Comedy,8401,6.1
UK,Dot the I,2003,Drama,8201,6.8
USA,The Addiction,1995,Drama,8715,6.5
Australia,He Died with a Felafel in His Hand,2001,Comedy,3356,7.1
France,Promenons-nous dans les bois,2000,Horror,2389,4.2
USA,The Trip,2002,Comedy,3622,7.1
UK,Monsters: Dark Continent,2014,Action,9901,4.3
Denmark,Terkel i knibe,2004,Animation,9609,7.1
Argentina,La mujer sin cabeza,2008,Drama,4466,6.5
USA,Hair Show,2004,Comedy,5676,5.2
USA,Rapa Nui,1994,Action,4591,6.4
UK,Incendiary,2008,Drama,8341,5.8
Soviet Union,Stalker,1979,Drama,112000,8.2
France,Microbe et Gasoil,2015,Adventure,2436,6.7
India,NH10,2015,Action,11917,7.2
USA,Shrink,2009,Comedy,18148,6.6
France,Lola Montès,1955,Biography,4755,7.3
Spain,Beyond Re-Animator,2003,Comedy,10889,5.8
Argentina,Un oso rojo,2002,Crime,2125,7.2
Canada,Lilies - Les feluettes,1996,Crime,2586,7.3
USA,Old Joy,2006,Drama,6278,6.8
USA,White Water Summer,1987,Adventure,4942,6.2
Turkey,Sag Salim,2012,Comedy,5116,6.4
India,Manikarnika: The Queen of Jhansi,2019,Action,8758,6.4
Portugal,Mistérios de Lisboa,2010,Drama,3118,7.4
USA,Series 7: The Contenders,2001,Comedy,6288,6.5
UK,Love's Labour's Lost,2000,Romance,4308,6
USA,Sunset Blvd.,1950,Drama,195789,8.4
USA,SLC Punk!,1998,Comedy,25474,7.5
Canada,Brand Upon the Brain! A Remembrance in 12 Chapters,2006,Comedy,3307,7.3
France,La belle et la bête,1946,Drama,23710,7.9
USA,Hansel & Gretel Get Baked,2013,Comedy,3390,4.3
South Korea,Eorin shinbu,2004,Comedy,5185,7.1
Spain,Órbita 9,2017,Drama,6228,5.9
Romania,Cum mi-am petrecut sfârsitul lumii,2006,Drama,2969,7.2
India,Blackmail,2018,Comedy,8829,7.1
USA,Black Dynamite,2009,Action,45081,7.4
Norway,Thale,2012,Drama,5466,5.6
India,Anjaan,2014,Action,3860,5
USA,Freeway,1996,Comedy,25909,6.8
India,MP3: Mera Pehla Pehla Pyaar,2007,Comedy,2125,7
UK,Riff-Raff,1991,Comedy,4041,7
USA,Wet Hot American Summer,2001,Comedy,53402,6.6
Japan,Rupan sansei: Kariosutoro no shiro,1979,Animation,25940,7.7
USA,Aftershock,2012,Action,11087,4.8
UK,44 Inch Chest,2009,Crime,6510,5.8
France,Notre musique,2004,Drama,2788,6.9
USA,In Hell,2003,Action,18384,6.2
India,Karthik Calling Karthik,2010,Drama,10270,7
France,Rosetta,1999,Drama,12471,7.5
USA,The Giant Spider Invasion,1975,Horror,3519,3.1
India,Taxi No. 9 2 11: Nau Do Gyarah,2006,Comedy,9035,7.2
USA,Stonewall,2015,Drama,3425,5.2
USA,All Over Me,1997,Crime,3109,6.4
India,Naa Peru Surya Na Illu India,2018,Action,5204,6.8
Germany,Simon Sez,1999,Action,6556,2.5
USA,The Last Five Years,2014,Comedy,9305,5.9
France,Irma Vep,1996,Comedy,5100,7
USA,Catch .44,2011,Action,16485,4.6
Bulgaria,Svetat e golyam i spasenie debne otvsyakade,2008,Drama,5635,8
Israel,Big Bad Wolves,2013,Drama,15096,6.8
USA,Imaginary Heroes,2004,Comedy,9362,7.1
USA,Exeter,2015,Horror,5349,4.5
Spain,La comunidad,2000,Comedy,10701,7.3
USA,Jimmy Vestvood: Amerikan Hero,2016,Comedy,2440,5.2
USA,Best F(r)iends: Volume 1,2017,Comedy,2373,5.4
USA,Best Night Ever,2013,Comedy,2459,4
India,Vinnaithaandi Varuvaayaa,2010,Drama,4690,8
USA,Havenhurst,2016,Horror,3531,4.8
UK,Resistance,2020,Biography,2701,6.2
India,Sarfarosh,1999,Action,23578,8.1
UK,Hush,2008,Horror,6483,6
USA,Cut Bank,2014,Crime,10863,6.1
Serbia,Sisanje,2010,Action,4587,6.4
USA,Kickboxer: Vengeance,2016,Action,10178,4.9
USA,The Lucky Ones,2008,Comedy,13382,6.9
USA,Skate Kitchen,2018,Drama,3373,6.8
India,Angry Indian Goddesses,2015,Comedy,2611,7
Chile,Post Mortem,2010,Drama,2086,6.5
Spain,Matador,1986,Drama,10504,7
USA,10 Years,2011,Comedy,23440,6.1
Canada,Cake,2005,Comedy,3708,5
USA,Wind Chill,2007,Drama,21495,5.8
Australia,The Rage in Placid Lake,2003,Comedy,2756,6.9
USA,The Doom Generation,1995,Comedy,13608,6.2
Vietnam,Xích Lô,1995,Crime,4643,7.3
USA,George Washington,2000,Drama,7700,7.3
Ireland,Spinning Man,2018,Drama,9130,5.6
USA,Kill Me Again,1989,Action,4387,6.3
USA,Imperium,2016,Biography,41055,6.5
Denmark,Valhalla Rising,2009,Action,54848,6.1
USA,"Lovely, Still",2008,Drama,2092,7.1
Italy,Fallo!,2003,Drama,2329,5.1
UK,The Heart of Me,2002,Drama,2263,6.6
Mexico,600 Millas,2015,Drama,2168,5.4
USA,Wide Awake,1998,Comedy,3819,5.9
USA,Tumbledown,2015,Comedy,6472,6.2
Egypt,Welad Rizq,2015,Action,3492,7.4
USA,That Evening Sun,2009,Drama,2563,7.1
Switzerland,Film socialisme,2010,Drama,2510,5.7
France,Kirikou et la sorcière,1998,Animation,8448,7.5
Romania,"Eu cand vreau sa fluier, fluier",2010,Drama,5976,7.1
France,La haine,1995,Crime,144508,8.1
Australia,Mystery Road,2013,Crime,6254,6.6
USA,Who Is Cletis Tout?,2001,Comedy,3877,6.4
USA,The Battle of Shaker Heights,2003,Drama,4180,6
Spain,El silencio del pantano,2019,Thriller,2933,4.9
India,Namaste England,2018,Comedy,2447,2.2
USA,The Chaperone,2011,Action,4927,5
India,Mahanati,2018,Biography,9054,8.5
USA,Wrestling Ernest Hemingway,1993,Drama,2807,7
Netherlands,Schneider vs. Bax,2015,Comedy,2867,6.6
Israel,Every Time We Say Goodbye,1986,Drama,2161,5.9
USA,Goat on Fire and Smiling Fish,1999,Comedy,2664,7.7
UK,Isolation,2005,Horror,6715,5.6
Japan,Topâzu,1992,Drama,2782,6
UK,Lady Jane,1986,Biography,6033,7.1
Spain,Solas,1999,Drama,3231,7.6
Brazil,O Menino e o Mundo,2013,Animation,6130,7.6
Serbia,Klopka,2007,Crime,8718,7.9
Israel,Einayim Petukhoth,2009,Drama,5950,7.3
USA,True Grit,1969,Adventure,41569,7.4
USA,Life After Beth,2014,Comedy,19529,5.6
India,Hey Ram,2000,Crime,11170,7.9
UK,In Fear,2013,Horror,8655,5.4
USA,Swallow,2019,Drama,9795,6.4
USA,Dirty,2005,Crime,5225,5.6
Cuba,Soy Cuba,1964,Drama,7969,8.2
Belgium,Insyriated,2017,Drama,2343,7
France,La règle du jeu,1939,Comedy,26110,8
UK,The Hippopotamus,2017,Comedy,3303,6.4
India,Lucknow Central,2017,Action,2541,6.2
India,Super Deluxe,2019,Action,8238,8.4
USA,Empire Records,1995,Comedy,48562,6.7
USA,P.S.,2004,Comedy,5898,6.1
Bulgaria,Day of the Dead: Bloodline,2017,Action,8316,3.4
Canada,Stander,2003,Action,8087,7.2
UK,The Courier,2019,Action,5483,4.9
USA,An American in Paris,1951,Drama,29738,7.2
Mexico,Come Out and Play,2012,Horror,3041,4.7
Israel,Beaufort,2007,Action,4476,6.7
Spain,Aloft,2014,Drama,3281,5.3
Russia,Vse umrut a ya ostanus,2008,Drama,2128,6.4
USA,Walled In,2009,Horror,5616,4.8
Canada,2001: A Space Travesty,2000,Comedy,11337,3.6
USA,Waking the Dead,2000,Drama,6699,6.5
Spain,Rottweiler,2004,Action,2106,3.1
Japan,Dragon Ball Z: Fukkatsu no Fusion!! Gokuu to Vegeta,1995,Animation,9209,7.7
USA,The Canyons,2013,Drama,10342,3.8
Netherlands,Riphagen,2016,Biography,5867,7.1
USA,Exposed,2016,Crime,13430,4.3
Turkey,Yumurta,2007,Drama,4856,6.6
Italy,Il gattopardo,1963,Drama,22412,8
Canada,Fierce People,2005,Drama,6384,6.5
Turkey,Günesin Oglu,2008,Comedy,5122,7.1
USA,Boy Culture,2006,Drama,5382,6.8
USA,The Diabolical,2015,Horror,5188,4.7
USA,Foxfire,1996,Drama,8462,6.2
India,Forensic,2020,Crime,2124,6.6
Argentina,La Ciénaga,2001,Comedy,5405,7.1
USA,The Loneliest Planet,2011,Thriller,3801,5.5
South Korea,Hwasango,2001,Action,3339,6
Australia,Psycho Beach Party,2000,Comedy,5431,6.2
India,Meri Pyaari Bindu,2017,Comedy,3929,5.9
USA,Falcon Rising,2014,Action,7776,5.8
Canada,Drive Hard,2014,Action,4197,4.4
Japan,Ekkusu,1996,Animation,2469,6.2
Spain,Extraterrestre,2011,Comedy,3759,5.8
UK,Nil by Mouth,1997,Drama,8344,7.3
Taiwan,Ni na bian ji dian,2001,Drama,4478,7.3
USA,The TV Set,2006,Comedy,5480,6.5
USA,Riding the Bullet,2004,Horror,9151,5.2
USA,May,2002,Comedy,32534,6.6
UK,Beautiful People,1999,Comedy,2369,6.6
India,Sarkar,2005,Action,15466,7.6
India,Begum Jaan,2017,Action,2485,5.6
Japan,Sennen joyû,2001,Animation,22474,7.9
Canada,Seed,2006,Horror,6615,3
USA,Bubble,2005,Crime,7651,6.5
USA,Any Day Now,2012,Drama,5776,7.5
India,Half Girlfriend,2017,Drama,6109,4.4
Turkey,Mustafa Hakkinda Hersey,2004,Drama,8929,7.6
USA,Her Smell,2018,Drama,4428,6.1
Australia,Storm Warning,2007,Horror,6352,5.8
UK,An Awfully Big Adventure,1995,Comedy,2561,6
UK,Inconceivable,2017,Thriller,8022,5.2
Iran,Bad ma ra khahad bord,1999,Drama,8432,7.6
Australia,Needle,2010,Horror,2694,4.8
USA,Closet Land,1991,Drama,2607,7
Canada,Rampage: Capital Punishment,2014,Action,6128,6.1
USA,Malevolence,2004,Crime,3070,5.1
Japan,Stranger: Mukô hadan,2007,Animation,14505,7.8
Mexico,Batalla en el cielo,2005,Crime,5941,5.6
UK,Trauma,2004,Drama,3235,4.7
UK,Stratton,2017,Action,4404,4.8
USA,Spiders 3D,2013,Action,3994,3.3
France,Dark Touch,2013,Horror,3956,4.8
India,Raja Natwarlal,2014,Crime,3846,6.1
Japan,Byôsoku 5 senchimêtoru,2007,Animation,49285,7.6
Japan,Resident Evil: Vendetta,2017,Animation,10384,6.3
USA,Dream Lover,1993,Drama,4158,6.2
USA,In the Soup,1992,Comedy,2814,7.1
China,Pali Road,2015,Drama,4516,7.2
Egypt,El-Gazirah,2007,Action,2901,7.7
USA,Officer Down,2013,Crime,5179,5.5
USA,Gerry,2002,Adventure,17659,6.1
USA,(Dean),2016,Comedy,2128,6.2
Germany,Der Räuber,2010,Biography,4246,6.8
Italy,The War Zone,1999,Drama,9503,7.3
Canada,Maelström,2000,Drama,4654,7
Italy,Dellamorte Dellamore,1994,Comedy,19511,7.2
USA,Frankenstein,2015,Horror,2379,5.1
India,Dosti: Friends Forever,2005,Drama,2377,5.5
India,Na Tum Jaano Na Hum,2002,Comedy,2673,5
USA,Gook,2017,Drama,2176,7
USA,Dominion: Prequel to the Exorcist,2005,Drama,10303,5.2
France,Le battement d'ailes du papillon,2000,Comedy,3774,6.8
Germany,Knallhart,2006,Crime,3328,7.1
Australia,Last Ride,2009,Drama,2210,6.7
France,Rien ne va plus,1997,Comedy,2143,6.5
Canada,Dog Park,1998,Comedy,2095,5.1
USA,The Trials of Cate McCall,2013,Crime,5351,6.3
USA,Close Range,2015,Action,4442,5
Austria,Niwemang,2006,Comedy,2578,7.2
France,"Le temps retrouvé, d'après l'oeuvre de Marcel Proust",1999,Drama,2200,6.7
USA,Band Aid,2017,Comedy,5095,6.6
India,The Attacks of 26/11,2013,Action,4532,6.9
Germany,Wild Oats,2016,Action,3292,5.7
UK,Lilting,2014,Drama,5777,7.2
Romania,Sieranevada,2016,Comedy,4318,7.4
China,Shijie,2004,Drama,2994,7.1
India,Kaakkaa Muttai,2014,Comedy,5225,8.4
South Africa,Yesterday,2004,Drama,2194,7.6
Taiwan,Ting shuo,2009,Drama,2692,7.5
USA,The Love Witch,2016,Comedy,11921,6.2
USA,Hot Summer Nights,2017,Comedy,12257,6.4
Japan,Koi no tsumi,2011,Drama,4322,6.8
Romania,"Marti, dupã Crãciun",2010,Drama,4194,6.9
India,Masss,2015,Action,3416,6
USA,The Childhood of a Leader,2015,Drama,5519,6.1
UK,Shifty,2008,Crime,2836,6.5
UK,American Woman,2018,Drama,4552,6.8
USA,The Foot Fist Way,2006,Comedy,11280,6.3
India,Hello Brother,1999,Action,3709,4.8
USA,The Brass Teapot,2012,Comedy,14450,6.4
Germany,Comedian Harmonists,1997,Biography,3143,7.1
Argentina,El Hijo,2019,Thriller,2802,5.4
Hong Kong,Shun liu ni liu,2000,Action,4151,6.9
USA,Term Life,2016,Action,6829,5.5
UK,The Two Popes,2019,Comedy,98327,7.6
USA,Edmond,2005,Drama,11200,6.2
Norway,Ofelas,1987,Action,4799,7.2
New Zealand,Braindead,1992,Action,90060,7.5
India,Tevar,2015,Action,2897,4.1
UK,Ophelia,2018,Drama,7004,6.6
India,Shivaay,2016,Action,9532,6.2
Sweden,Hotell,2013,Drama,2217,6.4
UK,Cass,2008,Biography,5686,6.5
New Zealand,Housebound,2014,Comedy,31396,6.8
UK,Paperhouse,1988,Drama,5338,6.7
Ireland,A Film with Me in It,2008,Comedy,3651,6.7
Denmark,Broderskab,2009,Drama,3091,7
Iceland,Reykjavík-Rotterdam,2008,Thriller,2231,6.7
Japan,Ghost in the Shell Arise: Border 3 - Ghost Tears,2014,Animation,2401,7.2
USA,Boulevard,2014,Drama,7946,5.8
India,ABCD (Any Body Can Dance),2013,Drama,6131,6.3
Iceland,Hross í oss,2013,Comedy,2996,6.8
UK,Dark River,2017,Drama,2935,5.8
India,Theeran adhigaaram ondru,2017,Action,9097,8.2
USA,American Satan,2017,Drama,3050,5.6
Australia,Undead,2003,Action,12478,5.4
USA,The Hunter's Prayer,2017,Action,7788,5.6
USA,Night of the Living Dead,1968,Horror,113263,7.9
Australia,Chopper,2000,Biography,35762,7.2
USA,Tell Me How I Die,2016,Horror,4273,5
Portugal,Diamantino,2018,Comedy,2322,6.4
Turkey,Celal Tan ve Ailesinin Asiri Acikli Hikayesi,2011,Comedy,2967,6.5
USA,Big Fan,2009,Comedy,8848,6.7
Australia,Hounds of Love,2016,Crime,9889,6.5
Canada,After the Ball,2015,Comedy,3027,5.9
France,Choses secrètes,2002,Comedy,4499,6.1
USA,Fear of a Black Hat,1993,Comedy,3797,7.2
Argentina,El niño pez,2009,Crime,2111,5.9
USA,The Report,2019,Biography,29091,7.2
India,Daawat-e-Ishq,2014,Comedy,5289,6.1
India,Imaikkaa Nodigal,2018,Action,4314,7.4
Belgium,Ex Drummer,2007,Comedy,9608,7
India,Veeram,2014,Action,6695,6.5
Sweden,Det sjunde inseglet,1957,Drama,159318,8.2
India,Paa,2009,Comedy,11189,7.2
USA,Not Forgotten,2009,Horror,2500,4.8
India,Chakravyuh,2012,Action,2993,6.8
Mexico,Sundown,2016,Action,2189,5.4
UK,The Caller,2011,Thriller,10309,6.1
India,Titli,2014,Action,4166,7.6
USA,Wrecked,2010,Adventure,15305,5.3
India,Irumbu Thirai,2018,Action,3479,7.7
India,Luv Shuv Tey Chicken Khurana,2012,Comedy,3571,6.6
UK,Land and Freedom,1995,Drama,10135,7.6
Brazil,Cidade Baixa,2005,Drama,3615,6.6
USA,I Am Wrath,2016,Action,13093,5.4
India,Murder 2,2011,Action,6298,6.2
USA,Still Breathing,1997,Comedy,2272,6.7
USA,From Within,2008,Horror,6857,5.6
USA,InAPPropriate Comedy,2013,Comedy,4216,2.8
USA,The Great Escape,1963,Adventure,219677,8.2
India,Bhoothnath Returns,2014,Comedy,4776,6.7
Norway,Insomnia,1997,Crime,12924,7.3
Czech Republic,"Já, Olga Hepnarová",2016,Biography,2142,6.6
India,Jallikattu,2019,Action,3253,7.6
USA,Mine 9,2019,Drama,3910,6.8
Sweden,Livvakterna,2001,Action,3960,6.3
Taiwan,Lan se da men,2002,Drama,3261,7.3
USA,Galveston,2018,Action,10901,6.2
Canada,Dr. Cabbie,2014,Comedy,2791,6
USA,A Night in Old Mexico,2013,Adventure,3388,5.7
USA,Freerunner,2011,Action,5046,3.6
USA,Experimenter,2015,Biography,17133,6.6
Ireland,Extra Ordinary,2019,Comedy,5733,6.4
Chile,Crystal Fairy y el cactus mágico,2013,Adventure,7787,5.8
USA,Then Came You,2018,Adventure,8574,7
USA,Tim and Eric's Billion Dollar Movie,2012,Comedy,9329,5.4
USA,Chop Shop,2007,Drama,3977,7.3
Canada,My Awkward Sexual Adventure,2012,Comedy,9016,6.1
USA,Sydney,1996,Crime,40454,7.2
Spain,10.000 Km,2014,Comedy,4119,6.7
USA,Inheritance,2020,Drama,4581,5.5
UK,Archive,2020,Sci-Fi,4804,6.3
India,7 Aum Arivu,2011,Action,9547,6.3
USA,World's Greatest Dad,2009,Comedy,36809,6.9
USA,The Con Is On,2018,Comedy,4597,4.1
UK,Under Suspicion,1991,Crime,3491,6.5
Canada,The Bang Bang Club,2010,Biography,10067,7
USA,The Devil's Tomb,2009,Action,6342,3.7
India,Chance Pe Dance,2010,Comedy,2703,4.7
UK,Ghosts of War,2020,Horror,2162,5.4
India,Mela,2000,Action,4049,3.8
Iran,Avaze gonjeshk-ha,2008,Drama,9218,7.9
UK,Journeyman,2017,Drama,3509,7.1
USA,Santa with Muscles,1996,Comedy,8456,2.6
Switzerland,The Sea Wolves,1980,Action,3789,6.3
France,L'année dernière à Marienbad,1961,Drama,19838,7.8
Sweden,Fucking Åmål,1998,Comedy,49351,7.5
France,Jack & Sarah,1995,Comedy,4948,6.7
Russia,Solntse,2005,Drama,2599,7.3
UK,Wake in Fright,1971,Drama,9995,7.7
UK,Sister My Sister,1994,Drama,3093,6.6
USA,The Heart Is Deceitful Above All Things,2004,Drama,6332,6.4
USA,Complete Unknown,2016,Drama,5584,5.4
UK,Ratcatcher,1999,Drama,8543,7.5
South Korea,Siworae,2000,Drama,7984,7.6
Romania,Moartea domnului Lãzãrescu,2005,Comedy,13336,7.9
Italy,I Cento Passi,2000,Biography,5103,7.6
France,Shiqi sui de dan che,2001,Drama,4355,7.2
USA,The Treasure of the Sierra Madre,1948,Adventure,111478,8.2
Chile,En la Cama,2005,Drama,3115,6.2
Ukraine,Plemya,2014,Crime,10079,7
USA,Listen Up Philip,2014,Comedy,6074,6.3
Japan,Redline,2009,Animation,10965,7.5
USA,In Dubious Battle,2016,Crime,3588,6.1
UK,Redcon-1,2018,Action,2539,4.2
USA,Marjorie Prime,2017,Drama,5508,6.3
Spain,Magical Girl,2014,Drama,5680,7.3
France,Johnny Mad Dog,2008,Drama,3228,6.8
UK,Until Death,2007,Action,9142,5.8
Chile,Joven y Alocada,2012,Comedy,2402,6.1
India,Mr Perfect,2011,Drama,2969,7.1
Ireland,Cardboard Gangsters,2017,Crime,2362,6.4
USA,Town Creek,2009,Action,11369,5.3
USA,A Glimpse Inside the Mind of Charles Swan III,2012,Comedy,4946,4.8
UK,Straight to Hell,1987,Action,2226,5.8
Japan,Hausu,1977,Comedy,20211,7.4
USA,Rob the Mob,2014,Crime,10610,6.3
Hungary,A martfüi rém,2016,Crime,5290,7
Canada,Sleepwalking,2008,Drama,5529,6.1
USA,Hatchet,2006,Comedy,28336,5.7
France,Les vacances de Monsieur Hulot,1953,Comedy,16378,7.5
Canada,The Right Kind of Wrong,2013,Comedy,9229,6.1
Germany,End Game,2006,Action,5097,5.1
USA,Feel the Beat,2020,Comedy,6272,6.3
Australia,Komodo,1999,Adventure,3169,4.2
Canada,The Deal,2008,Comedy,3251,5.6
Canada,Tamara,2005,Drama,9672,5.1
Mexico,Japón,2002,Drama,3270,6.9
India,Ek Thi Daayan,2013,Horror,3849,5.7
UK,The Machine,2013,Action,29734,6.1
USA,The Skeptic,2009,Horror,3938,5.6
Belgium,C'est arrivé près de chez vous,1992,Comedy,35566,7.5
USA,Frankenhooker,1990,Comedy,8593,6.2
India,Mulk,2018,Drama,13522,6.8
Turkey,Sofra sirlari,2017,Comedy,2821,6.8
India,Jersey,2019,Drama,6688,8.5
India,Stanley Ka Dabba,2011,Comedy,6027,7.8
USA,Touchback,2011,Drama,3850,6.5
UK,Dead Man's Shoes,2004,Crime,48541,7.6
Serbia,Sedam i po,2006,Comedy,4036,7.8
USA,Blind Horizon,2003,Drama,4354,5.6
Italy,Favolacce,2020,Drama,3320,6.8
Greece,Alpeis,2011,Drama,10002,6.4
USA,The Bad Batch,2016,Drama,25417,5.3
Vietnam,Mùa hè chieu thang dung,2000,Drama,3525,7.2
Canada,The Snow Walker,2003,Adventure,9986,7.3
UK,Metro Manila,2013,Action,7838,7.6
USA,Legendary,2010,Drama,4864,6.2
France,Masculin féminin,1966,Drama,12244,7.6
USA,Gemini,2017,Crime,4388,5.4
USA,White Girl,2016,Crime,9079,5.7
Canada,9-Nov,2017,Action,3096,4.1
Poland,Symetria,2003,Drama,3138,7.6
USA,Sleep with Me,1994,Comedy,2432,5.7
USA,Mercy Black,2019,Horror,2362,4.9
USA,Rebel Without a Cause,1955,Drama,81625,7.7
USA,Arranged,2007,Comedy,2788,7.3
India,Chal Mere Bhai,2000,Comedy,2821,4.7
USA,The New Kids,1985,Crime,2543,6.1
UK,Barry Lyndon,1975,Adventure,145315,8.1
Austria,Little Joe,2019,Drama,4745,5.9
France,Conte d'été,1996,Comedy,6241,7.6
Canada,Breakaway,2011,Comedy,2161,5.7
UK,Pusher,2012,Crime,4553,5.5
India,Rocket Singh: Salesman of the Year,2009,Comedy,18336,7.5
USA,Killing Gunther,2017,Action,11309,4.8
UK,Haven,2004,Crime,6375,5.8
USA,Madeline's Madeline,2018,Drama,3293,6.4
South Korea,Wonderful Days,2003,Animation,8926,6.7
India,Velaiilla Pattadhari,2014,Action,5228,7.8
Italy,Amarcord,1973,Comedy,38864,7.9
Australia,Rip Tide,2017,Drama,2814,5.5
India,London Paris New York,2012,Romance,3645,5.7
Japan,Ju-on 2,2000,Horror,3025,6.2
India,Jai Lava Kusa,2017,Action,4929,7
USA,The Puffy Chair,2005,Comedy,4810,6.5
Sweden,Hip Hip Hora!,2004,Comedy,4451,5.2
USA,The Night Clerk,2020,Crime,6994,5.4
Switzerland,Die göttliche Ordnung,2017,Comedy,2285,7
Spain,Caníbal,2013,Drama,3146,5.8
USA,I Want Someone to Eat Cheese With,2006,Comedy,3197,6.1
USA,Ninja,2009,Action,12072,5.5
USA,Nowhere,1997,Comedy,8098,6.5
UK,Wild Bill,2011,Drama,11681,7.2
Japan,Trigun: Badlands Rumble,2010,Animation,4772,7.5
Japan,Starship Troopers: Invasion,2012,Animation,10656,5.9
France,Van Gogh,1991,Biography,2637,7.2
USA,Fay Grim,2006,Action,4056,6.2
France,Mr. Klein,1976,Crime,5885,7.6
