production_company,year,original_title
Deep Murder Productions,2018,1
DeepCea Entertainment,2017,1
DeepStudios,2011,1
DeepStudios,2012,2
DeepStudios,2013,1
Deeper Magic,2019,1
Deerjen Films,2010,1
Deerjen Films,2012,2
Deerjen Films,2015,1
Deerjen Films,2017,1
DefTone Pictures Studios,2011,1
DefTone Pictures Studios,2013,1
DefTone Pictures Studios,2014,1
Default PIctures,2014,1
Defender Films,2012,1
Defiant Studios,2019,1
Defiant Studios,2020,1
Defy Media,2015,1
Defy Media,2016,1
Deja Vu (IIc),2019,1
Delaware Pictures,2010,1
Delco-Cut Productions,2018,1
Delirium,2017,1
Delphi Films,2011,1
Delphia Entertainment,2010,1
Demarest Films,2013,1
Demarest Films,2014,1
Demarest Films,2016,1
Demeusy Pictures,2020,1
Demian Pictures,2015,1
Demon Janx,2018,1
Denizen Pictures,2019,1
Dennis L. Reed II Productions,2018,1
Denrond Productions,2014,1
Denver and Delilah Productions,2020,1
Department of Motion Pictures,2017,1
Department of Motion Pictures,2018,1
Depth of Field,2015,1
Depth of Field,2017,1
Derango Pictures,2013,1
Derrick Simmons Film Works,2016,1
Desert FLIX LLC,2011,1
Desert Storm Productions,2011,1
Desert Wind Films,2013,1
Desert Wind Films,2017,1
Desolated Productions,2017,1
Destination Films,2016,1
Destination Films,2017,2
Destiny Entertainment Productions,2013,1
Destro Films,2019,1
Destroy All Entertainment,2017,1
Detention Films,2012,1
Detention Films (II),2011,1
Detroit Riot Productions,2012,1
Devarez Films,2013,1
Development Hell Pictures,2016,1
Deviant Pictures II,2013,1
Deviant Pictures II,2014,1
Devil In My Ride,2013,1
Devotion Films,2018,1
Di Bonaventura Pictures,2013,1
Di Bonaventura Pictures,2014,1
Di Bonaventura Pictures,2017,1
DiBacco Films,2013,1
DiBella Films Ltd.,2013,1
DiGa Studios,2019,1
DiNovi Pictures,2014,2
DiNovi Pictures,2017,1
Diablo Entertainment (II),2016,4
Diablo Entertainment (II),2017,2
Diablo Entertainment (II),2018,1
Diablo Entertainment (II),2019,1
Dial Tone Pictures,2016,1
Dialectic,2018,1
Diamond District Entertainment,2015,1
Diamond Films,2018,1
Diamond in the Rough Films,2019,1
Diani & Devine Productions,2016,1
Dickhouse Productions,2013,1
Diennet Productions,2019,1
Different Drummers Productions,2013,1
Different Duck Films,2012,1
Different Flowers,2017,1
Digital Alliance,2013,1
Digital Caviar,2016,1
Digital Filmz International,2014,1
Digital Jungle Pictures,2016,1
Digital Magic Entertainment,2018,1
Digital Melies,2015,1
Digital Riot Media,2016,1
Digital Seven,2020,1
Digital Shadow Films,2015,1
Digital Thunderdome,2016,1
Digital Thunderdome,2018,1
Dignity Film Finance,2019,1
Dikenga Films,2011,1
Dimension Films,2011,4
Dimension Films,2013,1
Dimension Films,2015,1
Dimension Films,2017,1
Dimensional Dead Productions,2012,1
Dire Wit Films,2013,1
Dire Wit Films,2015,1
Dirt Candy Productions,2016,1
Dirt Floor Revival,2019,1
"Dirt Road Productions, Fresno",2011,1
Dirty Little Films,2011,1
Dirty Water Pictures,2019,1
Disck Pictures,2016,1
Disney Television Animation,2020,1
Disney Theatrical Productions (DTP),2017,1
Disneytoon Studios,2014,1
Disparate Films,2012,1
Disruption Entertainment,2017,1
Distilled Media,2017,1
Distilled Media,2018,1
Divide/Conquer,2017,2
Divide/Conquer,2018,3
Divide/Conquer,2019,2
Divine Immortality Productions,2017,1
Diviney Pictures,2011,1
Divingbell,2017,1
Divisadero Pictures,2012,1
Division One Twenty-Three,2010,1
Do A Do Over,2016,1
Doberman Entertainment,2010,1
Dobre Films,2017,1
Dog & Stick Productions,2014,1
Dog Day Films,2015,1
Dog Days Entertainment,2013,1
Dog Run Pictures,2012,1
Dogfish Pictures,2017,2
Doggie Boogie Productions,2013,1
Doggie Dream Productions,2015,1
Dogwood Films,2015,1
Dogwood Motion Picture Company,2017,1
Dolger Films,2013,1
Dolly Hall Productions,2012,1
Don Kap Productions,2020,1
Doobious Sources,2017,1
Dopp Kit Media,2019,1
Dorian Media,2017,1
Dorsey Productions,2012,1
Dos Dudes Pictures,2015,1
Dos Dudes Pictures,2019,1
Dot and Feather Entertainment,2012,1
Double Bastard Films,2015,1
Double Eagle,2013,1
Double Edge Films,2014,1
Double El Productions,2018,1
Double Entente Films,2017,1
Double Entente Films,2019,1
Double Feature Films,2012,1
Double Hope Films,2011,1
Double Nickel Entertainment,2017,1
Down the Aisle Movie Productions,2015,1
Downes Brothers Entertainment,2015,1
Downstream,2010,1
Draconian Films,2015,1
DragonCove Studios,2016,1
DragonGate Films,2012,1
Dragonbaby Productions,2014,1
Dragonfly Films,2017,1
Draw Me A Sheep Productions,2012,1
Dread Central,2016,1
Dread Central Media,2015,1
Dream Factory Entertainment,2014,1
Dream Factory Entertainment,2015,1
Dream Factory Group,2018,1
Dream Factory Group,2019,1
DreamWorks,2010,1
DreamWorks,2011,2
DreamWorks,2012,2
DreamWorks,2016,1
DreamWorks,2019,1
DreamWorks Animation,2010,3
DreamWorks Animation,2011,2
DreamWorks Animation,2012,2
DreamWorks Animation,2013,2
DreamWorks Animation,2014,2
DreamWorks Animation,2015,1
DreamWorks Animation,2016,1
DreamWorks Animation,2017,1
DreamWorks Animation,2020,1
DreamWorks Theatricals,2013,1
Dreamcrew,2020,1
Dreaming Tree Films,2013,1
Dreamline Pictures LLC,2014,1
Dreams Come True Films,2014,1
Dreams on Screen Productions,2010,1
Dreamscape Cinema,2010,1
Drexel Box Productions,2011,1
Drexel Box Productions,2012,1
DrippingDead Films,2012,1
Driving With Our Eyes Shut,2011,1
Drunkboat Chicago LLC,2010,1
Dry County Films,2011,1
Dry County Films,2014,1
Dual Visions,2015,1
Dual Visions,2018,4
Duck Attack Films,2012,1
Dude Productions,2014,1
Duel Productions,2010,1
Duly Noted,2011,1
DunGood Films,2016,1
Dundee Entertainment,2010,1
Dune Entertainment,2017,1
Dunn-Rite Productions,2011,1
Dunshire Productions,2019,1
Dunson Twin Films,2010,1
Duplass Brothers Productions,2012,1
Duplass Brothers Productions,2014,1
Duplass Brothers Productions,2015,5
Duplass Brothers Productions,2016,2
Duplass Brothers Productions,2017,2
Duplass Brothers Productions,2018,2
Duplass Brothers Productions,2019,1
Duplass Brothers Productions,2020,1
Dustin Mills Productions,2012,1
Dustin Mills Productions,2013,2
Dustin Mills Productions,2014,2
Dutchess Music,2017,1
Dylan Clark Productions,2019,1
Dynamic Features,2017,1
Dynamite Entertainment,2012,1
E Pluribus Productions,2016,1
EAT! Media,2018,1
EBF Productions,2014,1
EBFilms,2016,1
EBFilms,2019,1
EFC Films,2018,1
EFC Films,2020,1
EG Productions,2011,1
EMC Productions,2015,1
EMFL Productions,2012,1
"EMH Consulting Group,",2018,1
EPH Film,2013,1
ESC Productions,2019,1
ESPN Films,2016,1
ESX Entertainment,2016,2
ESX Entertainment,2017,2
ESX Entertainment,2018,2
ESX Entertainment,2019,1
ESX Entertainment,2020,3
ETA Films,2015,1
ETA Films,2017,1
EXU Media,2014,1
East Side Story,2015,1
Eastlake Films,2010,1
Eastlake Films,2014,1
Eastside Films,2015,1
Easy Open Productions,2015,1
Easy Open Productions,2016,2
Easy Open Productions,2019,1
Eat With Me Productions,2014,1
Eaves Movie Ranch,2015,1
Echo Lake Entertainment,2020,1
Echo Parked Productions,2018,1
EchoLight Studios,2016,1
EchoWolf Productions,2014,1
EchoWolf Productions,2018,1
EchoWolf Productions,2019,1
Eclectic Pictures,2010,1
Eclectic Pictures,2012,1
Eclectic Pictures,2015,1
Eclectic Pictures,2016,1
Edell Film Fund I,2013,1
Eden Productions (II),2012,1
Eden Rock Media,2015,1
Edgen Films,2014,1
Edgen Films,2015,1
Edgen Films,2017,1
Edgewood Studios,2020,1
Edward T. McDougal Films,2010,1
Eenie Ienie Over Productions,2016,1
Egoli Tossell Film,2015,1
Eight Trick Pony,2016,1
Eizzil Entertainment,2010,1
El Camino Entertainment,2017,1
El Camino Films,2011,1
El Matador Films,2013,1
Elara Pictures,2014,1
Elara Pictures,2017,1
Electric Chinoland,2016,1
Electric City Entertainment,2014,1
Electric City Entertainment,2016,1
Electric City Entertainment,2018,1
Electric Dream Factory,2018,1
Electric Entertainment,2015,1
Electric Entertainment,2018,1
Electric Movies,2011,1
Electric Panda Entertainment,2019,1
Electric Republic,2014,1
Electronic Bass Entertainment,2015,1
Element Twenty Two,2015,1
Element Twenty Two,2016,1
Element Twenty Two,2018,1
Elemental Cinema,2013,1
Elephant Eye Films,2016,1
Elephant Robot,2016,1
Elevated Films (II),2020,1
Elevating Entertainment,2013,1
Elevation 4 Entertainment,2010,1
Elevation Pictures,2013,1
Elevation Pictures,2019,1
Elevative Entertainment,2013,1
Elevative Entertainment,2015,1
Eleven Arts,2014,1
Elf-Man,2012,1
Elite Film Productions,2015,1
Ellen M. Krass Productions,2011,1
Ellinas Multimedia,2019,1
Elliptic Entertainment,2017,1
Elysian Fields Entertainment,2018,1
Elysium Bandini Studios,2011,1
Elysium Bandini Studios,2015,4
Elysium Bandini Studios,2017,3
Embark Productions,2014,1
Emberlight Productions,2017,2
Emblematic Pictures,2019,1
Embrem Entertainment,2010,1
Embrem Entertainment,2011,1
Embrem Entertainment,2015,1
Embrem Entertainment,2018,1
Emedia Films,2014,1
Emerald City Pictures,2010,1
Emerge Entertainment,2016,1
Eminence Productions,2013,1
Emmett/Furla/Oasis Films (EFO Films),2013,1
Emmett/Furla/Oasis Films (EFO Films),2015,1
Emmett/Furla/Oasis Films (EFO Films),2019,2
Emmett/Furla/Oasis Films (EFO Films),2020,3
Emphatic Films,2012,1
Emphatic Films,2019,1
Empire Builder Productions,2017,1
Empire Film & Entertainment Group,2012,1
Empire Films,2010,2
Empire Films,2013,1
Empire Motion pictures,2014,1
Empire Motion pictures,2016,1
Empty Frames,2012,1
Empyrean Pictures,2017,1
Encounter - The Movie.,2018,1
End Cue,2018,1
End Cue,2019,1
Endcuts,2017,1
Enderby Entertainment,2012,1
Enderby Entertainment,2013,3
Enderby Entertainment,2014,1
Enderby Entertainment,2015,2
Endgame Entertainment,2011,2
Endgame Entertainment,2013,1
Endgame Entertainment,2017,1
Endgame Entertainment,2018,1
Endlight Entertainment,2010,1
Engenius Productions,2018,1
Enlighten Media Group,2016,1
Ensomhet Films,2014,1
Entangled Entertainment,2016,1
Entelechy Films,2017,1
Entertainment Dome,2011,1
Entertainment Factory,2016,1
Entertainment Factory,2017,1
Entertainment One,2016,1
Entertainment Universe,2013,1
Enthuse Entertainment,2013,1
Enticing Entertainment,2011,1
Enuff Productions,2018,1
Enumerated Pictures,2013,1
Envision Media Arts,2012,1
Envision Media Arts,2014,1
Envision Media Arts,2017,1
Ephelants,2013,1
Epic Level Entertainment,2018,1
Epic Pictures Group,2012,1
Epic Pictures Group,2013,1
Epic Pictures Group,2015,1
Epic Pictures Group,2016,1
Epic Pictures Group,2018,1
Epic Pictures Releasing,2018,1
Epoch Films,2014,1
Equitas Entertainment Partners,2018,1
Erasmus Films,2016,1
Erath Entertainment,2017,1
Ersatz Film,2012,1
Ersatz Film,2018,1
Escape Artists,2017,1
Escape Films,2012,1
Escape Productions,2017,1
Escape Productions,2020,1
Escapology,2014,2
Escapology,2015,1
Escapology,2016,1
Escobar Indie Pictures,2012,1
Esemplastic,2013,1
Esopus Creek Pictures,2012,1
Essentia,2013,1
Essential Pictures,2011,1
Estilo Productions,2013,1
Etalon Film,2020,1
Euro Hollywood,2019,1
European Broadcasting Union (EBU),2020,1
Evenflow Entertainment,2015,1
Evenstar Films,2010,1
Everthemovie,2014,1
Every New Day Pictures,2012,1
Every New Day Pictures,2019,1
Everyone Can Eat,2018,1
Everything Is Everything,2017,1
Everything Is Going to Be Just Fine Productions,2010,1
Everything Is Going to Be Just Fine Productions,2011,1
Everything is Terrible,2012,1
Everything is Terrible,2018,1
Evil Genius Entertainment,2012,1
Evil Iguana Productions,2010,1
Evil Iguana Productions,2018,1
Evoke,2019,2
Evolutionary Entertainment,2012,1
Excel Entertainment Group,2011,1
Exclusive Media Group,2012,3
Exclusive Media Group,2013,2
Exclusive Media Group,2014,1
Execution Style Entertainment,2016,1
Exertion Films,2016,1
Exhibit,2017,1
Exhibit,2018,1
Exit 43 Productions,2013,1
Expedition Films,2010,1
Expressway Productions,2011,1
Extra Large Productions,2017,1
Extreme Entertainment,2013,1
Extreme Entertainment,2014,1
Extreme Entertainment,2017,1
Extreme Entertainment,2019,1
Exxodus Pictures,2014,1
Exxodus Pictures,2019,1
Eye Candy Films,2016,1
Eyethfilms,2013,1
Eyevox,2016,1
F,2016,1
F-Bomb Productions,2016,1
F.C. Rabbath Creations,2014,1
FC Productions,2017,1
FEAR FILM Motion Picture Studios,2010,1
FF3D,2016,1
FJ Productions,2017,1
FMR Pictures,2013,1
FND Films,2016,1
FR Productions,2018,1
FTG Media,2014,1
FUBOT Pictures,2011,2
FUBOT Pictures,2014,1
FWC Pictures,2014,1
Fabled Films,2015,1
Fabled Motion Pictures,2012,1
Fabled Motion Pictures,2018,1
Facepuncher Films,2014,1
Factory 25,2014,1
Factory 25 Productions,2015,1
Failureboys,2017,1
Faith Granger Films,2011,1
Faith House Pictures,2015,1
Faith House Pictures,2016,1
Faith Street Film Partners,2014,1
Faith Warrior Productions,2016,1
FaithStep Films,2015,1
FaithWorks Pictures,2020,1
FallBack Plan Productions,2011,1
FallBack Plan Productions,2018,1
Fallen Films,2017,1
Falling Anvil Productions,2013,1
Falling Sky Entertainment,2010,1
Falling Sky Entertainment,2017,1
Falling Up Films,2018,1
FalseColorFilms,2018,1
Fan Fiction Cinema,2014,1
FanArmyCreations,2015,1
Fancy Pants Films,2015,1
Fancy Pants Films,2017,1
Fangoria,2019,2
Fantini Cinema,2016,1
Farah Films,2011,1
Farcaster Films,2018,1
Farraj Factory,2014,1
Fascination Films,2013,1
Fast Talk'n Productions,2010,1
FatCat Filmworks Ltd.,2010,1
FatFree Films,2014,1
Fatelink Productions,2016,1
Fear Merchant,2018,1
Fearmakers Studios,2011,1
Feast and Bourbon Films,2017,1
Federal Film Reserve,2010,1
Federal Pictures,2018,1
Federighi Films,2012,1
Federighi Films,2014,1
FeelTrap Records,2018,1
Feenix Films,2010,1
Feenix Films,2012,1
Feenix Films,2016,1
Feifer Worldwide,2012,1
Feifer Worldwide,2014,1
Feifer Worldwide,2015,1
Feifer Worldwide,2018,3
Feifer Worldwide,2019,4
Feifer Worldwide,2020,2
Feigco Entertainment,2019,1
Feld Films,2018,1
Fell to Earth Productions,2018,1
Felt Films,2015,1
Fermion Films,2016,1
Fervent House Media,2019,1
Fewlas Entertainment,2014,1
Fiction Films,2018,1
Fiction Pictures,2017,1
Fifth Quarter,2010,1
Fifty Tigers Entertainment,2010,1
Fighting Fish Film,2010,1
Figment Films,2011,1
Film 44,2020,1
Film Base,2016,1
Film Camp Productions,2018,1
Film Cartel Entertainment,2015,1
Film Consortium San Diego,2015,1
Film Consortium San Diego,2017,1
Film Entertainment Services,2014,1
Film Entity,2016,1
Film Harvest,2010,1
Film Harvest,2014,1
Film Independent,2015,1
Film Life Factory,2018,1
Film Punk Films,2015,1
Film Science,2012,1
Film Science,2016,1
Film Science,2017,2
Film Tiger,2018,1
Film Village,2017,1
Film002,2014,1
FilmBrewery,2019,1
FilmColony,2012,1
FilmColony,2013,1
FilmCore,2019,1
FilmDistrict,2011,1
FilmDistrict,2012,2
FilmDistrict,2013,1
FilmMcQueen,2013,1
FilmMcQueen,2014,1
FilmNation Entertainment,2010,1
FilmNation Entertainment,2014,1
FilmQuake,2017,1
Filmacres,2015,1
Filmanchor Productions,2015,1
Filmatics,2012,1
Filmed Imagination,2016,1
Filmhaus Films,2020,1
Filmmuse Productions,2012,1
Films In Motion,2010,1
Films In Motion,2012,1
Films Vérité Productions,2015,1
FilmsMark Productions,2016,1
Finder Scope Films,2018,1
Fingerprint Releasing,2018,1
Finish Films,2010,1
Fink Films,2011,1
Fir and Cedar,2011,1
Fire Born Films,2018,1
Fire Trial Films,2018,1
Firebreathing Films,2016,1
Firebreathing Films,2018,1
Firefly Films,2017,1
Fireshoe Productions,2015,1
Fireshoe Productions,2018,1
Firestorm Pictures,2016,1
Firework Brain,2016,1
First American Cinema,2010,1
First City Films,2017,1
First House Hill,2017,1
First In Security Tactics,2017,1
First Look International,2010,1
First Point Entertainment,2011,1
First Sight Productions,2016,1
Firstlight Independent,2011,1
FishEyedLensy,2019,1
Fishbowl Films,2013,1
Fist In Post Films,2010,1
Five & Two Pictures,2014,1
Five Arts Films,2018,1
Five By Eight Productions,2012,1
Five By Eight Productions,2014,1
Five OHM Productions,2019,1
Five Star Day,2010,1
Five-Oh Productions,2011,1
Fivelands Films,2017,1
Flamboyance Films,2018,1
Flashlight Films,2016,1
Flashlight Films,2018,1
Flashout Films,2019,1
Flaunt Productions,2016,1
Flavor Land,2018,1
Flavor Unit Entertainment,2013,1
Flavor Unit Entertainment,2016,1
Flavor Unit Entertainment,2019,1
Flawless Production,2013,1
Flawless Production,2016,1
Flawless Production,2018,1
Flies Collective,2011,1
Flies Collective,2013,1
Flies Collective,2018,1
Flint Films,2016,1
Flipzide Studios,2011,1
Flixseed Productions,2018,1
Flood 93 Films,2012,1
Floren Shieh Productions,2012,1
Floren Shieh Productions,2014,1
Floren Shieh Productions,2016,1
Floren Shieh Productions,2018,1
Florentine Films,2011,1
Flower Films (II),2014,1
Fluffy Cat Productions,2018,1
Fluid Film,2012,1
Fluid Film,2017,1
Flush Studios,2018,1
Fly Free Films,2017,2
FlyDog Productions,2018,1
Flycollar Films,2010,1
Flying Pig Productions,2013,1
Flyover Films,2011,1
Focus Features,2010,1
Focus Features,2012,3
Focus Features,2013,1
Focus Features,2014,1
Focus Features,2015,1
Focus Features,2016,1
Focus Features,2018,1
Focus World,2014,1
Foe Killer Films,2015,1
Foggy Bottom Pictures,2016,1
Folktale Productions,2017,1
Follow Through Productions,2013,1
Follow Through Productions,2018,1
Fontenay Films Ltd.,2012,1
Footage Films,2012,1
Footage Films,2016,2
Footage Films,2018,2
Footage Films,2019,2
Footage Films Studios,2016,1
Football Brat Productions,2019,1
Footprint Features,2013,1
Footprint Features,2018,1
Forager Films,2015,1
Forager Films,2016,1
Forager Films,2017,1
Forbesfilm,2012,1
Forbesfilm,2013,1
Forbesfilm,2019,1
Forbidden Films (II),2012,1
Forbidden Films (II),2015,2
Foreboding Films,2017,1
Foresight Unlimited,2012,1
Foresight Unlimited,2019,1
Forest Whitaker's Significant Productions,2013,1
Forest Whitaker's Significant Productions,2017,1
Foretress Films,2015,1
Foretress Films,2019,1
Forever Safe Productions,2015,1
Forever Safe Productions,2017,1
Forever Safe Productions,2019,1
Forewarned,2016,1
Forget Me Not Productions,2011,1
Forgetting the Girl,2012,1
Formula Features,2015,1
Formula Features,2016,1
Formula Features,2018,1
Fortaleza Filmworks,2010,1
Forte Pictures,2015,1
Forte Pictures,2019,1
Fortress Features,2013,1
Fortress Features,2015,1
Fortress Features,2017,1
Forty Second Productions,2013,1
FortyFour Studios,2014,1
FortySixTen Studios,2016,1
Forward Movement,2012,1
Forward Pass,2015,1
Foster Entertainment,2013,1
Fotocomics Productions,2012,1
Found & Lost Productions,2013,1
Found the Ribbon Films,2019,1
Foundation Film Productions,2018,1
Four Horsemen Films,2012,1
Four Legged Pictures,2013,1
Four Seasons Partnership,2014,1
Four Thieves Productions,2020,1
Four Winds,2016,1
Four-Fingered Films,2012,1
Fourth Horizon Cinema,2012,1
Fox 2000 Pictures,2010,2
Fox 2000 Pictures,2011,3
Fox 2000 Pictures,2012,1
Fox 2000 Pictures,2013,1
Fox 2000 Pictures,2014,1
Fox 2000 Pictures,2015,4
Fox 2000 Pictures,2016,2
Fox 2000 Pictures,2018,2
Fox 2000 Pictures,2019,2
Fox Digital Studios,2013,2
Fox Digital Studios,2014,1
Fox Digital Studios,2015,2
Fox Digital Studios,2016,1
Fox Hill Productions,2012,1
Fox Hill Productions,2014,1
Fox Meadow Films,2011,1
Fox Searchlight Pictures,2010,3
Fox Searchlight Pictures,2011,4
Fox Searchlight Pictures,2012,2
Fox Searchlight Pictures,2013,2
Fox Searchlight Pictures,2015,1
Fox Searchlight Pictures,2019,1
Fox Searchlight Pictures,2020,1
Fox Trail Productions,2014,1
Foxtrout Studios,2018,1
Fractal Features,2018,1
Frame 29 Films,2012,1
Frame 29 Films,2013,1
Frame 29 Films,2017,1
Francisco Productions,2016,1
Frank Ferruccio Enterprises,2014,1
Frank White Films,2010,1
Frantic Redhead Productions,2010,1
Frat Star Production Company,2017,1
Freak Show Entertainment,2010,1
Freckle Films,2020,1
Fred and Vinnie,2011,1
Free Architect Film,2017,1
Free Chicken Films,2016,1
Free Chicken Films,2019,1
Free Dream Pictures,2014,1
Free Flow Academy,2017,1
Free Lunch Productions,2011,1
Freedom Films,2010,1
Freedom Films,2011,1
Freedom Pictures,2017,1
Freefall Films,2010,1
Freefall Films,2012,1
Freefall Films,2014,1
Freelancers Anonymous,2018,1
Freeman Film,2010,1
Freewater Films,2013,1
Freewill Films,2011,1
Freezer Burn,2014,1
Frehand,2018,1
Freight Train Films,2014,1
Fresh Cats Productions,2018,1
Fresh Cats Productions,2019,1
Fresh Line Cinema,2020,1
Fresh Planet,2010,1
Fretboard Pictures,2012,1
Friday Feature Productions,2013,1
Friday Feature Productions,2018,1
Friel Films,2015,1
Friend of a Friend Films,2014,1
Friended,2015,1
Friends Media,2013,1
Fright Meter Films,2017,1
Fright Meter Films,2018,1
Fright Teck Pictures,2010,1
Fright Teck Pictures,2016,1
Fright Teck Pictures,2018,2
Fritz Manger Productions,2010,1
FroBro Films,2011,1
Frolic Pictures,2013,1
Frolic Pictures,2014,1
Frolic Pictures,2015,1
From Out of the Woodwork Productions,2012,1
From Stage To Screen,2015,1
From The Rough Productions,2013,1
Fromage Pictures,2013,1
Fromage Pictures,2017,2
Front Galley Productions,2016,1
Frontier Boys,2012,1
Frontier Studios,2010,1
Fugitive Films,2017,1
Full Auto Films,2016,1
Full Auto Films,2017,1
Full Blitz Entertainment,2014,2
Full Frame Features,2014,1
Full Lip Entertainment,2018,1
Full Moon Entertainment,2011,3
Full Moon Entertainment,2012,2
Full Moon Entertainment,2016,2
Full Moon Entertainment,2017,1
Full Moon Features,2012,1
Full Moon Features,2013,2
Full Moon Features,2014,1
Full Moon Features,2015,1
Full Moon Features,2017,1
Full Moon Features,2018,1
Full Moon Films,2020,1
Full Throttle Pictures,2018,1
Fullscreen,2015,1
Fulton Market Films,2017,1
Fulton Street Entertainment,2017,1
Fulvew Productions,2013,1
Fun Size Horror Productions,2015,1
Fun Size Horror Productions,2018,1
FunHouse Features,2013,1
FunHouse Features,2015,1
FunHouse Features,2016,1
FunHouse Features,2017,1
FunHouse Features,2018,1
FunHouse Features,2020,1
Funny or Die,2013,1
Funny or Die,2019,1
Funny or Die,2020,1
Furnace Films,2010,1
Fusion Factory Films,2017,1
Fusion Features,2013,1
Future Proof Films,2019,1
Future Weather Productions,2012,1
Future of Film Productions,2018,1
Future of Film Productions,2019,1
Futurist Ape Productions,2015,1
Fuzz on the Lens Productions,2012,1
Fuzz on the Lens Productions,2018,1
Fuzzy Logic Pictures,2011,1
Fuzzy Monkey Films,2015,1
G & G Motion Pictures,2016,1
G It's Entertainment,2014,1
G It's Entertainment,2015,2
G It's Entertainment,2016,2
G It's Entertainment,2017,1
G It's Entertainment,2018,1
G It's Entertainment,2020,1
G.A. Hauser Collection,2013,1
G.A. Hauser Collection,2014,1
G.o.d. studios-Audio Postproduction,2010,1
G2,2016,2
G4 Productions,2014,1
GED Cinema,2019,1
GF Pictures,2017,1
GFY Films,2011,1
GIW,2016,1
GK Films,2011,1
GK Studio Productions,2020,1
GMMG Films,2013,1
GMMG Films,2017,1
GNK Productions,2014,1
GO Productions,2013,1
GRB Entertainment,2015,1
GW Films,2015,1
Gabaeff Pictures,2017,1
Gables Entertainment,2012,1
Gabriel's Messenger Films,2013,1
Gaffer Media,2017,1
Gail Katz Productions,2014,1
Gala Films,2012,1
Gama Entertainment Partners,2016,1
Gamechanger Films,2015,2
Gamechanger Films,2018,1
Gamma Knife Films,2012,1
Garden House Entertainment,2012,1
Garen,2015,1
Garlin Pictures,2018,1
Garnet Films,2017,1
Garrett Benach Films,2014,1
Garrett Motion Pictures,2015,1
Gary Sanchez Productions,2012,1
Gary Sanchez Productions,2014,1
Gary Sanchez Productions,2015,2
Gary Sanchez Productions,2016,1
Gary Sanchez Productions,2017,1
Gary Sanchez Productions,2018,1
Gas Afterhours,2012,1
Gas Mask Films,2013,1
Gas Money Pictures,2012,1
Gas Money Pictures,2018,1
Gaston Pictures,2010,1
Gather Films,2010,1
Gather Films,2013,1
Gathered Here Films,2019,1
Gato Negro Films,2010,1
Gato Negro Films,2012,1
Gatorblade Films,2013,1
Gatorblade Films,2015,1
Gaucho Productions,2019,2
Gaudioso Twins Films,2019,1
Gearmark Pictures,2020,1
Gemelli Films,2016,1
Gen One Films,2018,1
General Population (GenPop),2017,1
Genesis Productions,2010,1
Genesius,2017,1
Genius Produced,2016,1
Genre Films,2014,1
George G. Braunstein Productions,2011,1
George H. Price Productions,2018,1
Germ The Movie,2013,1
Gettin' Rad Productions,2017,1
Ghastly Johnny X,2012,1
Ghost Horse,2017,1
Ghost Orchid Films,2015,1
Ghost Rain Pictures,2017,1
Ghost Robot,2012,1
Ghost Walkers,2019,1
Ghost and the Whale,2017,1
Ghostwater Films Inc.,2011,1
Ghoulardi Film Company,2014,1
Giant Flick Films,2014,1
Giant Meteor Films,2016,1
Giant Meteor Films,2018,3
Giant Steps Productions,2014,1
Gibbon's Tail Productions,2015,1
Gigi Films,2016,1
Gilbert Films,2010,1
Gilbert Films,2012,1
Gilbert Films,2013,1
Gilbert Films,2014,1
Gilbert Films,2020,1
Gilbert Plains Productions,2010,1
Gilda Films,2015,1
Gilgamesh Productions,2011,1
Giorgio Daveed Productions,2017,1
Giorgio Films,2016,1
Girl's Gotta Eat Entertainment,2014,1
"GirlFightMovie.com, LLC",2019,1
Girls and Corpses,2017,1
Girls and Corpses,2019,1
Girls and Corpses Magazine,2018,1
Gisela Productions,2016,1
Gitbox Studios,2012,1
Give Me Liberty,2019,1
Gjenius Productions,2011,1
Glacier Films,2017,1
Glass Creek Films,2019,1
Glass Eye Pix,2010,2
Glass Eye Pix,2012,1
Glass Eye Pix,2015,1
Glass Eye Pix,2016,2
Glass Eye Pix,2017,2
Glass Eye Pix,2019,1
Glass House Distribution,2019,1
Glassrock Entertainment,2014,1
Glix Entertainment,2018,1
Global Effects,2010,1
Global Genesis Group,2017,1
Global Road Entertainment,2018,2
Gloria Sanchez Productions,2015,1
Glossy Pictures,2013,1
Gluefactory Features,2013,1
Go Films,2012,1
Go Films,2014,1
Go Films,2017,1
Go For It!,2011,1
GoGoGo Entertainment,2013,1
Goat Man's Hill,2012,1
God & Country Entertainment,2010,1
GodZone Ministry,2015,1
Goddard Textiles,2018,1
Godmother Industries,2018,1
Godspeed Pictures,2014,1
Gold Cap Films,2013,1
Gold Circle Films,2013,1
Gold Circle Films,2014,1
Gold Circle Films,2018,1
Gold Films,2018,1
Gold Lion Films,2012,1
Gold Lion Films,2013,1
Gold Valley Films,2018,1
GoldDay,2019,1
Goldcrest Pictures,2011,1
Golden Ceiba Productions,2014,1
Golden Llave Films,2013,1
Golden Oak Entertainment,2017,1
Golden Veil,2011,1
Goldenlight Films,2017,1
Goldmine Pictures,2013,1
Goldstreet Films,2012,1
Goliath Film and Media Holdings,2016,1
Gone Off Deep Productions,2011,1
Gonzoriffic Films,2017,1
Goocher Films,2017,1
Good Clown Productions,2019,1
Good Karma International,2014,1
Good Kids Productions,2013,1
Good Kisser,2019,1
Good Morning Productions,2011,1
Good Note Productions,2014,1
