country,original_title,year,genre,avg_vote,votes,budget,worlwide_gross_income
USA,Mr. Destiny,1990,"Comedy, Fantasy, Romance",6.4,11385,20000000.0,15379253.0
"Mexico, USA",Miss Bala,2019,"Action, Crime, Drama",5.7,7533,15000000.0,15383580.0
"Norway, Denmark, Germany",Max Manus,2008,"Action, Biography, Drama",7.3,25966,50000000.0,15384282.0
"UK, Germany, USA",Anonymous,2011,"Drama, Thriller",6.9,38937,30000000.0,15395087.0
USA,The Haunting of Molly Hartley,2008,"Drama, Horror, Thriller",3.9,9315,5000000.0,15418749.0
"UK, USA",A Kiss Before Dying,1991,"Crime, Drama, Mystery",5.7,4720,15000000.0,15429177.0
"USA, Canada",The Greatest Game Ever Played,2005,"Biography, Drama, Sport",7.4,27532,26000000.0,15431177.0
USA,Blue Valentine,2010,"Drama, Romance",7.4,180772,1000000.0,15440333.0
"Ireland, UK, Greece, France, Netherlands, USA",The Lobster,2015,"Comedy, Drama, Romance",7.2,210179,4000000.0,15456717.0
"Canada, USA",Bait,2000,"Action, Comedy, Crime",5.8,10420,51000000.0,15471969.0
"Australia, France",Muriel's Wedding,1994,"Comedy, Drama",7.2,34584,9000000.0,15482277.0
USA,Legend,1985,"Adventure, Fantasy, Romance",6.5,58567,24500000.0,15502112.0
"Australia, UK",A Few Best Men,2011,"Comedy, Romance",5.7,12516,14000000.0,15521362.0
Brazil,2 Filhos de Francisco: A História de Zezé di Camargo & Luciano,2005,"Biography, Drama",6.8,4783,5900000.0,15522680.0
USA,Switch,1991,"Comedy, Fantasy",5.8,8680,14000000.0,15545943.0
"UK, France, Argentina",Highlander II: The Quickening,1991,"Action, Adventure, Fantasy",4.3,42899,30000000.0,15556340.0
USA,Billy Bathgate,1991,"Crime, Drama, Thriller",5.9,11093,48000000.0,15565363.0
Turkey,Mucize,2015,"Comedy, Drama, Romance",7.7,10057,5000000.0,15584520.0
USA,Living Out Loud,1998,"Comedy, Drama, Romance",6.5,4488,20000000.0,15610299.0
USA,The Conspirator,2010,"Crime, Drama, History",6.9,27408,25000000.0,15625544.0
"USA, Canada",Tully,2018,"Comedy, Drama, Mystery",7.0,50843,13000000.0,15636462.0
"USA, UK",Vampire Academy,2014,"Action, Comedy, Drama",5.5,51108,30000000.0,15642346.0
"UK, USA",Out of the Furnace,2013,"Action, Crime, Drama",6.8,104635,22000000.0,15661554.0
USA,Larry the Cable Guy: Health Inspector,2006,"Comedy, Romance",3.3,10403,4000000.0,15680099.0
"UK, USA",Superman IV: The Quest for Peace,1987,"Action, Adventure, Sci-Fi",3.7,42146,17000000.0,15681020.0
USA,The Bonfire of the Vanities,1990,"Comedy, Drama, Romance",5.6,21322,47000000.0,15691192.0
USA,Judy Moody and the Not Bummer Summer,2011,"Comedy, Family",4.3,2904,20000000.0,15691640.0
"USA, Italy",Leviathan,1989,"Adventure, Horror, Mystery",5.8,18231,25000000.0,15704614.0
USA,High Plains Drifter,1973,"Drama, Mystery, Western",7.5,48732,5500000.0,15706540.0
"Belgium, France, Luxembourg",Le tout nouveau testament,2015,"Comedy, Fantasy",7.1,28743,8555500.0,15709652.0
USA,The Island,1980,"Action, Adventure, Drama",5.3,3743,22000000.0,15716828.0
"Finland, Belgium, Iceland",Tuntematon sotilas,2017,"Drama, War",7.8,8795,7000000.0,15717199.0
Russia,Yolki novye,2017,Comedy,4.2,516,3000000.0,15735317.0
USA,Wishmaster,1997,"Fantasy, Horror",5.8,19772,5000000.0,15738769.0
Germany,Hui Buh: Das Schlossgespenst,2006,"Animation, Adventure, Comedy",4.7,2557,10000000.0,15748604.0
Germany,Der Nanny,2015,"Comedy, Drama",5.6,1855,9000000.0,15772833.0
USA,The Gospel,2005,"Drama, Music",4.9,1984,4000000.0,15778152.0
"USA, UK",Away We Go,2009,"Comedy, Drama, Romance",7.0,51293,17000000.0,15779455.0
USA,Kiss Kiss Bang Bang,2005,"Action, Comedy, Crime",7.5,211456,15000000.0,15785148.0
Japan,Yôkai daisensô,2005,"Adventure, Family, Fantasy",6.4,2241,1300000000.0,15787492.0
"South Korea, USA, Hong Kong",Hwanghae,2010,"Action, Crime, Drama",7.3,18197,8170000.0,15789762.0
USA,The Long Riders,1980,"Biography, Crime, Western",7.0,9601,10000000.0,15795189.0
"Canada, USA","I Love You, Beth Cooper",2009,"Comedy, Romance",5.3,33046,18000000.0,15821907.0
"France, Germany, Spain",Les Dalton,2004,"Comedy, Western",3.2,3223,27000000.0,15823762.0
"Denmark, Sweden",Jagten,2012,Drama,8.3,269616,3800000.0,15843274.0
"UK, USA, Luxembourg",Highlander: Endgame,2000,"Action, Adventure, Fantasy",4.6,19127,25000000.0,15843608.0
China,Feng kuang de sai che,2009,"Action, Adventure, Comedy",7.3,1979,15000000.0,15845355.0
UK,Finding Your Feet,2017,"Comedy, Drama, Family",6.7,5407,5400000.0,15845593.0
"USA, Canada",The Last Kiss,2006,"Comedy, Drama, Romance",6.4,40570,20000000.0,15852401.0
USA,Masquerade,1988,"Drama, Romance, Thriller",6.0,3262,12000000.0,15855828.0
USA,Gorky Park,1983,"Crime, Drama, Mystery",6.8,12380,15000000.0,15856028.0
Russia,Vtorzhenie,2020,"Action, Sci-Fi",5.6,2359,650000000.0,15869133.0
USA,The Next Karate Kid,1994,"Action, Drama, Family",4.4,24929,12000000.0,15876353.0
USA,Wonder Wheel,2017,Drama,6.2,24075,25000000.0,15889124.0
Spain,Padre no hay más que uno,2019,Comedy,6.1,1651,2700000.0,15894372.0
"France, Belgium",Stars 80,2012,Comedy,5.3,692,20000000.0,15896916.0
Italy,Notte prima degli esami,2006,Comedy,6.3,4300,2457000.0,15905030.0
USA,Drowning Mona,2000,"Comedy, Crime, Mystery",5.7,13012,37000000.0,15910104.0
Brazil,Loucas pra Casar,2015,Comedy,5.9,894,1800000.0,15918808.0
USA,Jason Goes to Hell: The Final Friday,1993,"Fantasy, Horror, Thriller",4.2,27410,3000000.0,15935068.0
"USA, France",Before Sunset,2004,"Drama, Romance",8.0,228858,2700000.0,15936507.0
USA,Next of Kin,1989,"Action, Crime, Thriller",5.9,9269,12000000.0,15942628.0
USA,Armed and Dangerous,1986,"Action, Comedy, Crime",5.7,10493,12000000.0,15945534.0
USA,The Words,2012,"Drama, Mystery, Romance",7.0,73616,6000000.0,15950164.0
"USA, Canada",The Kitchen,2019,"Action, Crime, Drama",5.5,13851,38000000.0,15980032.0
"Italy, France",Baarìa,2009,"Comedy, Drama",6.9,6826,28000000.0,16017513.0
"USA, Russia",Unfriended: Dark Web,2018,"Horror, Mystery, Thriller",5.9,23609,1000000.0,16024987.0
USA,She's Having a Baby,1988,"Comedy, Drama, Romance",5.9,11156,20000000.0,16031707.0
France,Un plan parfait,2012,"Adventure, Comedy, Romance",6.3,8119,17000000.0,16049338.0
UK,A Street Cat Named Bob,2016,"Biography, Drama, Family",7.4,26386,8000000.0,16053043.0
USA,Over the Top,1987,"Action, Drama, Sport",5.8,49281,25000000.0,16057580.0
UK,Dr. No,1962,"Action, Adventure, Thriller",7.2,144418,1100000.0,16068461.0
"UK, Italy, USA",A Midsummer Night's Dream,1999,"Comedy, Fantasy, Romance",6.4,24109,11000000.0,16071990.0
USA,The Space Between Us,2017,"Drama, Romance, Sci-Fi",6.4,46744,30000000.0,16080475.0
USA,No Holds Barred,1989,"Action, Sport",4.4,5802,8000000.0,16093651.0
"USA, Canada",Death Wish II,1982,"Action, Crime, Drama",6.1,14157,2000000.0,16100000.0
USA,The Prophecy,1995,"Action, Crime, Drama",6.5,28511,8000000.0,16115878.0
"USA, Canada",Death Wish 3,1985,"Action, Crime, Drama",5.9,13739,9000000.0,16116878.0
USA,D.C. Cab,1983,"Action, Comedy",5.6,4273,8000000.0,16134627.0
USA,Scouts Guide to the Zombie Apocalypse,2015,"Action, Comedy, Horror",6.3,44058,15000000.0,16137046.0
USA,Devil in a Blue Dress,1995,"Crime, Drama, Mystery",6.7,17110,27000000.0,16140822.0
USA,Mo' Better Blues,1990,"Drama, Music, Romance",6.6,10900,10000000.0,16153593.0
"UK, USA",Iris,2001,"Biography, Drama, Romance",7.0,16970,5500000.0,16153953.0
USA,Catch and Release,2006,"Comedy, Drama, Romance",6.0,23582,25000000.0,16162580.0
"UK, USA",Birthday Girl,2001,"Comedy, Crime, Thriller",6.1,24116,13000000.0,16171098.0
"France, USA",Just Visiting,2001,"Comedy, Fantasy, Sci-Fi",5.8,18073,35000000.0,16176732.0
USA,Above the Rim,1994,"Crime, Drama, Sport",6.6,13695,3500000.0,16192320.0
"France, Austria, Germany, Italy",Caché,2005,"Drama, Mystery, Thriller",7.3,71792,8000000.0,16197824.0
"USA, Netherlands",Raw Deal,1986,"Action, Crime, Thriller",5.6,30034,8500000.0,16209459.0
Turkey,Evim Sensin,2012,"Fantasy, Romance",5.0,5284,5000000.0,16212101.0
Australia,Rabbit-Proof Fence,2002,"Adventure, Biography, Drama",7.4,27104,6000000.0,16217411.0
USA,Fire Down Below,1997,"Action, Drama, Thriller",5.1,16407,60000000.0,16228448.0
USA,Crossing Delancey,1988,"Comedy, Romance",6.9,3532,4000000.0,16262415.0
Hong Kong,Ging chaat goo si III: Chiu kup ging chaat,1992,"Action, Comedy, Crime",6.9,18979,900000.0,16270600.0
USA,The Hunter,1980,"Action, Biography, Comedy",6.4,4843,8000000.0,16274150.0
"Germany, Italy, Austria",Hexe Lilli: Der Drache und das magische Buch,2009,"Adventure, Comedy, Family",5.2,484,10000000.0,16276155.0
USA,Chances Are,1989,"Comedy, Fantasy, Romance",6.5,10417,16000000.0,16278590.0
France,Fiston,2014,Comedy,5.2,1215,7466244.0,16301210.0
"USA, France",Two Lovers,2008,"Drama, Romance",7.0,37140,9800000.0,16303643.0
"UK, Germany, France, USA, Japan",A Simple Plan,1998,"Crime, Drama, Thriller",7.5,62089,30000000.0,16316273.0
USA,The Emperor's Club,2002,Drama,6.9,16386,12500000.0,16318449.0
"UK, France, USA",Macbeth,2015,"Drama, History, War",6.6,51991,15000000.0,16322067.0
USA,Tales from the Darkside: The Movie,1990,"Comedy, Fantasy, Horror",6.3,14888,3500000.0,16324573.0
"France, UK, Germany, China, Canada, USA",Playmobil: The Movie,2019,"Animation, Adventure, Comedy",4.8,2913,63000000.0,16349303.0
"Denmark, Sweden",Italiensk for begyndere,2000,"Comedy, Drama, Romance",7.0,12650,1000000.0,16350876.0
India,Dasavatharam,2008,"Action, Adventure, Sci-Fi",7.2,8411,600000000.0,16356962.0
USA,Sergeant York,1941,"Biography, Drama, History",7.7,15009,1400000.0,16364924.0
USA,The Single Moms Club,2014,"Comedy, Drama",5.3,5769,8000000.0,16365451.0
USA,Before I Fall,2017,"Drama, Fantasy, Mystery",6.4,44619,5000000.0,16373843.0
France,Case départ,2011,Comedy,5.8,2371,6000000.0,16374243.0
USA,Forever My Girl,2018,"Drama, Music, Romance",6.7,13879,3500000.0,16376066.0
USA,"New York, New York",1977,"Drama, Music, Musical",6.7,17883,14000000.0,16400000.0
"UK, USA, Canada",Poms,2019,"Comedy, Drama, Sport",5.9,3680,10000000.0,16418218.0
USA,Breaking Away,1979,"Comedy, Drama, Romance",7.7,21299,2300000.0,16424918.0
USA,The Powerpuff Girls Movie,2002,"Animation, Action, Adventure",6.6,9102,11000000.0,16426471.0
USA,Everybody's Fine,2009,Drama,7.1,58117,21000000.0,16443609.0
"USA, Canada",They,2002,"Horror, Mystery, Thriller",4.8,12203,17000000.0,16446271.0
"USA, UK",Pride and Prejudice and Zombies,2016,"Action, Comedy, Fantasy",5.8,50166,28000000.0,16457494.0
"Canada, USA",The Fountain,2006,"Drama, Mystery, Romance",7.2,225202,35000000.0,16468343.0
"USA, Canada",Spacehunter: Adventures in the Forbidden Zone,1983,"Action, Adventure, Sci-Fi",5.5,5228,14400000.0,16478265.0
"USA, Canada",Terminal Velocity,1994,"Action, Mystery, Romance",5.5,12612,50000000.0,16487349.0
"USA, France",Silent House,2011,"Drama, Horror, Mystery",5.2,21541,2000000.0,16527747.0
Australia,"Tomorrow, When the War Began",2010,"Action, Adventure, Drama",6.2,30047,25000000.0,16533595.0
USA,Battle of the Year,2013,"Drama, Music",5.0,8983,20000000.0,16549477.0
USA,Shocker,1989,"Comedy, Horror, Thriller",5.5,14570,5000000.0,16554699.0
USA,That Old Feeling,1997,"Comedy, Romance",6.2,3492,35000000.0,16574176.0
USA,Sunshine Cleaning,2008,"Comedy, Drama",6.8,68914,8000000.0,16580250.0
USA,Heart and Souls,1993,"Comedy, Drama, Fantasy",7.0,15918,25000000.0,16589540.0
UK,Trainspotting,1996,Drama,8.1,623437,1500000.0,16593356.0
USA,Beat Street,1984,"Drama, Music",6.5,3415,9500000.0,16595791.0
UK,Belle,2013,"Biography, Drama, Romance",7.3,27591,10900000.0,16607575.0
USA,Buffy the Vampire Slayer,1992,"Action, Comedy, Fantasy",5.7,38966,7000000.0,16624456.0
"Canada, USA",Everyone's Hero,2006,"Animation, Adventure, Comedy",5.7,7824,35000000.0,16627188.0
USA,Beautiful Boy,2018,"Biography, Drama",7.3,48357,25000000.0,16636604.0
USA,Deep Cover,1992,"Action, Crime, Thriller",6.9,8660,8000000.0,16639799.0
"USA, Australia",Upgrade,2018,"Action, Sci-Fi, Thriller",7.5,147824,5000000.0,16642819.0
"USA, Japan",Digimon: The Movie,2000,"Animation, Action, Adventure",6.1,6713,5000000.0,16643191.0
USA,The Final Countdown,1980,"Action, Sci-Fi",6.7,20927,12000000.0,16647800.0
USA,True Crime,1999,"Crime, Drama, Mystery",6.6,31451,55000000.0,16649768.0
South Korea,Mai wei,2011,"Action, Drama, War",7.7,10375,30000000000.0,16653488.0
USA,American Dreamz,2006,"Comedy, Music",5.4,24087,17000000.0,16656103.0
USA,Rough Cut,1980,"Adventure, Comedy, Crime",5.6,937,14000000.0,16656125.0
USA,Tremors,1990,"Comedy, Horror",7.1,117345,11000000.0,16667084.0
"Denmark, Netherlands, Sweden, Germany, UK, France, Finland, Norway, Italy",Dogville,2003,"Crime, Drama",8.0,134971,10000000.0,16689283.0
USA,Whip It,2009,"Drama, Sport",6.9,63203,15000000.0,16691303.0
USA,Blink,1993,"Crime, Drama, Mystery",6.2,7663,11000000.0,16696219.0
"Denmark, Sweden, Italy, France, Germany",Den skaldede frisør,2012,"Comedy, Drama, Romance",6.5,12969,5500000.0,16722143.0
Russia,Salyut-7,2017,"Action, Drama, History",7.2,9300,400000000.0,16746823.0
Hong Kong,Jing xin po,2016,"Action, Crime, Drama",4.5,228,100000000.0,16748620.0
USA,54,1998,"Drama, Music",5.9,31181,13000000.0,16757163.0
"France, Belgium",Cloclo,2012,"Biography, Drama, Music",6.9,2676,20000000.0,16758611.0
USA,House of Sand and Fog,2003,"Crime, Drama",7.5,64310,16500000.0,16763804.0
Japan,Maiko haaaan!!!,2007,Comedy,6.5,521,10000000.0,16764611.0
"USA, Canada",The Birth of a Nation,2016,"Biography, Drama, History",6.4,19659,8500000.0,16779212.0
USA,Paparazzi,2004,"Action, Crime, Drama",5.8,14473,20000000.0,16796512.0
USA,Bringing Out the Dead,1999,"Drama, Thriller",6.8,62557,55000000.0,16797191.0
USA,Hollywoodland,2006,"Biography, Crime, Drama",6.5,32493,28000000.0,16800438.0
"Russia, USA, China",Hardcore Henry,2015,"Action, Adventure, Sci-Fi",6.7,84692,2000000.0,16810562.0
USA,Hit and Run,2012,"Action, Comedy",6.1,34150,2000000.0,16816647.0
USA,Baby's Day Out,1994,"Adventure, Comedy, Crime",6.1,44688,48000000.0,16827402.0
USA,House of 1000 Corpses,2003,Horror,6.1,74975,7000000.0,16829545.0
"France, Switzerland",Femme Fatale,2002,"Crime, Drama, Mystery",6.2,33144,35000000.0,16838910.0
France,Un bonheur n'arrive jamais seul,2012,"Comedy, Romance",6.5,4789,15000000.0,16840841.0
"Italy, France",Ex,2009,"Comedy, Romance",6.2,1998,10000000.0,16843486.0
USA,Death Warrant,1990,"Action, Crime, Mystery",5.7,16843,4000000.0,16853487.0
"USA, Germany, Netherlands",The Good Girl,2002,"Drama, Romance",6.4,42586,8000000.0,16860964.0
"USA, Morocco",The Pyramid,2014,"Action, Adventure, Horror",4.6,22741,6500000.0,16861137.0
"USA, Spain",The Cold Light of Day,2012,"Action, Adventure, Thriller",4.9,34897,20000000.0,16863583.0
"South Korea, USA",The Last Godfather,2010,"Comedy, Crime, Romance",3.6,1095,13400000.0,16863629.0
Japan,Bôkoku no îjisu,2005,"Action, Drama, Thriller",5.4,239,12000000.0,16869261.0
USA,Life or Something Like It,2002,"Comedy, Romance",5.8,22866,40000000.0,16872671.0
Russia,Zhara,2006,"Comedy, Romance",4.3,1327,2000000.0,16877870.0
UK,Krull,1983,"Action, Adventure, Fantasy",6.1,29740,47000000.0,16916617.0
China,Shang hai bao lei,2019,"Action, Sci-Fi",4.3,1726,64000000.0,16923671.0
USA,Sugar & Spice,2001,"Comedy, Crime",5.7,13351,27000000.0,16923761.0
Italy,Il primo Natale,2019,Comedy,5.2,503,6000000.0,16925503.0
Spain,Los ojos de Julia,2010,"Horror, Mystery, Thriller",6.7,31979,5000000.0,16934369.0
"USA, Germany",Catch That Kid,2004,"Action, Adventure, Comedy",5.2,9511,12000000.0,16951702.0
USA,Death Sentence,2007,"Action, Crime, Drama",6.8,68198,20000000.0,16974459.0
"USA, Hong Kong, Mexico, Taiwan",Kung Pow: Enter the Fist,2002,"Action, Comedy",6.2,43031,10000000.0,16994625.0
"Spain, Italy, Argentina",Tini: El gran cambio de Violetta,2016,"Adventure, Family, Music",5.5,889,17000000.0,17000172.0
South Korea,26 nyeon,2012,"Drama, Thriller",6.3,823,250000000.0,17003684.0
"Denmark, Sweden, France, Germany",Melancholia,2011,"Drama, Sci-Fi",7.2,164471,7400000.0,17039814.0
"USA, Germany",Kinsey,2004,"Biography, Drama, Romance",7.0,47063,11000000.0,17050017.0
"USA, India, France",Paranoia,2013,"Drama, Thriller",5.7,34504,35000000.0,17056265.0
"France, Belgium",Largo Winch,2008,"Action, Adventure, Thriller",6.5,13296,24000000.0,17068748.0
"Canada, USA",Jason X,2001,"Action, Horror, Sci-Fi",4.4,49404,11000000.0,17077882.0
USA,Firestarter,1984,"Action, Horror, Sci-Fi",6.1,28732,15000000.0,17080167.0
USA,Pet Sematary II,1992,"Fantasy, Horror",4.9,18953,8000000.0,17092453.0
Russia,Stilyagi,2008,"Drama, Musical, Romance",7.1,4347,15000000.0,17101695.0
USA,Johnny Dangerously,1984,"Comedy, Crime",6.6,13024,9000000.0,17124395.0
USA,Freejack,1992,"Action, Crime, Sci-Fi",5.4,14676,30000000.0,17129026.0
"UK, USA, Mexico",The Falcon and the Snowman,1985,"Biography, Crime, Drama",6.8,10449,12000000.0,17130087.0
South Korea,Madeo,2009,"Crime, Drama, Thriller",7.8,48959,5000000.0,17149348.0
Japan,Seinto Seiya: Legend of Sanctuary,2014,"Animation, Action, Fantasy",5.4,4137,100000000.0,17150803.0
Germany,Ich bin dann mal weg,2015,Comedy,6.1,1848,6000000.0,17153058.0
"UK, Hungary",The Nutcracker in 3D,2010,"Action, Family, Fantasy",4.2,3460,90000000.0,17177993.0
"UK, Canada, USA",Angel Heart,1987,"Horror, Mystery, Thriller",7.3,78672,17000000.0,17185632.0
USA,Fled,1996,"Action, Adventure, Crime",5.4,8421,25000000.0,17193231.0
USA,Rushmore,1998,"Comedy, Drama, Romance",7.7,165893,9000000.0,17195500.0
USA,Hudson Hawk,1991,"Action, Adventure, Comedy",5.8,51348,65000000.0,17218080.0
USA,All the Right Moves,1983,"Drama, Romance, Sport",5.9,15312,5600000.0,17233166.0
Hong Kong,'Z' fung bou,2014,"Action, Crime",5.4,705,7000000.0,17234954.0
China,Jiao zhu zhuan,2017,"Action, Adventure, Comedy",5.5,725,38000000.0,17274695.0
USA,12 Rounds,2009,"Action, Crime, Thriller",5.6,26953,22000000.0,17280326.0
USA,A Bronx Tale,1993,"Crime, Drama, Romance",7.8,125087,22000000.0,17287898.0
Japan,Genji monogatari: Sennen no nazo,2011,"Drama, Fantasy",6.2,129,10000000.0,17295465.0
USA,To Live and Die in L.A.,1985,"Action, Crime, Drama",7.3,28460,6000000.0,17307019.0
"Australia, USA",The Phantom,1996,"Action, Adventure, Comedy",4.9,31891,45000000.0,17323326.0
"USA, Israel",Masters of the Universe,1987,"Action, Adventure, Fantasy",5.4,36115,22000000.0,17336370.0
USA,Valley Girl,1983,"Comedy, Romance",6.4,12965,350000.0,17343596.0
"Ireland, Mexico, Germany, USA",The Matador,2005,"Comedy, Crime, Thriller",6.7,43501,12500000.0,17356268.0
"Germany, USA",The NeverEnding Story II: The Next Chapter,1990,"Adventure, Drama, Family",5.2,23946,36000000.0,17373527.0
UK,Outland,1981,"Action, Crime, Sci-Fi",6.6,26486,16000000.0,17374595.0
"USA, Canada",Extreme Measures,1996,"Crime, Drama, Mystery",6.2,16788,38000000.0,17380126.0
USA,Fruitvale Station,2013,"Biography, Crime, Drama",7.5,73870,900000.0,17385830.0
USA,Stolen,2012,"Action, Crime, Thriller",5.5,42715,35000000.0,17415418.0
"USA, Germany, Italy",Frailty,2001,"Crime, Drama, Thriller",7.2,75365,11000000.0,17423030.0
USA,A Guy Thing,2003,"Comedy, Romance",5.6,16414,20000000.0,17432163.0
USA,Half Baked,1998,"Comedy, Crime",6.7,57104,8000000.0,17460020.0
"France, Liechtenstein, Switzerland, Germany, USA","Paris, je t'aime",2006,"Comedy, Drama, Romance",7.2,69897,13000000.0,17471727.0
USA,Angel,1984,"Action, Crime, Thriller",5.7,2631,3000000.0,17488564.0
USA,Rebound,2005,"Comedy, Family, Sport",5.2,12248,33100000.0,17492014.0
"USA, Russia",Machete Kills,2013,"Action, Crime, Thriller",5.6,73365,20000000.0,17496820.0
USA,Annapolis,2006,"Drama, Romance, Sport",5.9,20132,26000000.0,17496992.0
"UK, France",The Mission,1986,"Adventure, Drama, History",7.4,54785,24500000.0,17502499.0
"Australia, USA, Canada",Disturbing Behavior,1998,"Horror, Mystery, Sci-Fi",5.7,20627,15000000.0,17514980.0
USA,Home for the Holidays,1995,"Comedy, Drama, Romance",6.6,11544,20000000.0,17519169.0
USA,Addicted,2014,"Drama, Thriller",5.2,8805,5000000.0,17534314.0
"Spain, Bulgaria",Loving Pablo,2017,"Biography, Crime, Drama",6.3,17386,14582000.0,17535962.0
USA,Invasion U.S.A.,1985,"Action, Thriller",5.5,8594,10000000.0,17536256.0
USA,Johnny Be Good,1988,"Comedy, Sport",4.6,6020,22000000.0,17550399.0
USA,In the Land of Women,2007,"Comedy, Drama, Romance",6.4,30715,10000000.0,17562071.0
USA,Take This Job and Shove It,1981,Comedy,5.1,721,3500000.0,17569027.0
"Mexico, USA",Little Boy,2015,"Drama, History, War",7.4,21901,20000000.0,17572289.0
"Canada, UK, Australia, USA",Eye of the Beholder,1999,"Drama, Mystery, Thriller",5.1,14354,35000000.0,17589705.0
"China, USA",Escape Plan 2: Hades,2018,"Action, Crime, Mystery",3.8,26813,45000000.0,17592626.0
USA,Operation Finale,2018,"Biography, Drama, History",6.6,29814,24000000.0,17612099.0
India,Neerja,2016,"Biography, Drama, Thriller",7.7,20432,2900000.0,17618280.0
USA,The Postman,1997,"Action, Adventure, Drama",6.1,67730,80000000.0,17626234.0
USA,Swing Vote,2008,"Comedy, Drama",6.1,17457,21000000.0,17635397.0
"USA, France",Frantic,1988,"Crime, Drama, Mystery",6.9,48334,20000000.0,17637950.0
"Spain, UK, France",The Oxford Murders,2008,"Crime, Mystery, Thriller",6.1,27324,10000000.0,17646627.0
"USA, Canada",Kit Kittredge: An American Girl,2008,"Comedy, Drama, Family",6.5,5537,10000000.0,17657973.0
"UK, USA, France, Sweden",Before I Go to Sleep,2014,"Drama, Horror, Mystery",6.3,69924,22000000.0,17669776.0
France,Fauteuils d'orchestre,2006,"Comedy, Drama, Romance",6.7,4008,8000000.0,17690533.0
"France, Germany, UK, Belgium, Romania, Norway, Japan, USA",Joyeux Noël,2005,"Drama, History, Music",7.7,27139,22000000.0,17709155.0
"South Korea, France",Jibeuro ganeun gil,2013,Drama,7.4,1111,3000000.0,17722776.0
USA,The Big Green,1995,"Comedy, Family, Sport",5.6,9107,12000000.0,17736619.0
USA,The Rage: Carrie 2,1999,"Horror, Sci-Fi, Thriller",4.7,15304,21000000.0,17762705.0
USA,Unforgettable,2017,"Drama, Thriller",5.1,13561,12000000.0,17768012.0
USA,Halloween 4: The Return of Michael Myers,1988,"Horror, Thriller",5.9,42355,5000000.0,17768757.0
"USA, Israel",The Delta Force,1986,"Action, Adventure, Drama",5.6,18449,12000000.0,17768900.0
"China, Hong Kong",Mei Lanfang,2008,"Biography, Drama, History",6.6,1402,15000000.0,17773395.0
"India, USA",Dostana,2008,"Comedy, Drama, Romance",6.5,13549,5000000.0,17779520.0
"China, Japan, South Korea, Hong Kong",Mo gong,2006,"Action, Drama, War",6.7,3880,16000000.0,17812601.0
UK,The Quiet Ones,2014,"Horror, Mystery, Thriller",5.1,18907,200000.0,17835162.0
"France, Argentina",Lucky Luke,2009,"Adventure, Comedy, Western",4.7,3860,27000000.0,17854472.0
USA,Sibling Rivalry,1990,Comedy,5.4,2418,16000000.0,17854933.0
"UK, USA",Flyboys,2006,"Action, Drama, History",6.5,40815,60000000.0,17858059.0
"France, Italy",Un prophète,2009,"Crime, Drama",7.9,92084,13000000.0,17874044.0
"Italy, France",Habemus Papam,2011,"Comedy, Drama",6.7,12937,9000000.0,17877523.0
France,9 mois ferme,2013,"Comedy, Crime, Mystery",6.4,4469,7124618.0,17891858.0
India,Lage Raho Munna Bhai,2006,"Comedy, Drama, Romance",8.1,42011,120000000.0,17897527.0
USA,The Crow: City of Angels,1996,"Action, Crime, Fantasy",4.7,18897,13000000.0,17917287.0
USA,City of Ember,2008,"Adventure, Family, Fantasy",6.5,62073,55000000.0,17929684.0
USA,CB4,1993,"Comedy, Music",6.3,8629,6000000.0,17953778.0
"USA, Japan",Used People,1992,"Comedy, Drama, Romance",6.1,1336,16000000.0,17957265.0
"USA, Canada, France, Turkey",Whiteout,2009,"Action, Crime, Horror",5.5,36885,35000000.0,17976667.0
USA,The Howling,1981,Horror,6.6,30169,1000000.0,17985893.0
USA,Dope,2015,"Comedy, Crime, Drama",7.2,79818,7000000.0,17986781.0
India,Kalank,2019,"Drama, Romance",3.5,11248,1500000000.0,17987034.0
"UK, Germany, USA",Quills,2000,"Biography, Drama",7.3,50924,13500000.0,17989227.0
Mexico,Cantinflas,2014,"Biography, Comedy, Drama",6.5,3743,3000000.0,17998703.0
"UK, USA",The Importance of Being Earnest,2002,"Comedy, Drama, Romance",6.8,21863,15000000.0,18009625.0
Japan,Kyaputen Hârokku,2013,"Animation, Adventure, Sci-Fi",6.4,11386,30000000.0,18010317.0
USA,The Country Bears,2002,"Comedy, Family, Music",4.1,4996,35000000.0,18012097.0
"Taiwan, USA",Hái-kak chhit-ho,2008,"Comedy, Drama, Music",6.9,3695,45000000.0,18015600.0
USA,Deception,2008,"Crime, Drama, Mystery",6.1,37345,25000000.0,18024545.0
USA,"Jo Jo Dancer, Your Life Is Calling",1986,"Biography, Comedy, Drama",6.4,1496,14000000.0,18034150.0
India,Krrish,2006,"Action, Sci-Fi",6.4,17793,10200000.0,18041250.0
USA,Dead Man Down,2013,"Action, Crime, Drama",6.5,63190,30000000.0,18074539.0
USA,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972,Comedy,6.8,37546,2000000.0,18090065.0
"UK, USA, France",Blinded by the Light,2019,"Comedy, Drama, Music",6.9,18014,15000000.0,18096691.0
USA,All the Pretty Horses,2000,"Drama, Romance, Western",5.8,12778,57000000.0,18133495.0
USA,The Sure Thing,1985,"Comedy, Drama, Romance",7.0,18895,4500000.0,18135531.0
