country,original_title,year,genre,avg_vote,votes,budget,worlwide_gross_income
"New Zealand, UK, Australia",The Water Horse,2007,"Adventure, Family, Fantasy",6.4,37249,40000000.0,103967384.0
"USA, Canada",Little Man,2006,"Comedy, Crime",4.4,49546,64000000.0,104003322.0
"USA, Germany",The Cell,2000,"Horror, Sci-Fi, Thriller",6.3,93899,33000000.0,104155843.0
USA,Under Siege 2: Dark Territory,1995,"Action, Thriller",5.5,43097,60000000.0,104324083.0
USA,The Tuxedo,2002,"Action, Comedy, Sci-Fi",5.4,78085,60000000.0,104391623.0
"Sweden, Denmark, Germany, Norway",Män som hatar kvinnor,2009,"Crime, Drama, Mystery",7.8,206095,13000000.0,104414200.0
USA,Book Club,2018,"Comedy, Drama, Romance",6.1,24375,10000000.0,104438188.0
"UK, USA",The Hitchhiker's Guide to the Galaxy,2005,"Adventure, Comedy, Sci-Fi",6.8,184355,50000000.0,104478416.0
"USA, Canada, Hong Kong",Scary Stories to Tell in the Dark,2019,"Adventure, Horror, Mystery",6.2,54953,25000000.0,104545505.0
"China, Hong Kong",Rang zi dan fei,2010,"Action, Comedy, Drama",7.3,9084,18000000.0,104731450.0
USA,Training Day,2001,"Crime, Drama, Thriller",7.7,381509,45000000.0,104876233.0
"Hong Kong, China, USA",Kung fu,2004,"Action, Comedy, Fantasy",7.7,124755,20000000.0,104882445.0
USA,The Campaign,2012,Comedy,6.1,123110,95000000.0,104907746.0
"USA, France",Made in America,1993,Comedy,5.1,15433,22000000.0,104942695.0
USA,Sisters,2015,Comedy,6.0,62047,30000000.0,105011053.0
USA,The Graduate,1967,"Comedy, Drama, Romance",8.0,249910,3000000.0,105015008.0
"USA, Germany, Canada",Along Came a Spider,2001,"Drama, Thriller",6.4,74947,60000000.0,105178561.0
USA,Gangster Squad,2013,"Action, Crime, Drama",6.7,203841,60000000.0,105200903.0
USA,Sneakers,1992,"Comedy, Crime, Drama",7.1,51281,35000000.0,105232691.0
"USA, Czech Republic, UK",The Brothers Grimm,2005,"Action, Adventure, Comedy",5.9,114758,88000000.0,105316267.0
"Spain, UK, USA",Planet 51,2009,"Animation, Adventure, Comedy",6.0,49915,70000000.0,105647102.0
"USA, Japan",First Man,2018,"Biography, Drama, History",7.3,159476,59000000.0,105697415.0
USA,Life as We Know It,2010,"Comedy, Drama, Romance",6.5,120408,38000000.0,105734416.0
USA,Forgetting Sarah Marshall,2008,"Comedy, Drama, Romance",7.1,259276,30000000.0,105833257.0
USA,About Schmidt,2002,"Comedy, Drama",7.1,121177,30000000.0,105834556.0
"France, Canada",Ballerina,2016,"Animation, Adventure, Comedy",6.8,19061,30000000.0,106127278.0
"UK, France, USA",Shaun the Sheep Movie,2015,"Animation, Adventure, Comedy",7.3,36275,25000000.0,106209378.0
USA,Kramer vs. Kramer,1979,Drama,7.8,129690,8000000.0,106260000.0
USA,Mr. Holland's Opus,1995,"Drama, Music",7.3,34972,23000000.0,106269971.0
USA,The Whole Nine Yards,2000,"Comedy, Crime",6.7,108581,41300000.0,106371651.0
USA,Race to Witch Mountain,2009,"Action, Adventure, Family",5.7,54752,65000000.0,106387141.0
"USA, UK",Made of Honor,2008,"Comedy, Romance",5.9,66645,40000000.0,106407672.0
USA,Love Story,1970,"Drama, Romance",6.9,29838,2200000.0,106550690.0
USA,Nell,1994,Drama,6.5,26863,31000000.0,106683817.0
USA,Hereafter,2010,"Drama, Fantasy, Romance",6.4,89563,50000000.0,106956330.0
"USA, UK",The Man from U.N.C.L.E.,2015,"Action, Adventure, Comedy",7.3,262622,75000000.0,107045109.0
USA,ParaNorman,2012,"Animation, Adventure, Comedy",7.0,91948,60000000.0,107139399.0
USA,Rising Sun,1993,"Action, Crime, Drama",6.3,41493,35000000.0,107198790.0
USA,Ace Ventura: Pet Detective,1994,Comedy,6.9,272350,15000000.0,107217396.0
USA,Vacation,2015,"Adventure, Comedy",6.1,96697,31000000.0,107228221.0
USA,The Texas Chainsaw Massacre,2003,Horror,6.2,128106,9500000.0,107362708.0
USA,The Amityville Horror,2005,Horror,6.0,103645,19000000.0,107516369.0
USA,Paul Blart: Mall Cop 2,2015,"Action, Comedy, Crime",4.4,33463,30000000.0,107588225.0
"Canada, USA",The Call of the Wild,2020,"Adventure, Drama, Family",6.8,29152,135000000.0,107604626.0
"Germany, USA",Shaft,2000,"Action, Crime, Thriller",5.9,72469,46000000.0,107626125.0
USA,Horrible Bosses 2,2014,"Comedy, Crime",6.3,155108,42000000.0,107645357.0
USA,Three Kings,1999,"Action, Adventure, Comedy",7.1,158306,75000000.0,107752036.0
USA,The American President,1995,"Comedy, Drama, Romance",6.8,50948,62000000.0,107879496.0
"USA, China",Neighbors 2: Sorority Rising,2016,Comedy,5.7,111318,35000000.0,108007109.0
"USA, Morocco",Hidalgo,2004,"Action, Adventure, Biography",6.7,76379,100000000.0,108040622.0
"UK, USA",Alien,1979,"Horror, Sci-Fi",8.4,768874,11000000.0,108110316.0
"USA, UK, Canada",Superman II,1980,"Action, Adventure, Sci-Fi",6.8,96447,54000000.0,108185706.0
USA,The Boxtrolls,2014,"Animation, Adventure, Comedy",6.8,53484,60000000.0,108255770.0
USA,Terms of Endearment,1983,"Comedy, Drama",7.4,53767,8000000.0,108423489.0
USA,Junior,1994,"Comedy, Romance, Sci-Fi",4.6,63996,60000000.0,108431355.0
USA,Cinderella Man,2005,"Biography, Drama, History",8.0,173518,88000000.0,108539911.0
"France, USA, UK",Arthur et les Minimoys,2006,"Animation, Adventure, Comedy",6.0,32417,86000000.0,108605609.0
"USA, Australia",Sanctum,2011,"Action, Adventure, Drama",5.9,52963,30000000.0,108609310.0
"USA, UK, France, Canada, Germany",The Hours,2002,"Drama, Romance",7.5,122422,25000000.0,108846072.0
"Germany, USA",The Reader,2008,"Drama, Romance",7.6,227298,32000000.0,108902486.0
"France, USA, Ukraine",Transporter 3,2008,"Action, Thriller",6.1,155153,30000000.0,108979549.0
USA,One Flew Over the Cuckoo's Nest,1975,Drama,8.7,891071,3000000.0,108997629.0
"UK, France",Billy Elliot,2000,"Drama, Music",7.7,124065,5000000.0,109281538.0
USA,The Game,1997,"Action, Drama, Mystery",7.8,336705,50000000.0,109423648.0
"UK, USA",The Prestige,2006,"Drama, Mystery, Sci-Fi",8.5,1155723,40000000.0,109676311.0
"USA, Hungary",Sideways,2004,"Comedy, Drama, Romance",7.5,177052,16000000.0,109706931.0
USA,Star Trek IV: The Voyage Home,1986,"Adventure, Comedy, Sci-Fi",7.3,77203,25000000.0,109713132.0
"USA, UK",The 5th Wave,2016,"Action, Adventure, Sci-Fi",5.2,97569,38000000.0,109906372.0
USA,Treasure Planet,2002,"Animation, Adventure, Family",7.2,99484,140000000.0,110041363.0
USA,Moneyball,2011,"Biography, Drama, Sport",7.6,354575,50000000.0,110206216.0
USA,10 Cloverfield Lane,2016,"Action, Drama, Horror",7.2,283194,15000000.0,110216998.0
USA,The Kid,2000,"Comedy, Family, Fantasy",6.1,39692,65000000.0,110317580.0
USA,Free Birds,2013,"Animation, Adventure, Comedy",5.8,22100,55000000.0,110387072.0
USA,The Peacemaker,1997,"Action, Thriller",5.9,53180,50000000.0,110463140.0
USA,The Net,1995,"Action, Crime, Drama",5.9,59352,22000000.0,110627965.0
"USA, Canada",The Santa Clause 3: The Escape Clause,2006,"Adventure, Comedy, Family",4.7,31639,12000000.0,110768122.0
"USA, Canada",Sea of Love,1989,"Crime, Drama, Mystery",6.8,37103,19000000.0,110879513.0
"USA, Canada, France",Mission to Mars,2000,"Adventure, Sci-Fi, Thriller",5.7,69565,100000000.0,110983407.0
USA,The Secret of My Success,1987,"Comedy, Romance",6.5,28946,12000000.0,110996879.0
USA,Good Boys,2019,"Adventure, Comedy",6.7,55929,20000000.0,111037232.0
USA,The Dukes of Hazzard,2005,Comedy,5.1,74804,50000000.0,111069515.0
USA,Fool's Gold,2008,"Action, Adventure, Comedy",5.7,72455,70000000.0,111231041.0
"Canada, USA",Porky's,1981,Comedy,6.2,37264,2500000.0,111289673.0
"USA, Canada",Underworld: Evolution,2006,"Action, Fantasy, Thriller",6.7,187347,50000000.0,111476513.0
USA,Get Hard,2015,"Comedy, Crime",6.0,120243,40000000.0,111711453.0
"Italy, USA",Doctor Zhivago,1965,"Drama, Romance, War",8.0,68268,11000000.0,111918564.0
"USA, France",The Purge: Anarchy,2014,"Action, Adventure, Horror",6.4,134473,9000000.0,111928365.0
"USA, Japan, UK",Frankenstein,1994,"Drama, Horror, Romance",6.4,50321,45000000.0,112006296.0
USA,How to Be Single,2016,"Comedy, Drama, Romance",6.1,79569,38000000.0,112343513.0
"USA, Canada",Tooth Fairy,2010,"Comedy, Family, Fantasy",5.0,41307,48000000.0,112462508.0
"USA, Australia",Cats & Dogs: The Revenge of Kitty Galore,2010,"Action, Comedy, Family",4.3,13656,85000000.0,112483764.0
USA,Star Trek: Insurrection,1998,"Action, Adventure, Sci-Fi",6.4,69370,58000000.0,112587658.0
USA,Final Destination,2000,"Horror, Thriller",6.7,224856,23000000.0,112880294.0
"Canada, UK, USA",Insidious: Chapter 3,2015,"Horror, Mystery, Thriller",6.1,90827,10000000.0,112983889.0
USA,White Chicks,2004,"Comedy, Crime",5.6,127968,37000000.0,113100873.0
"USA, Canada",Pet Sematary,2019,"Horror, Mystery, Thriller",5.7,76819,21000000.0,113118226.0
"UK, USA",The Rocky Horror Picture Show,1975,"Comedy, Musical",7.4,128893,1200000.0,113135551.0
USA,The Dark Tower,2017,"Action, Adventure, Fantasy",5.6,123916,60000000.0,113231078.0
"Germany, USA, Thailand",Rambo,2008,"Action, Thriller",7.0,215151,50000000.0,113244290.0
USA,Striptease,1996,"Comedy, Crime, Drama",4.5,42098,40000000.0,113309743.0
USA,Species,1995,"Action, Horror, Sci-Fi",5.8,72859,35000000.0,113374103.0
USA,Changeling,2008,"Biography, Crime, Drama",7.7,233510,55000000.0,113398237.0
USA,Judge Dredd,1995,"Action, Crime, Sci-Fi",5.6,108618,90000000.0,113493481.0
"USA, UK",Insomnia,2002,"Drama, Mystery, Thriller",7.2,269304,46000000.0,113758770.0
"Canada, USA",Saw V,2008,"Horror, Mystery",5.8,113053,10800000.0,113864059.0
USA,Coyote Ugly,2000,"Comedy, Drama, Music",5.7,105212,45000000.0,113916474.0
USA,Anna and the King,1999,"Drama, History, Romance",6.7,35293,92000000.0,113996937.0
"USA, UK, Canada, China",Seventh Son,2014,"Action, Adventure, Fantasy",5.5,70013,95000000.0,114178613.0
USA,Step Up,2006,"Crime, Drama, Music",6.5,109019,12000000.0,114197742.0
"Germany, Canada, USA",The Score,2001,"Action, Crime, Drama",6.8,119173,68000000.0,114252154.0
"USA, Canada",Hope Springs,2012,"Comedy, Drama, Romance",6.3,40137,30000000.0,114281051.0
USA,Office Christmas Party,2016,Comedy,5.8,66300,45000000.0,114501299.0
USA,The Lake House,2006,"Drama, Fantasy, Romance",6.8,137599,40000000.0,114830111.0
China,Zhi wo men zhong jiang shi qu de qing chun,2013,"Drama, Romance",6.4,1949,20000000.0,114926694.0
USA,Dear John,2010,"Drama, Romance, War",6.3,136257,25000000.0,114984666.0
USA,American Graffiti,1973,"Comedy, Drama",7.4,80176,777000.0,115000000.0
"Canada, USA",Snow Dogs,2002,"Adventure, Comedy, Family",5.2,24858,33000000.0,115035090.0
"China, Hong Kong",Xi you ji zhi nü er guo,2018,"Action, Adventure, Family",5.5,1143,73000000.0,115084576.0
USA,Get Shorty,1995,"Comedy, Crime, Thriller",6.9,74583,30250000.0,115101622.0
"USA, Canada, Australia",Return to Never Land,2002,"Animation, Adventure, Family",5.8,18036,20000000.0,115121981.0
"UK, USA",The Gentlemen,2019,"Action, Comedy, Crime",7.9,179054,22000000.0,115171795.0
USA,The Blues Brothers,1980,"Adventure, Comedy, Crime",7.9,178921,27000000.0,115229890.0
USA,DragonHeart,1996,"Action, Adventure, Fantasy",6.5,89949,57000000.0,115267375.0
USA,Pitch Perfect,2012,"Comedy, Music, Romance",7.2,271720,17000000.0,115350426.0
"USA, Germany, France",We Were Soldiers,2002,"Action, Drama, History",7.2,127888,75000000.0,115374915.0
USA,Bride Wars,2009,"Comedy, Romance",5.5,98848,30000000.0,115375850.0
"USA, UK",Closer,2004,"Drama, Romance",7.2,199832,27000000.0,115505027.0
Japan,Doragon bôru chô: Burorî,2018,"Animation, Action, Adventure",7.9,21368,8500000.0,115560610.0
USA,A Nightmare on Elm Street,2010,"Crime, Drama, Horror",5.2,90863,35000000.0,115694863.0
USA,The Notebook,2004,"Drama, Romance",7.8,508136,29000000.0,115882795.0
"UK, France",The Iron Lady,2011,"Biography, Drama",6.4,101272,13000000.0,115890699.0
USA,The Chronicles of Riddick,2004,"Action, Adventure, Sci-Fi",6.7,212109,105000000.0,115900534.0
"USA, UK",Body of Lies,2008,"Action, Drama, Thriller",7.1,210202,70000000.0,115900897.0
USA,The Towering Inferno,1974,"Action, Drama, Thriller",7.0,38412,14000000.0,116000000.0
"France, USA",Casino,1995,"Crime, Drama",8.2,452817,52000000.0,116112375.0
USA,Sliver,1993,"Drama, Thriller",5.1,28543,40000000.0,116300000.0
"USA, Russia",Abraham Lincoln: Vampire Hunter,2012,"Action, Fantasy, Horror",5.9,147495,69000000.0,116471580.0
"Canada, USA",Freddy vs. Jason,2003,"Action, Horror",5.7,108669,30000000.0,116632628.0
"USA, UK",Finding Neverland,2004,"Biography, Drama, Family",7.7,196369,25000000.0,116650613.0
USA,The Siege,1998,"Action, Thriller",6.4,67420,70000000.0,116672912.0
"USA, Germany, Netherlands",Barnyard,2006,"Animation, Adventure, Comedy",5.5,27116,51000000.0,116755080.0
"USA, Canada",Warm Bodies,2013,"Comedy, Horror, Romance",6.9,216534,35000000.0,116980662.0
USA,Water for Elephants,2011,"Drama, Romance",6.9,109728,38000000.0,117094902.0
USA,Rocky,1976,"Drama, Sport",8.1,506246,960000.0,117235147.0
"USA, Canada",Paycheck,2003,"Action, Mystery, Sci-Fi",6.3,101841,60000000.0,117248958.0
"Germany, USA",Hotel for Dogs,2009,"Comedy, Family",5.4,21198,35000000.0,117252578.0
USA,A Knight's Tale,2001,"Action, Adventure, Romance",6.9,167807,65000000.0,117487473.0
USA,The Forgotten,2004,"Drama, Mystery, Sci-Fi",5.8,63333,42000000.0,117592831.0
USA,The Client,1994,"Crime, Drama, Mystery",6.8,58793,45000000.0,117615211.0
USA,Game Night,2018,"Action, Comedy, Crime",6.9,198350,37000000.0,117679066.0
"Germany, USA",Blue Streak,1999,"Action, Comedy, Crime",6.3,73661,65000000.0,117758500.0
USA,Magic Mike XXL,2015,"Comedy, Drama, Music",5.6,51177,14800000.0,117813057.0
"Canada, Germany, USA, UK",Pompeii,2014,"Action, Adventure, Drama",5.5,105082,100000000.0,117831631.0
"USA, UK, Australia",Saving Mr. Banks,2013,"Biography, Comedy, Drama",7.5,149140,35000000.0,117867984.0
USA,The Saint,1997,"Action, Adventure, Romance",6.3,61535,68000000.0,118063304.0
USA,Star Trek: Generations,1994,"Action, Adventure, Mystery",6.6,74923,35000000.0,118071125.0
"USA, UK",Corpse Bride,2005,"Animation, Drama, Family",7.3,237421,40000000.0,118090836.0
"USA, Cambodia",Why Him?,2016,Comedy,6.2,98506,38000000.0,118102725.0
USA,Disturbia,2007,"Crime, Drama, Mystery",6.8,217146,20000000.0,118114220.0
USA,Beethoven's 2nd,1993,"Comedy, Family, Romance",4.9,25289,15000000.0,118243066.0
"USA, Japan",The Purge: Election Year,2016,"Action, Horror, Sci-Fi",6.0,87759,10000000.0,118587880.0
"USA, Japan",Lost in Translation,2003,"Comedy, Drama",7.7,403588,4000000.0,118685453.0
USA,Message in a Bottle,1999,"Drama, Romance",6.3,35075,80000000.0,118880016.0
USA,Final Destination 3,2006,"Horror, Thriller",5.8,128313,25000000.0,118890272.0
China,Wu wen xi dong,2018,Drama,6.4,882,15000000.0,119055731.0
USA,The Shallows,2016,"Drama, Horror, Thriller",6.3,117424,17000000.0,119100758.0
China,I Belonged to You,2016,"Drama, Romance",5.5,404,400000000.0,119107580.0
"France, Germany, USA",Unfaithful,2002,"Drama, Romance, Thriller",6.7,78388,50000000.0,119137784.0
USA,Beverly Hills Cop III,1994,"Action, Comedy, Crime",5.6,74684,50000000.0,119208989.0
"UK, Spain, Germany, USA, France",Sahara,2005,"Action, Adventure, Comedy",6.0,90793,130000000.0,119240351.0
USA,Fried Green Tomatoes,1991,Drama,7.7,65481,11000000.0,119418501.0
"USA, Germany",Charlie Wilson's War,2007,"Biography, Comedy, Drama",7.0,108507,75000000.0,119483446.0
"UK, USA",Allied,2016,"Action, Drama, Romance",7.1,137686,85000000.0,119520023.0
"Spain, USA",Wonder Park,2019,"Animation, Adventure, Comedy",5.8,9302,90000000.0,119559110.0
USA,Blazing Saddles,1974,"Comedy, Western",7.7,123476,2600000.0,119601481.0
"USA, Mexico, Australia",Dora and the Lost City of Gold,2019,"Adventure, Comedy, Family",6.1,21413,49000000.0,119682635.0
USA,Spy Kids 2: Island of Lost Dreams,2002,"Action, Adventure, Comedy",5.2,59287,38000000.0,119723358.0
USA,Road Trip,2000,Comedy,6.4,155391,16000000.0,119754278.0
USA,Parental Guidance,2012,"Comedy, Family",6.0,24582,25000000.0,119772232.0
"USA, UK, France, China, Canada",The Commuter,2018,"Action, Mystery, Thriller",6.3,99769,30000000.0,119942387.0
USA,Rocky V,1990,"Drama, Sport",5.3,124333,42000000.0,119946358.0
USA,The Omen,2006,"Action, Adventure, Fantasy",5.5,55534,25000000.0,119974972.0
"UK, France, Poland, Germany, USA",The Pianist,2002,"Biography, Drama, Music",8.5,707942,35000000.0,120072577.0
USA,We Bought a Zoo,2011,"Comedy, Drama, Family",7.1,132661,50000000.0,120081841.0
USA,Lethal Weapon,1987,"Action, Crime, Thriller",7.6,232381,15000000.0,120207127.0
"China, Hong Kong, Japan, Taiwan, South Korea, USA",Chi bi: Jue zhan tian xia,2009,"Action, Adventure, Drama",7.6,22629,80000000.0,120432178.0
USA,Eight Below,2006,"Adventure, Drama, Family",7.3,59899,40000000.0,120455994.0
USA,Instant Family,2018,"Comedy, Drama",7.3,76885,48000000.0,120556201.0
"USA, Mexico, UK",Apocalypto,2006,"Action, Adventure, Drama",7.8,286225,40000000.0,120673227.0
USA,Intolerable Cruelty,2003,"Comedy, Crime, Romance",6.2,89972,60000000.0,120801243.0
"Canada, South Korea, USA",The Nut Job,2014,"Animation, Adventure, Comedy",5.7,26151,42000000.0,120885527.0
USA,Starship Troopers,1997,"Action, Adventure, Sci-Fi",7.2,264611,105000000.0,121214377.0
"UK, USA",Last Christmas,2019,"Comedy, Drama, Romance",6.5,38133,25000000.0,121550750.0
"France, UK, USA",Pride & Prejudice,2005,"Drama, Romance",7.8,247664,28000000.0,121616555.0
"Hong Kong, China, USA",Deepwater Horizon,2016,"Action, Drama, History",7.1,146987,110000000.0,121790373.0
USA,Pinocchio,1940,"Animation, Comedy, Family",7.4,127618,2600000.0,121892045.0
USA,Executive Decision,1996,"Action, Adventure, Thriller",6.4,49772,55000000.0,121969216.0
"UK, Australia, USA, New Zealand",Peter Pan,2003,"Adventure, Family, Fantasy",6.8,65250,100000000.0,121975011.0
India,Secret Superstar,2017,"Drama, Music",7.9,19811,500000000.0,122026260.0
USA,Prisoners,2013,"Crime, Drama, Mystery",8.1,581167,46000000.0,122126687.0
USA,Mortal Kombat,1995,"Action, Adventure, Fantasy",5.8,99852,18000000.0,122195920.0
USA,Mousehunt,1997,Comedy,6.5,50512,38000000.0,122417389.0
USA,Invictus,2009,"Biography, Drama, History",7.3,147583,60000000.0,122426792.0
USA,Surrogates,2009,"Action, Sci-Fi, Thriller",6.3,167372,80000000.0,122444772.0
USA,Spirit: Stallion of the Cimarron,2002,"Animation, Adventure, Drama",7.1,63449,80000000.0,122563539.0
"China, Hong Kong",Tian jiang xiong shi,2015,"Action, Adventure, Drama",6.0,18069,65000000.0,122606884.0
USA,Zombieland: Double Tap,2019,"Action, Adventure, Comedy",6.7,125294,42000000.0,122810399.0
USA,Volcano,1997,"Action, Drama, Sci-Fi",5.5,70963,90000000.0,122823468.0
"UK, USA",The Pirates! In an Adventure with Scientists!,2012,"Animation, Adventure, Comedy",6.7,44121,55000000.0,123054041.0
"USA, Denmark, Australia",The Lego Ninjago Movie,2017,"Animation, Action, Adventure",6.0,21770,70000000.0,123081555.0
USA,The Curse of la Llorona,2019,"Horror, Mystery, Thriller",5.3,35088,9000000.0,123133739.0
USA,Big Fish,2003,"Adventure, Drama, Fantasy",8.0,408409,70000000.0,123218424.0
"USA, UK, France",Nanny McPhee,2005,"Comedy, Family, Fantasy",6.5,66040,25000000.0,123276807.0
USA,The Wedding Singer,1998,"Comedy, Music, Romance",6.8,132079,18000000.0,123306987.0
"UK, USA, France, Italy",The Queen,2006,"Biography, Drama, History",7.3,102517,9800000.0,123384128.0
"UK, Japan, USA",The Theory of Everything,2014,"Biography, Drama, Romance",7.7,390356,15000000.0,123726688.0
"USA, United Arab Emirates",The Time Machine,2002,"Action, Adventure, Sci-Fi",6.0,117239,80000000.0,123729176.0
USA,"Good Morning, Vietnam",1987,"Biography, Comedy, Drama",7.3,123551,13000000.0,123922370.0
USA,Ray,2004,"Biography, Drama, Music",7.7,136097,40000000.0,123971376.0
USA,The Thomas Crown Affair,1999,"Crime, Romance, Thriller",6.8,85504,48000000.0,124305181.0
USA,Coraline,2009,"Animation, Drama, Family",7.7,190867,60000000.0,124596837.0
USA,Ride Along 2,2016,"Action, Comedy, Crime",5.9,52409,40000000.0,124608438.0
USA,The Family Man,2000,"Comedy, Drama, Fantasy",6.8,101225,60000000.0,124745083.0
USA,Donnie Brasco,1997,"Biography, Crime, Drama",7.7,271973,35000000.0,124909762.0
USA,"Legally Blonde 2: Red, White & Blonde",2003,Comedy,4.8,60267,45000000.0,124914842.0
"USA, Canada",Rocky III,1982,"Drama, Sport",6.8,169852,17000000.0,125049125.0
USA,First Blood,1982,"Action, Adventure",7.7,221509,15000000.0,125212904.0
"USA, Canada, France, UK, India",Captain Underpants: The First Epic Movie,2017,"Animation, Action, Comedy",6.2,24337,38000000.0,125427681.0
USA,Happy Death Day,2017,"Horror, Mystery, Thriller",6.6,110766,4800000.0,125479266.0
USA,Ender's Game,2013,"Action, Adventure, Fantasy",6.6,220351,110000000.0,125544024.0
USA,I Know What You Did Last Summer,1997,"Horror, Mystery",5.7,130567,17000000.0,125586134.0
"China, Hong Kong, Canada, USA",Midway,2019,"Action, Adventure, Drama",6.7,57789,100000000.0,125619985.0
"USA, France, Bulgaria, Germany",Mechanic: Resurrection,2016,"Action, Adventure, Thriller",5.7,74364,40000000.0,125729635.0
