country,original_title,year,genre,avg_vote,votes,worlwide_gross_income
France,Maryland,2015,Drama,6.2,5597,460997.0
Japan,Kikujirô no natsu,1999,Drama,7.8,18112,461259.0
France,Mutafukaz,2017,Animation,6.7,3203,461724.0
Bahamas,The Bag Man,2014,Action,5.2,16072,461780.0
USA,Before We Go,2014,Comedy,6.8,50513,462875.0
France,Demonlover,2002,Drama,5.9,4757,462976.0
UK,Outpost,2008,Action,5.9,16001,463377.0
Canada,They Wait,2007,Horror,5.3,3202,463890.0
India,Ghanchakkar,2013,Comedy,5.8,4649,464803.0
France,Kaena: La prophétie,2003,Animation,6.0,3818,465618.0
France,Dog Pound,2010,Drama,7.0,10680,465725.0
USA,Hustle,1975,Crime,6.1,2130,465788.0
India,Kyon Ki...,2005,Drama,5.5,3500,466647.0
Sweden,Masjävlar,2004,Comedy,6.3,3641,466835.0
Australia,True History of the Kelly Gang,2019,Biography,6.0,5232,467198.0
USA,The Killing Room,2009,Mystery,5.7,13559,467220.0
France,Intersections,2013,Action,5.9,2808,467282.0
Brazil,O Som ao Redor,2012,Drama,7.2,6992,467491.0
USA,Time Freak,2018,Comedy,5.8,6462,467705.0
India,Spyder,2017,Action,6.6,8804,467720.0
USA,Killer of Sheep,1978,Drama,7.3,5929,468460.0
Spain,Requisitos para ser una persona normal,2015,Comedy,6.4,2618,468761.0
Germany,Der bewegte Mann,1994,Comedy,6.5,5723,468930.0
UK,In the Bleak Midwinter,1995,Comedy,7.1,2337,469571.0
France,White Bird in a Blizzard,2014,Drama,6.4,26610,469701.0
Denmark,Journal 64,2018,Crime,7.4,11473,470308.0
USA,Personal Effects,2009,Drama,6.2,8197,471645.0
USA,Beer League,2006,Comedy,5.9,7615,472185.0
USA,Party Girl,1995,Comedy,6.6,4441,472370.0
India,Vada Chennai,2018,Action,8.5,9563,472865.0
Philippines,On the Job,2013,Action,7.0,2467,472890.0
USA,Humpday,2009,Comedy,6.0,5452,473980.0
Brazil,À Deriva,2009,Drama,6.8,2751,474422.0
UK,Plunkett & Macleane,1999,Action,6.4,9524,474900.0
Germany,Die dunkle Seite des Mondes,2015,Mystery,6.3,3750,474926.0
USA,The Babymakers,2012,Comedy,4.9,8339,475511.0
USA,Good Advice,2001,Comedy,6.2,6656,475628.0
USA,Blue Car,2002,Drama,6.5,3367,476551.0
USA,Keane,2004,Drama,6.9,5275,476630.0
France,Dante 01,2008,Sci-Fi,4.9,5623,476875.0
UK,Howl,2015,Action,5.4,11269,477656.0
France,Novo,2002,Drama,5.7,2461,478262.0
USA,The Gravedancers,2006,Horror,5.5,9181,478535.0
Italy,It's All About Love,2003,Drama,5.4,7886,478996.0
Sweden,Bekas,2012,Adventure,7.5,4386,479226.0
France,Le père de mes enfants,2009,Drama,6.7,2381,480834.0
USA,I Origins,2014,Drama,7.4,112923,481234.0
India,Tere Naal Love Ho Gaya,2012,Comedy,5.8,3974,481796.0
Spain,"Te quiero, imbécil",2020,Comedy,5.8,2215,482113.0
Turkey,Deli Yürek: Bumerang Cehennemi,2001,Action,6.6,3711,482926.0
Canada,My Little Pony: Equestria Girls,2013,Animation,6.2,4653,485232.0
USA,Cooties,2014,Action,5.7,22433,485544.0
USA,Meet the Applegates,1990,Comedy,5.5,2144,485772.0
USA,Meet Me in St. Louis,1944,Comedy,7.6,19887,485932.0
USA,September,1987,Drama,6.5,8914,486434.0
USA,Beach Rats,2017,Drama,6.4,11833,486623.0
UK,The Browning Version,1994,Drama,7.2,2969,487391.0
UK,London Fields,2018,Crime,4.3,5125,487420.0
Ireland,What Richard Did,2012,Drama,6.3,4793,488327.0
USA,Unconditional Love,2002,Comedy,6.8,3496,489075.0
Argentina,Zama,2017,Drama,6.8,5285,489692.0
Denmark,Brødre,2004,Drama,7.5,10676,489706.0
Japan,Kôkaku kidôtai 2.0,2008,Animation,8.0,13498,489807.0
USA,Open Grave,2013,Horror,6.2,27548,489812.0
UK,Another Me,2013,Mystery,4.7,5296,489884.0
USA,Backtrace,2018,Action,3.7,2971,490636.0
India,Trance,2020,Drama,7.3,3480,490855.0
UK,I'll Sleep When I'm Dead,2003,Crime,5.8,8239,490964.0
France,Wolves,2014,Action,5.3,8016,491154.0
France,A Promise,2013,Drama,5.7,3816,491204.0
Poland,Czlowiek z zelaza,1981,Drama,7.4,2993,492035.0
USA,Two Night Stand,2014,Comedy,6.4,64254,492332.0
UK,The Tournament,2009,Action,6.1,33815,493459.0
India,Joker,2012,Comedy,2.4,4953,494079.0
Romania,Amintiri din epoca de aur,2009,Comedy,7.8,4993,494486.0
USA,The Invisible Circus,2001,Drama,5.6,2888,494630.0
Greece,Kynodontas,2009,Drama,7.3,79540,494825.0
Senegal,Moolaadé,2004,Drama,7.6,3505,495270.0
USA,Idiocracy,2006,Adventure,6.6,141873,495303.0
Australia,Not Suitable for Children,2012,Comedy,5.8,4851,495760.0
France,Vénus beauté (institut),1999,Comedy,6.3,3948,495870.0
France,Avril et le monde truqué,2015,Animation,7.3,6566,495879.0
UK,Bent,1997,Drama,7.2,7556,496059.0
India,Unda,2019,Action,8.0,2981,496417.0
UK,Colour Me Kubrick: A True...ish Story,2005,Comedy,6.1,6239,497009.0
Spain,Paintball,2009,Action,3.8,2366,497693.0
Spain,Nuestros amantes,2016,Comedy,6.7,3483,498011.0
USA,While She Was Out,2008,Crime,4.8,6367,498088.0
India,Hamari Adhuri Kahani,2015,Drama,6.7,5150,498774.0
France,Le temps du loup,2003,Drama,6.6,9625,499149.0
UK,Archipelago,2010,Drama,6.4,2352,499389.0
USA,Home of the Brave,2006,Action,5.6,10379,499620.0
USA,Smashed,2012,Drama,6.8,16280,499725.0
France,CQ,2001,Drama,6.2,4544,499891.0
Japan,Hana-bi,1997,Crime,7.8,26963,500000.0
UK,Good Vibrations,2012,Biography,7.2,4711,500168.0
USA,Breathe In,2013,Drama,6.4,13990,500207.0
USA,The Forger,2014,Crime,5.8,11733,500304.0
Italy,Le fate ignoranti,2001,Drama,7.3,8470,500930.0
France,Synonymes,2019,Comedy,6.5,4418,501223.0
Japan,The King of Fighters,2010,Action,3.0,4037,502153.0
India,Queen,2013,Adventure,8.2,59478,502391.0
USA,The Bleeder,2016,Biography,6.5,5495,502518.0
France,Éloge de l'amour,2001,Drama,6.5,2640,503548.0
USA,Wildling,2018,Drama,5.5,11506,504718.0
USA,The Inevitable Defeat of Mister & Pete,2013,Drama,7.5,5128,506303.0
Netherlands,Renesse,2016,Comedy,6.2,3843,506588.0
USA,Kite,2014,Action,4.4,5663,507180.0
UK,The Other End of the Line,2008,Comedy,6.2,5706,507534.0
France,Eden,2014,Biography,6.4,4358,507914.0
UK,The Good Night,2007,Comedy,5.8,8184,508084.0
UK,Una,2016,Drama,6.2,9251,508169.0
Turkey,Zenne Dancer,2011,Biography,7.2,2492,509253.0
Pakistan,Bol,2011,Drama,8.2,8505,509872.0
UK,The Tall Guy,1989,Comedy,6.2,4338,510712.0
USA,Bullitt,1968,Action,7.4,59535,511350.0
UK,Safe,1995,Drama,7.2,13000,512245.0
Netherlands,De aanslag,1986,Drama,7.2,2996,512403.0
USA,Big Eden,2000,Comedy,7.3,4045,512451.0
Germany,Requiem,2006,Drama,6.9,5547,513737.0
France,Un amour de jeunesse,2011,Drama,6.6,4720,514913.0
USA,"Love, Wedding, Marriage",2011,Comedy,4.9,8925,515823.0
Canada,The Five Senses,1999,Comedy,6.5,2958,515847.0
USA,Tape,2001,Drama,7.3,18519,515900.0
Japan,Kôkaku Kidôtai,1995,Animation,8.0,125549,515905.0
USA,Boys,1996,Drama,5.0,3400,516349.0
Japan,Hachi-gatsu no rapusodî,1991,Drama,7.2,6128,516431.0
Australia,Babyteeth,2019,Comedy,7.0,4129,516449.0
France,Homo Faber,1991,Drama,6.7,2946,516517.0
Ireland,The Devil's Doorway,2018,Horror,5.2,2571,516660.0
Hong Kong,Sam gang 2,2004,Horror,7.0,18467,516930.0
Japan,Hotaru no haka,1988,Animation,8.5,225438,516962.0
India,Vishwaroopam 2,2018,Action,5.9,2113,517375.0
South Korea,In-lyu-myeol-mang-bo-go-seo,2012,Comedy,5.9,3154,517717.0
USA,Shadowboxer,2005,Action,5.5,6483,519802.0
France,Du rififi chez les hommes,1955,Crime,8.2,26468,521342.0
UK,Wake of Death,2004,Action,5.7,8724,521918.0
France,Playtime,1967,Comedy,7.9,18716,521990.0
USA,Splinter,2008,Horror,6.1,32685,522497.0
Belgium,Flying Home,2014,Drama,6.1,4497,522792.0
USA,The Myth of Fingerprints,1997,Comedy,5.9,2413,523025.0
Romania,A fost sau n-a fost?,2006,Comedy,7.4,6991,523703.0
India,Kaithi,2019,Action,8.5,8400,524061.0
Sweden,Farväl Falkenberg,2006,Drama,6.6,2677,524092.0
Aruba,The Order,2001,Action,4.7,7731,524637.0
Australia,Proof,1991,Drama,7.2,6100,524668.0
UK,Still Crazy,1998,Comedy,7.0,7533,524864.0
Turkey,Pandora'nin kutusu,2008,Drama,7.2,2206,526171.0
USA,Willy Wonka & the Chocolate Factory,1971,Family,7.8,173962,527081.0
Norway,Miss Julie,2014,Drama,5.4,5067,527094.0
Sweden,Ondskan,2003,Drama,7.8,35142,528245.0
UK,Churchill: The Hollywood Years,2004,Comedy,4.9,2334,529546.0
USA,Things to Do in Denver When You're Dead,1995,Crime,6.8,25731,529766.0
France,Lukas,2018,Action,5.9,4549,530496.0
UK,Funny Bones,1995,Comedy,6.8,3471,532268.0
China,Da hong zha,2018,Action,3.2,3413,532377.0
Iran,Gabbeh,1996,Drama,6.9,2968,532629.0
India,Kahaani 2,2016,Mystery,6.6,4838,532877.0
UK,Kill Your Friends,2015,Comedy,6.0,8800,533147.0
USA,Creature,2011,Horror,3.6,2774,533235.0
USA,What They Had,2018,Drama,6.6,3090,533579.0
India,Judgementall Hai Kya,2019,Comedy,6.0,4816,534878.0
USA,Down,2001,Action,4.6,4073,535658.0
South Korea,Bi-mong,2008,Drama,6.6,3600,535872.0
USA,Underneath,1995,Crime,6.1,3109,536023.0
India,Parava,2017,Action,8.1,3059,536418.0
Canada,Eddie and the Cruisers II: Eddie Lives!,1989,Drama,6.3,2643,536508.0
India,Karwaan,2018,Comedy,7.5,12322,536525.0
UK,The Young Poisoner's Handbook,1995,Crime,7.1,3412,536825.0
India,Players,2012,Action,4.1,3919,536945.0
USA,Pretty Persuasion,2005,Comedy,6.5,9821,537126.0
USA,Force of Nature,2020,Action,4.4,3609,537474.0
USA,Kids in America,2005,Comedy,5.7,2596,537667.0
France,Lila dit ça,2004,Crime,6.9,4660,537871.0
UK,Clockwatchers,1997,Comedy,6.5,4503,537948.0
Israel,The Golem,2018,Drama,5.6,3765,538176.0
France,Douches froides,2005,Drama,6.1,2190,538208.0
Turkey,Reis,2017,Biography,1.4,72151,538551.0
India,Villain,2017,Action,6.3,2107,538997.0
UK,Buster,1988,Comedy,5.8,3216,540000.0
USA,Lymelife,2008,Comedy,6.9,13640,540403.0
Hungary,"Liza, a rókatündér",2015,Comedy,7.6,8084,540928.0
USA,The Last Shot,2004,Comedy,5.6,4096,541330.0
India,Saathiya,2002,Drama,6.9,6506,541367.0
Chile,El Club,2015,Comedy,7.2,9374,541515.0
Germany,The Big White,2005,Comedy,6.4,13802,541840.0
Canada,Love & Human Remains,1993,Comedy,6.7,2418,542985.0
UK,The Day Shall Come,2019,Comedy,5.9,2898,543993.0
Japan,Toki o kakeru shôjo,2006,Animation,7.7,58623,544006.0
UK,Once Upon a Time in the Midlands,2002,Comedy,6.2,4137,544512.0
Canada,He's Out There,2018,Horror,5.2,6558,544674.0
Thailand,Ninja: Shadow of a Tear,2013,Action,6.2,11149,544853.0
Austria,Hundstage,2001,Drama,7.1,5838,545117.0
Norway,Battle,2018,Drama,6.0,3461,545206.0
USA,Primer,2004,Drama,6.9,96229,545436.0
India,Angrej,2015,Romance,8.5,2838,545546.0
Japan,Omohide poro poro,1991,Animation,7.6,25467,545825.0
UK,Masked and Anonymous,2003,Comedy,5.4,4402,546106.0
USA,Rudderless,2014,Comedy,7.5,17263,546149.0
USA,A Girl Walks Home Alone at Night,2014,Drama,7.0,29994,546352.0
Germany,Systemsprenger,2019,Drama,7.8,7723,546444.0
Iceland,101 Reykjavík,2000,Comedy,6.8,9251,546459.0
Canada,Heavy Metal,1981,Animation,6.7,30879,546545.0
France,Planetarium,2016,Drama,4.6,2862,546584.0
India,Vikram Vedha,2017,Action,8.6,24441,546792.0
France,Foxfire,2012,Crime,6.1,2134,548579.0
USA,Amazon Women on the Moon,1987,Comedy,6.2,9815,548696.0
India,Dhadak,2018,Drama,4.5,8936,549628.0
Italy,Hungry Hearts,2014,Drama,6.4,4489,549823.0
South Korea,Chingoo,2001,Action,7.3,4592,550031.0
Spain,Open Windows,2014,Crime,5.2,13422,550108.0
USA,Nobel Son,2007,Comedy,6.3,5550,550782.0
France,Pasolini,2014,Biography,5.9,3306,551192.0
USA,Viral,2016,Drama,5.5,7995,551760.0
India,Rangasthalam,2018,Action,8.4,17902,551820.0
USA,Jinn,2014,Fantasy,4.2,4496,552698.0
Romania,Nunta muta,2008,Comedy,7.9,5376,553018.0
Spain,Los cronocrímenes,2007,Horror,7.2,56712,553198.0
USA,American Violet,2008,Drama,7.0,2372,554434.0
Germany,Every Thing Will Be Fine,2015,Drama,5.4,5804,554953.0
Japan,Mogari no mori,2007,Drama,6.9,2264,555614.0
Pakistan,Waar,2013,Action,7.9,29323,556003.0
Japan,Tonî Takitani,2004,Drama,7.3,4183,556268.0
India,Dus,2005,Action,5.5,3057,558160.0
UK,Shooting Dogs,2005,Drama,7.7,10901,558588.0
Chile,La Danza de la Realidad,2013,Biography,7.5,7590,558636.0
USA,Three,2005,Drama,4.9,8994,558764.0
Chile,Poesía Sin Fin,2016,Biography,7.6,4826,559029.0
USA,The Grass Harp,1995,Comedy,7.0,2952,559771.0
USA,Bottle Rocket,1996,Comedy,7.0,68528,560069.0
Australia,Felony,2013,Crime,6.1,4864,561369.0
USA,Steel Dawn,1987,Action,5.2,4535,562187.0
Finland,Hymyilevä mies,2016,Biography,7.2,3934,562537.0
Japan,Gojira,1954,Action,7.6,28109,562711.0
Japan,Like Someone in Love,2012,Drama,7.0,9917,562878.0
Japan,Pâfekuto burû,1997,Animation,8.0,54174,563130.0
UK,As You Like It,2006,Drama,6.1,2992,563162.0
Austria,Import Export,2007,Drama,7.1,5378,563513.0
Russia,Ovsyanki,2010,Drama,6.7,2122,563554.0
USA,Ira & Abby,2006,Comedy,6.5,2132,563611.0
USA,Poolhall Junkies,2002,Comedy,6.9,9536,563711.0
Ireland,Triage,2009,Drama,6.5,9880,563760.0
USA,Margaret,2011,Drama,6.4,15699,564864.0
Canada,Cube,1997,Drama,7.2,207027,565727.0
UK,Wilderness,2006,Horror,6.1,9180,566098.0
Switzerland,Adieu au langage,2014,Drama,5.9,5399,566423.0
UK,Tideland,2005,Drama,6.5,31412,566611.0
Canada,Precious Cargo,2016,Action,4.6,8297,567064.0
UK,To Kill a King,2003,Biography,6.2,2940,567471.0
India,Yuva,2004,Action,7.4,8381,567746.0
Turkey,Borç Harç,2019,Comedy,1.4,4096,568757.0
UK,Miss Conception,2008,Comedy,4.6,2620,569206.0
UK,The Falling,2014,Drama,5.4,5903,569498.0
India,Velaikkaran,2017,Action,7.3,3018,569727.0
South Korea,Dohee-ya,2014,Drama,6.9,2350,569809.0
USA,Mishima: A Life in Four Chapters,1985,Biography,8.0,8630,569996.0
USA,A Map of the World,1999,Drama,6.6,4008,570708.0
Germany,First Snow,2006,Drama,6.2,7773,571485.0
USA,Deceiver,1997,Crime,6.7,5970,572433.0
UK,Bullet Boy,2004,Drama,6.5,2412,572990.0
Mexico,Vuelven,2017,Fantasy,7.0,4953,576598.0
Poland,Jestem morderca,2016,Crime,7.0,2356,578768.0
Japan,Kidô keisatsu patorebâ: Gekijô-ban,1989,Animation,7.1,4459,578959.0
USA,Around the Bend,2004,Drama,6.4,4123,579350.0
USA,The New Daughter,2009,Horror,5.3,14032,579626.0
USA,Bedeviled,2016,Horror,4.2,2837,579942.0
USA,All the Real Girls,2003,Drama,6.8,10206,579986.0
Germany,Palermo Shooting,2008,Drama,6.2,2743,580203.0
USA,Novitiate,2017,Drama,6.6,3732,580346.0
USA,Love & Sex,2000,Comedy,6.2,5172,580372.0
Canada,Touch of Pink,2004,Drama,6.5,3994,581055.0
India,36 China Town,2006,Comedy,5.6,4149,581202.0
Czech Republic,The Painted Bird,2019,Drama,7.3,2400,581299.0
France,Zui hao de shi guang,2005,Drama,7.0,5309,581875.0
Hungary,Fehér isten,2014,Drama,6.9,14798,581904.0
Thailand,Kerd ma lui,2004,Action,6.2,2779,583521.0
Canada,The 9th Life of Louis Drax,2016,Mystery,6.3,13255,584723.0
Austria,Klimt,2006,Biography,5.2,2795,584991.0
Japan,Mimi wo sumaseba,1995,Animation,7.9,48919,585013.0
United Arab Emirates,Benji,2018,Crime,6.3,3595,585333.0
UK,Seberg,2019,Biography,5.6,4422,585845.0
France,Boarding Gate,2007,Drama,5.1,3464,586888.0
India,Papanasam,2015,Drama,8.4,5438,586973.0
USA,Upstream Color,2013,Drama,6.7,30920,587174.0
USA,Thunderstruck,2012,Comedy,5.1,4616,587211.0
Spain,La influencia,2019,Horror,4.5,2641,587782.0
Hungary,"Ruben Brandt, a gyujto",2018,Animation,7.5,5635,587993.0
India,Phir Bhi Dil Hai Hindustani,2000,Comedy,6.2,6702,588606.0
Ireland,Twelfth Night or What You Will,1996,Comedy,7.2,5579,588621.0
USA,Prefontaine,1997,Biography,6.8,6784,589304.0
Turkey,Kisik Ateste 15 Dakika,2006,Comedy,6.2,2083,589751.0
USA,The Walker,2007,Crime,5.8,5171,590416.0
USA,The Third Miracle,1999,Drama,6.5,3138,591142.0
Canada,Last Night,1998,Comedy,7.1,9204,591165.0
USA,Night of the Creeps,1986,Comedy,6.8,20145,591366.0
USA,Compliance,2012,Crime,6.4,30693,592116.0
China,Yi ge dou bu neng shao,1999,Drama,7.7,8112,592586.0
Russia,Gruz 200,2007,Crime,7.1,7617,592673.0
Romania,Doua lozuri,2016,Comedy,7.7,10365,593418.0
India,Boss,2013,Action,5.1,10090,594283.0
USA,Are You Here,2013,Comedy,5.3,14866,594396.0
Guatemala,Ixcanul,2015,Drama,7.1,2618,594836.0
UK,In the Blood,2014,Action,5.7,11114,594860.0
Germany,My First Mister,2001,Comedy,7.1,5358,595005.0
USA,Blue Like Jazz,2012,Comedy,5.9,2875,595018.0
India,Maharshi,2019,Action,7.3,5376,595200.0
France,L'enfer,2005,Drama,6.8,2347,595618.0
USA,Trust,2010,Crime,6.9,40750,595802.0
Argentina,Esperando la carroza,1985,Comedy,8.1,5368,596550.0
India,Fiza,2000,Action,6.1,3738,596591.0
USA,The One I Love,2014,Comedy,7.1,34444,596933.0
UK,Reprisal,2018,Action,4.2,5557,598625.0
Germany,Berlin Calling,2008,Comedy,7.3,13205,598894.0
USA,To Kill a Mockingbird,1962,Crime,8.2,288787,599146.0
USA,The Fluffer,2001,Drama,5.6,2714,599523.0
Germany,Freier Fall,2013,Drama,7.6,17725,599721.0
Ireland,Jimi: All Is by My Side,2013,Biography,5.7,6183,599840.0
South Korea,Geumul,2016,Drama,7.3,2759,599913.0
Japan,Oh Lucy!,2017,Comedy,6.8,2702,600145.0
UK,National Theatre Live: Frankenstein,2011,Drama,8.7,3062,600363.0
Belgium,Belgica,2016,Drama,6.7,4060,600455.0
Japan,Hoshi o ou kodomo,2011,Animation,7.2,13197,600486.0
Australia,The Little Death,2014,Comedy,7.1,24753,601162.0
Peru,Contracorriente,2009,Drama,7.7,6372,602059.0
USA,Orgazmo,1997,Comedy,6.2,34181,602302.0
Canada,Reasonable Doubt,2014,Crime,5.7,18545,602802.0
Philippines,The Hows of Us,2018,Drama,7.3,2362,603917.0
Germany,Der goldene Handschuh,2019,Crime,6.7,8184,604479.0
France,Tatie Danielle,1990,Comedy,7.1,3265,604624.0
UK,Summer in February,2013,Biography,5.6,3819,605403.0
India,Kaappaan,2019,Action,6.4,3467,605756.0
Denmark,Dear Wendy,2005,Comedy,6.6,9770,607229.0
UK,Three and Out,2008,Comedy,6.2,2083,607324.0
USA,Mr. Right,2015,Action,6.3,49106,607595.0
USA,Ruby Cairo,1992,Mystery,5.0,2082,608866.0
Canada,Dead Before Dawn 3D,2012,Adventure,4.7,3261,608881.0
Turkey,Gen,2006,Thriller,3.9,3390,609006.0
UK,The Wee Man,2013,Drama,6.1,2091,609607.0
USA,Henry: Portrait of a Serial Killer,1986,Biography,7.0,31167,609939.0
South Korea,Da-reun na-ra-e-seo,2012,Drama,6.4,2934,611365.0
Canada,Léolo,1992,Comedy,7.5,6608,611703.0
Spain,The Returned,2013,Crime,5.9,7987,612521.0
Palestine,Omar,2013,Crime,7.5,12980,614444.0
USA,The Angriest Man in Brooklyn,2014,Comedy,5.7,20633,615198.0
Iceland,"Hvítur, hvítur dagur",2019,Drama,6.9,2207,615217.0
USA,Lost River,2014,Drama,5.7,16812,615500.0
USA,The Bronze,2015,Comedy,6.1,9660,615816.0
China,Hai yang tian tang,2010,Drama,7.6,2331,616319.0
India,96,2018,Drama,8.6,16525,616333.0
India,London Dreams,2009,Drama,5.3,4079,618067.0
Austria,Paradies: Glaube,2012,Drama,6.8,4150,618696.0
USA,Killerman,2019,Action,5.4,3200,619855.0
Japan,Gekijô-ban - Bishôjo senshi Sêrâ Mûn R,1993,Animation,7.7,2241,619902.0
Norway,Sykt lykkelig,2010,Comedy,6.5,2907,620238.0
Australia,Better Than Sex,2000,Comedy,6.3,2092,620388.0
India,LOC: Kargil,2003,Drama,5.2,2447,621103.0
Mexico,Cronos,1993,Horror,6.7,26368,621392.0
USA,The Grey Zone,2001,Drama,7.0,10154,621592.0
USA,Range 15,2016,Action,5.0,5106,621738.0
USA,It's My Party,1996,Drama,7.2,2704,622503.0
USA,Sherrybaby,2006,Drama,6.6,11341,622806.0
USA,Nancy Drew and the Hidden Staircase,2019,Comedy,5.7,3400,623088.0
Sweden,De ofrivilliga,2008,Drama,7.1,4729,623849.0
Netherlands,Karakter,1997,Crime,7.7,10302,623983.0
Spain,La virgen de los sicarios,2000,Crime,6.8,3732,624525.0
USA,Wuthering Heights,1939,Drama,7.6,16033,624643.0
France,Nuit blanche,2011,Action,6.7,4497,624913.0
Italy,Johnny Stecchino,1991,Comedy,7.2,9766,626057.0
USA,The House of Yes,1997,Comedy,6.6,7510,626057.0
India,Varathan,2018,Action,7.5,2595,626221.0
USA,I'm Still Here,2010,Comedy,6.2,20538,626396.0
India,Virus,2019,Drama,8.0,3659,626930.0
USA,Secret of the Wings,2012,Animation,7.1,10395,627018.0
France,Naissance des pieuvres,2007,Drama,6.7,9639,628258.0
Hong Kong,Chung Hing sam lam,1994,Comedy,8.1,60025,630512.0
UK,Camille,2008,Comedy,6.0,4510,631318.0
Croatia,Zvizdan,2015,Drama,7.1,3193,631431.0
India,Fukrey Returns,2017,Comedy,6.5,4524,631495.0
India,Ala Vaikunthapurramuloo,2020,Action,7.1,6254,631683.0
UK,Grey Owl,1999,Biography,6.0,3337,632617.0
Italy,All Roads Lead to Rome,2015,Comedy,4.9,4982,633733.0
Uruguay,Whisky,2004,Comedy,7.1,5338,633761.0
Spain,A cambio de nada,2015,Drama,6.5,2230,633906.0
USA,Wassup Rockers,2005,Comedy,6.0,4620,634074.0
India,Tumhari Sulu,2017,Comedy,7.0,4477,634114.0
India,No One Killed Jessica,2011,Biography,7.2,10748,634297.0
USA,Ride with the Devil,1999,Drama,6.7,12816,635096.0
USA,Kaboom,2010,Comedy,5.7,12318,635162.0
UK,My Life So Far,1999,Biography,6.4,2780,635620.0
USA,Guinevere,1999,Drama,6.0,2372,635680.0
India,Batti Gul Meter Chalu,2018,Drama,6.0,4361,635869.0
Canada,Siberia,2018,Crime,4.3,11882,636366.0
USA,Not Fade Away,2012,Drama,6.0,4279,636399.0
USA,The Virginity Hit,2010,Comedy,4.6,3744,636706.0
USA,One from the Heart,1981,Drama,6.5,5265,636796.0
USA,Welcome to Me,2014,Comedy,5.9,17973,636819.0
UK,Line of Duty,2019,Action,5.3,4426,638182.0
USA,Lovely Molly,2011,Drama,5.3,9179,638274.0
Thailand,Beautiful Boxer,2004,Action,7.1,3076,638317.0
USA,Stay,2006,Comedy,5.8,3104,638627.0
USA,The Wild Bunch,1969,Action,7.9,76081,638641.0
Italy,Il mostro,1994,Comedy,7.5,9465,638645.0
Russia,Neadekvatnye lyudi,2010,Comedy,7.4,3904,638726.0
Germany,Das weiße Rauschen,2001,Drama,7.1,3111,640175.0
India,Marjaavaan,2019,Action,3.5,2565,641154.0
USA,Lying and Stealing,2019,Crime,5.3,3707,641509.0
USA,Love and Honor,2013,Drama,5.7,8829,641929.0
India,Thaanaa Serndha Koottam,2018,Action,6.8,4685,641973.0
Australia,I Am Mother,2019,Drama,6.7,70725,643593.0
France,Une fille facile,2019,Comedy,5.6,2728,644582.0
USA,The Public,2018,Drama,6.6,2935,644740.0
USA,Focus,2001,Drama,6.7,2900,645418.0
New Zealand,The Tattooist,2007,Drama,5.1,3024,645898.0
UK,Storage 24,2012,Action,4.4,6542,646175.0
India,Special Chabbis,2013,Crime,8.0,49678,647074.0
USA,Twixt,2011,Comedy,4.8,10277,647839.0
USA,The Oh in Ohio,2006,Comedy,5.5,5975,648183.0
India,Carry on Jatta,2012,Comedy,8.3,2927,648911.0
USA,The Family Fang,2015,Comedy,6.1,7682,649555.0
France,The Extra Man,2010,Comedy,5.8,4726,649626.0
Australia,Goldstone,2016,Crime,6.5,4344,650352.0
Italy,The Haunting of Helena,2012,Horror,4.9,3611,651902.0
Serbia,In Secret,2013,Crime,6.1,7536,652228.0
South Korea,Soom,2007,Drama,6.9,4506,652321.0
Japan,Yogen,2004,Horror,6.2,4063,652525.0
Hong Kong,Tai gik Cheung Sam Fung,1993,Action,7.2,9286,652527.0
India,Rascals,2011,Action,2.9,2516,652756.0
India,Jatt & Juliet,2012,Comedy,7.5,2292,653479.0
India,No Problem,2010,Action,4.2,2123,654369.0
Japan,Hana to Arisu,2004,Comedy,7.3,3717,654448.0
Afghanistan,"Syngué sabour, pierre de patience",2012,Drama,6.9,4503,654587.0
USA,Terri,2011,Comedy,6.5,9350,655802.0
USA,The Last Time,2006,Comedy,6.1,3466,655968.0
USA,SubUrbia,1996,Comedy,6.8,8694,656747.0
