country,original_title,year,genre,avg_vote,votes,worlwide_gross_income
USA,THX 1138,1971,Drama,6.7,47108,2437000.0
Italy,Son of the Pink Panther,1993,Comedy,3.9,4759,2438031.0
Norway,Fritt vilt III,2010,Horror,5.1,3721,2439448.0
Italy,Il primo re,2019,Drama,6.5,4052,2440478.0
India,Bigil,2019,Action,6.8,9575,2441136.0
UK,The Informer,2019,Crime,6.6,15449,2441411.0
USA,Highwaymen,2004,Action,5.7,8310,2442378.0
South Korea,Hae anseon,2002,Action,6.5,3179,2442863.0
UK,Lean on Pete,2017,Drama,7.2,10704,2443584.0
India,Kabir Singh,2019,Crime,7.1,25077,2445252.0
USA,Some Kind of Beautiful,2014,Comedy,5.7,13372,2446097.0
France,Les combattants,2014,Adventure,6.6,5211,2446362.0
USA,The Hand,1981,Drama,5.5,5416,2447576.0
France,The Tree,2010,Drama,6.6,4350,2450045.0
Israel,Hearat Shulayim,2011,Comedy,7.1,5649,2451259.0
Finland,Puhdistus,2012,Crime,7.1,3469,2451380.0
UK,My Beautiful Laundrette,1985,Comedy,6.8,13990,2451545.0
UK,Crime Spree,2003,Action,6.5,5228,2451607.0
India,Piku,2015,Comedy,7.6,28155,2452343.0
India,Tees Maar Khan,2010,Comedy,2.5,11120,2454414.0
China,Hua pi 2,2012,Fantasy,6.2,3102,2455359.0
USA,Catacombs,2007,Horror,4.6,8308,2455422.0
USA,Last Days,2005,Drama,5.8,21481,2456454.0
South Korea,Gyeongseonghakyoo: Sarajin sonyeodeul,2015,Horror,5.7,3099,2457364.0
France,Ricky,2009,Comedy,5.7,2781,2458036.0
France,Joueuse,2009,Drama,6.9,2576,2458601.0
Turkey,Yol Arkadasim,2017,Comedy,6.1,5489,2459261.0
USA,Class of 1999,1990,Action,5.9,6566,2459895.0
USA,Ask the Dust,2006,Drama,5.8,9108,2460057.0
Hungary,Kincsem,2017,Adventure,7.4,5131,2462699.0
USA,Bamboozled,2000,Comedy,6.5,10255,2463650.0
USA,Afterglow,1997,Comedy,6.1,3229,2465960.0
Canada,Wonderland,2003,Crime,6.6,21047,2466444.0
Turkey,Tatlim Tatlim,2017,Comedy,5.7,2694,2467470.0
USA,Match,2014,Comedy,6.7,2071,2472166.0
USA,Jefferson in Paris,1995,Biography,5.7,2775,2473668.0
China,Tuya de hun shi,2006,Drama,7.2,2184,2476766.0
Canada,Cairo Time,2009,Drama,6.6,6206,2477315.0
USA,Eliza Graves,2014,Drama,6.8,50223,2478806.0
Hong Kong,Chin gei bin II: Faa dou dai zin,2004,Action,4.9,2336,2481929.0
India,13B: Fear Has a New Address,2009,Drama,7.3,5583,2482072.0
Turkey,Bir Baba Hindu,2016,Action,2.8,2239,2483680.0
UK,Moonlight and Valentino,1995,Comedy,5.7,3436,2484226.0
France,Le concile de pierre,2006,Adventure,4.8,2208,2486909.0
Japan,Mibu gishi den,2002,Drama,7.5,4737,2487338.0
UK,The Stepfather,1987,Horror,6.8,12748,2488740.0
USA,Choose Me,1984,Comedy,6.7,2567,2490233.0
Spain,Torremolinos 73,2003,Comedy,6.6,3602,2491037.0
USA,"Silent Night, Deadly Night",1984,Horror,5.9,13093,2491460.0
UK,The Stupids,1996,Adventure,4.3,6388,2491989.0
USA,Desert Hearts,1985,Drama,7.0,4992,2492088.0
Serbia,Parada,2011,Comedy,7.3,11267,2492128.0
USA,Rumble Fish,1983,Crime,7.2,31122,2494480.0
USA,Fire with Fire,2012,Action,5.6,24763,2500277.0
USA,Red Rock West,1993,Crime,7.0,19796,2502551.0
UK,Truth or Dare,2012,Horror,5.6,8558,2504058.0
China,San xia hao ren,2006,Drama,7.3,5737,2504465.0
Netherlands,Achtste-groepers huilen niet,2012,Drama,7.5,3000,2505687.0
USA,Grace Unplugged,2013,Drama,6.1,3204,2507201.0
Australia,The Rover,2014,Action,6.4,43851,2510007.0
USA,LBJ,2016,Biography,6.5,5532,2510151.0
USA,Reform School Girls,1986,Crime,5.3,2121,2510433.0
Hungary,Sorstalanság,2005,Drama,6.9,6444,2512009.0
Colombia,Pájaros de verano,2018,Crime,7.5,9440,2517405.0
UK,Aces: Iron Eagle III,1992,Action,3.7,2647,2517600.0
USA,Restless,2011,Drama,6.8,17242,2518012.0
India,Ittefaq,2017,Mystery,7.2,9875,2520487.0
Germany,Lonely Hearts,2006,Biography,6.4,19981,2520835.0
France,Les traducteurs,2019,Mystery,6.4,2699,2521381.0
USA,Quinceañera,2006,Drama,6.9,3991,2522787.0
UK,A Private Function,1984,Comedy,6.5,2457,2527088.0
Australia,Samson and Delilah,2009,Drama,7.0,3200,2528457.0
USA,Bucky Larson: Born to Be a Star,2011,Comedy,3.2,11213,2530394.0
Poland,Mr. Jones,2019,Biography,6.8,4755,2533237.0
USA,Novocaine,2001,Comedy,5.8,10580,2534372.0
Germany,Die Wolke,2006,Drama,6.4,2779,2534859.0
USA,The King of Comedy,1982,Comedy,7.8,84308,2536242.0
South Korea,Shi,2010,Drama,7.8,10208,2539040.0
UK,The Business,2005,Crime,6.7,13283,2541675.0
USA,The Dinner,2017,Crime,4.5,7518,2544921.0
USA,True Stories,1986,Musical,7.2,5576,2545142.0
USA,The Only Living Boy in New York,2017,Drama,6.3,10875,2550321.0
Australia,Disgrace,2008,Drama,6.6,5236,2551307.0
USA,Waves,2019,Drama,7.6,14484,2551350.0
France,Ma vie en l'air,2005,Comedy,6.8,2252,2553520.0
Italy,King of New York,1990,Crime,7.0,31038,2554476.0
Italy,Le conseguenze dell'amore,2004,Crime,7.5,14693,2556056.0
Mexico,Under the Volcano,1984,Drama,7.0,4809,2556800.0
UK,God's Own Country,2017,Drama,7.7,23337,2559939.0
Turkey,Bayi Toplantisi,2020,Comedy,4.6,2224,2560632.0
UK,Young Adam,2003,Crime,6.4,13133,2561820.0
USA,So Undercover,2012,Action,5.0,19026,2562285.0
France,Blood Ties,2013,Action,6.5,18721,2566435.0
USA,Management,2008,Comedy,5.8,16906,2566648.0
USA,18 Again!,1988,Comedy,5.8,4161,2567099.0
USA,The Cure,1995,Drama,7.7,9062,2568425.0
USA,Calendar Girl,1993,Comedy,5.1,2105,2570550.0
UK,Lucky Break,2001,Comedy,6.1,2105,2572403.0
Norway,Mannen som elsket Yngve,2008,Comedy,7.0,4325,2574471.0
Norway,Buddy,2003,Comedy,6.8,4289,2575055.0
Spain,El silencio de la ciudad blanca,2019,Action,5.2,3452,2575843.0
UK,Brassed Off,1996,Comedy,7.1,18322,2576331.0
Spain,Combustión,2013,Action,5.7,3034,2577377.0
UK,Fallen,2016,Drama,5.4,13149,2578927.0
UK,Love and Death on Long Island,1997,Comedy,6.9,3760,2581012.0
USA,Assassination Nation,2018,Action,5.9,13984,2584988.0
Spain,Blancanieves,2012,Drama,7.5,10235,2585522.0
USA,House of Games,1987,Crime,7.3,20262,2585639.0
Australia,Look Both Ways,2005,Drama,7.0,2926,2586033.0
Brazil,Cidade dos Homens,2007,Crime,7.2,14948,2589732.0
Norway,Kong Curling,2011,Comedy,6.2,2105,2590137.0
Italy,Io e te,2012,Drama,6.6,5302,2593225.0
USA,But I'm a Cheerleader,1999,Comedy,6.6,25806,2595216.0
USA,The Signal,2014,Drama,6.1,61589,2595622.0
USA,The Air I Breathe,2007,Crime,6.8,33274,2602098.0
France,Renegades,2017,Action,5.4,8557,2602149.0
Spain,Promoción fantasma,2012,Adventure,6.3,3105,2602489.0
China,Dà hóng denglong gaogao guà,1991,Drama,8.1,28732,2603061.0
China,Ru guo · Ai,2005,Drama,6.8,2318,2604414.0
USA,The Little Mermaid,2018,Adventure,4.2,7872,2610742.0
France,Happy End,2017,Drama,6.7,12604,2610794.0
Germany,Ein Freund von mir,2006,Comedy,6.9,4136,2613754.0
Denmark,Kærlighed på film,2007,Crime,7.2,4582,2615422.0
UK,The Happy Prince,2018,Biography,6.2,4267,2621992.0
USA,Below,2002,Action,6.1,20706,2622015.0
USA,Youth Without Youth,2007,Drama,6.2,12836,2624759.0
Belgium,Third Person,2013,Drama,6.3,26262,2624761.0
France,11.6,2013,Biography,5.7,2219,2628870.0
France,Maniac,2012,Horror,6.1,34573,2631275.0
Russia,Sibirskiy tsiryulnik,1998,Comedy,7.8,11305,2634218.0
Germany,Alle Anderen,2009,Drama,6.7,3479,2634462.0
UK,Imagine Me & You,2005,Comedy,6.8,29277,2635305.0
UK,The Titan,2018,Drama,4.8,26910,2635408.0
France,Zulu,2013,Crime,6.7,17497,2636607.0
Germany,Find Me Guilty,2006,Biography,7.0,32400,2636637.0
India,Dil Hai Ki Manta Nahin,1991,Adventure,7.4,3864,2640000.0
Argentina,El Cuento de las Comadrejas,2019,Comedy,7.3,2085,2640752.0
Canada,Naked Lunch,1991,Drama,7.1,46069,2641357.0
UK,Maurice,1987,Drama,7.7,15717,2642567.0
USA,One Night Stand,1997,Drama,5.8,6492,2642983.0
USA,Twelve,2010,Action,5.7,11770,2648195.0
France,Ne te retourne pas,2009,Drama,5.8,6320,2651917.0
USA,The Mighty,1998,Comedy,7.3,12204,2652246.0
Finland,Leijonasydän,2013,Drama,7.0,3580,2654271.0
Canada,Kids in the Hall: Brain Candy,1996,Comedy,6.9,8098,2654308.0
Norway,Pionér,2013,Adventure,6.0,4699,2656152.0
USA,Solstice,2008,Horror,5.3,5900,2657705.0
Thailand,Sing lek lek tee reak wa rak,2010,Comedy,7.6,4517,2659443.0
India,Tere Naam,2003,Action,7.1,15973,2663172.0
Romania,Miami Bici,2020,Comedy,6.4,4720,2663916.0
Canada,Crash,1996,Drama,6.4,50760,2664812.0
Switzerland,Who Dares Wins,1982,Action,6.3,2764,2666873.0
Turkey,Egreti Gelin,2005,Drama,6.2,2780,2670311.0
France,Intimacy,2001,Drama,6.1,11080,2672527.0
USA,Redbelt,2008,Drama,6.7,20170,2674090.0
Spain,Mi gran noche,2015,Comedy,6.0,3880,2678216.0
USA,"After Dark, My Sweet",1990,Crime,6.6,3117,2678414.0
France,Sheitan,2006,Comedy,5.6,8365,2680879.0
Ireland,Dorothy Mills,2008,Drama,6.0,5313,2682733.0
Canada,Hello Mary Lou: Prom Night II,1987,Horror,5.7,5093,2683519.0
Spain,Gordos,2009,Comedy,6.6,2634,2685252.0
Denmark,Kapringen,2012,Drama,7.2,15573,2688444.0
USA,Infamous,2006,Biography,7.0,16112,2689799.0
Norway,I Am Dina,2002,Drama,6.6,5260,2691510.0
USA,Blind Fury,1989,Action,6.4,14515,2692037.0
Turkey,Kaybedenler Kulübü,2011,Comedy,7.6,20898,2692857.0
USA,The Scout,1994,Comedy,5.4,5887,2694234.0
USA,The Guest,2014,Action,6.7,88843,2700051.0
Denmark,Superclásico,2011,Comedy,6.4,2368,2701266.0
USA,Auto Focus,2002,Biography,6.6,13071,2704951.0
Japan,Ju-on 2,2003,Drama,6.4,8767,2705820.0
Spain,Down a Dark Hall,2018,Drama,5.1,10525,2707199.0
USA,Camp,2003,Comedy,6.2,5565,2707738.0
USA,Bobby Jones: Stroke of Genius,2004,Biography,6.7,3684,2707913.0
Norway,Factotum,2005,Comedy,6.6,13730,2708087.0
Hong Kong,Yip Man chin chyun,2010,Action,7.1,30948,2708867.0
USA,What Maisie Knew,2012,Drama,7.4,26484,2711379.0
USA,Billionaire Boys Club,2018,Biography,5.6,10299,2713955.0
USA,Chi-Raq,2015,Comedy,5.7,8954,2719699.0
UK,Cocktail,2012,Comedy,6.3,13100,2724695.0
Japan,Sukiyaki Western Django,2007,Action,6.2,14504,2725258.0
Turkey,Behzat Ç.: Seni Kalbime Gömdüm,2011,Action,7.6,9244,2727185.0
China,Ji zhi zhui ji,2017,Action,4.7,2426,2727767.0
USA,Lucky,2017,Comedy,7.3,18230,2728446.0
Argentina,XXY,2007,Drama,7.1,13067,2728869.0
India,Raja Rani,2013,Comedy,7.6,4136,2731185.0
Greece,Pente lepta akoma,2006,Comedy,6.3,2161,2732250.0
France,When Pigs Have Wings,2011,Comedy,7.0,2960,2733806.0
USA,Shadows and Fog,1991,Comedy,6.7,15840,2735731.0
USA,Desperate Hours,1990,Action,5.4,6798,2742912.0
Canada,Ararat,2002,Drama,6.3,11239,2743336.0
Belgium,Ben X,2007,Drama,7.4,18246,2744414.0
France,Le monde est à toi,2018,Comedy,6.4,3506,2747894.0
UK,Richard III,1995,Drama,7.4,13565,2748518.0
South Korea,Incheon sangryuk jakjeon,2016,Action,6.2,4645,2749918.0
Spain,Quien a hierro mata,2019,Drama,6.6,4899,2750926.0
UK,And When Did You Last See Your Father?,2007,Biography,6.8,4050,2752471.0
USA,The Manchurian Candidate,1962,Drama,7.9,70205,2757256.0
Spain,Diario de una ninfómana,2008,Drama,5.7,10161,2758691.0
Denmark,Blinkende lygter,2000,Action,7.7,18816,2760077.0
Russia,Avanpost,2019,Action,6.1,3768,2761465.0
UK,Dr. Jekyll and Ms. Hyde,1995,Comedy,4.5,2617,2763020.0
Spain,La voz dormida,2011,Drama,7.3,2186,2764436.0
UK,My Summer of Love,2004,Drama,6.7,19347,2766976.0
Japan,Yume,1990,Drama,7.8,23357,2767133.0
New Zealand,The Breaker Upperers,2018,Comedy,5.9,5099,2767411.0
Australia,Dirty Deeds,2002,Comedy,6.2,3117,2772366.0
USA,Gleaming the Cube,1989,Action,6.3,6977,2777280.0
Iran,Rang-e khoda,1999,Drama,8.2,15301,2777552.0
Sweden,Hamilton: Men inte om det gäller din dotter,2012,Action,5.6,3122,2778028.0
Germany,Der Rote Baron,2008,Action,6.4,11564,2783332.0
France,Frontière(s),2007,Horror,6.2,24735,2783535.0
USA,Saving Christmas,2014,Comedy,1.4,14814,2783970.0
UK,Bugsy Malone,1976,Comedy,6.9,15820,2787725.0
UK,Asylum,2005,Drama,6.1,4756,2788033.0
USA,After the Wedding,2019,Drama,6.3,4977,2790019.0
Ireland,The Breadwinner,2017,Animation,7.7,18853,2790214.0
France,Le vélo de Ghislain Lambert,2001,Comedy,6.5,2086,2794947.0
Finland,Rööperi,2009,Biography,6.7,3178,2795194.0
Spain,La zona,2007,Drama,7.0,5304,2795399.0
USA,Unrest,2006,Horror,5.0,7597,2795983.0
France,Mr & Mme Adelman,2017,Comedy,7.3,3794,2796077.0
Italy,La meglio gioventù,2003,Drama,8.5,20184,2799773.0
USA,To the Wonder,2012,Drama,5.9,26805,2801166.0
UK,24 Hour Party People,2002,Biography,7.3,32637,2801397.0
USA,Captive,2015,Action,5.4,6360,2801508.0
Netherlands,Shouf shouf habibi!,2004,Comedy,6.1,2709,2801588.0
Hong Kong,Sit ting fung wan,2009,Crime,7.1,2818,2803101.0
Canada,In the Company of Men,1997,Comedy,7.2,12939,2804473.0
Australia,Map of the Human Heart,1992,Adventure,7.1,3029,2806881.0
USA,Return to the Blue Lagoon,1991,Adventure,5.2,17820,2807854.0
Italy,Il mondo di Yor,1983,Action,4.5,2705,2810199.0
Italy,Martin Eden,2019,Drama,6.7,2641,2812888.0
France,Steak,2007,Comedy,6.0,2154,2814057.0
France,Raising Victor Vargas,2002,Drama,7.2,5138,2816116.0
UK,The Hudsucker Proxy,1994,Comedy,7.2,75860,2816518.0
UK,The Infidel,2010,Comedy,6.4,6346,2817080.0
USA,Newsies,1992,Drama,7.0,18513,2819485.0
USA,Everything Must Go,2010,Drama,6.4,47271,2820490.0
USA,Unforgettable,1996,Drama,6.0,4878,2821671.0
Norway,Salmer fra kjøkkenet,2003,Comedy,7.3,7937,2823472.0
Germany,Oh Boy,2012,Comedy,7.4,14777,2826333.0
Australia,The Power of One,1992,Drama,7.2,9091,2827107.0
Italy,Le meraviglie,2014,Drama,6.5,4704,2827212.0
Denmark,Frygtelig lykkelig,2008,Crime,6.9,5107,2828984.0
USA,The Perez Family,1995,Comedy,6.0,2077,2832826.0
USA,The Lost World,1925,Adventure,7.0,4513,2834000.0
UK,Angel,2007,Drama,5.8,5066,2835903.0
Netherlands,Afblijven,2006,Drama,5.3,2070,2840321.0
France,Personal Shopper,2016,Drama,6.1,35505,2840408.0
USA,The Identical,2014,Drama,5.2,2495,2840991.0
France,Dans la brume,2018,Drama,5.9,5155,2842040.0
Belgium,Aanrijding in Moscou,2008,Comedy,7.2,3860,2842635.0
USA,Othello,1995,Drama,6.9,8906,2844379.0
UK,All or Nothing,2002,Drama,7.5,9815,2845696.0
UK,Wah-Wah,2005,Comedy,6.8,2928,2846148.0
France,À l'origine,2009,Drama,7.1,2215,2847693.0
USA,Running on Empty,1988,Crime,7.7,13666,2847941.0
Italy,La doppia ora,2009,Crime,6.7,3653,2848165.0
USA,Airborne,1993,Adventure,6.3,6236,2850263.0
UK,Sid and Nancy,1986,Biography,7.0,29002,2850707.0
USA,Rise,2007,Action,4.9,11251,2850927.0
Finland,Äideistä parhain,2005,Drama,7.6,4208,2851888.0
USA,The Man in the Moon,1991,Drama,7.4,15133,2853801.0
China,Jin ling shi san chai,2011,Drama,7.6,48707,2855644.0
UK,eXistenZ,1999,Horror,6.8,92245,2856712.0
Japan,Ni no Kuni,2019,Animation,6.1,2250,2858846.0
France,And Now... Ladies and Gentlemen...,2002,Crime,6.2,2127,2860785.0
USA,The Private Lives of Pippa Lee,2009,Comedy,6.4,12854,2860973.0
USA,Home Run,2013,Drama,5.9,2824,2861020.0
USA,Modern Romance,1981,Comedy,7.0,3058,2863642.0
France,Belphégor - Le fantôme du Louvre,2001,Mystery,4.5,4608,2863896.0
Canada,Starbuck,2011,Comedy,7.2,15635,2865068.0
USA,Another You,1991,Comedy,5.4,3534,2865916.0
Germany,Schule,2000,Comedy,6.4,3147,2870533.0
Japan,Flight 7500,2014,Horror,4.8,14566,2871035.0
USA,Tetro,2009,Drama,6.8,12374,2874474.0
USA,No Man's Land,1987,Crime,6.1,4140,2877571.0
USA,Married Life,2007,Crime,6.2,8987,2888315.0
Japan,Azumi 2: Death or Love,2005,Action,6.3,5319,2888549.0
USA,Reservoir Dogs,1992,Crime,8.3,896551,2889963.0
UK,The East,2013,Adventure,6.8,48093,2891812.0
USA,The Evil Dead,1981,Horror,7.5,182354,2893091.0
France,Le temps qui reste,2005,Drama,7.1,8390,2893462.0
USA,Midnight Madness,1980,Comedy,6.5,3113,2900000.0
USA,Margot at the Wedding,2007,Comedy,6.0,19264,2900156.0
India,1920,2008,Horror,6.4,2863,2903529.0
UK,Bright Young Things,2003,Comedy,6.6,5113,2905499.0
Greece,O Theos agapaei to haviari,2012,Adventure,6.0,2529,2906528.0
Spain,Perdona si te llamo amor,2014,Romance,6.6,2862,2911031.0
USA,Crimes of Passion,1984,Drama,6.4,6231,2912945.0
UK,Brighton Rock,2010,Crime,5.7,6080,2913599.0
USA,Pay the Ghost,2015,Drama,5.2,15465,2914020.0
UK,Sylvia,2003,Biography,6.3,10217,2917393.0
Sweden,Himlen är oskyldigt blå,2010,Drama,6.6,3287,2921178.0
USA,Waiting for Guffman,1996,Comedy,7.5,26293,2923982.0
USA,Love Stinks,1999,Comedy,5.8,4878,2924635.0
USA,The Midnight Man,2016,Horror,4.8,3114,2930680.0
Canada,American Heist,2014,Action,5.0,16151,2931475.0
USA,Romance & Cigarettes,2005,Comedy,6.3,11341,2935242.0
France,Un baiser s'il vous plaît,2007,Comedy,6.8,2297,2936437.0
India,Dabangg,2010,Action,6.2,27218,2942554.0
USA,Shattered Glass,2003,Drama,7.1,32684,2944752.0
Austria,Lourdes,2009,Drama,6.9,3133,2947270.0
Japan,The Last: Naruto the Movie,2014,Animation,7.6,10614,2949185.0
USA,976-EVIL,1988,Comedy,5.2,4586,2955917.0
USA,Metropolitan,1990,Comedy,7.4,9291,2960492.0
USA,Killshot,2008,Action,6.0,20292,2961647.0
UK,Romeo & Juliet,2013,Drama,5.8,10872,2966268.0
Germany,Mr. Morgan's Last Love,2013,Comedy,6.8,11925,2967122.0
France,Clean,2004,Drama,6.8,4423,2971219.0
USA,Homicide,1991,Crime,7.0,6044,2971661.0
Germany,One Way,2006,Thriller,6.1,3107,2972357.0
USA,Love! Valour! Compassion!,1997,Comedy,7.0,3278,2977807.0
USA,Happiness,1998,Comedy,7.7,65435,2982011.0
USA,Fright Night Part 2,1988,Comedy,5.9,11210,2983784.0
Italy,Loro 2,2018,Biography,7.0,2490,2985436.0
Argentina,Elsa y Fred,2005,Comedy,7.6,3241,2985837.0
Italy,Smetto quando voglio: Ad honorem,2017,Action,6.8,2180,2986118.0
India,Kites,2010,Action,6.1,12138,2986748.0
USA,Cradle Will Rock,1999,Drama,6.8,8711,2986932.0
UK,North Sea Hijack,1980,Action,6.3,4561,2993772.0
France,Les chansons d'amour,2007,Drama,7.1,8948,2996312.0
India,Kambakkht Ishq,2009,Action,3.9,6508,2998940.0
UK,Hanover Street,1979,Action,6.0,4578,3000000.0
UK,Isn't She Great,2000,Biography,5.4,2246,3003296.0
Brazil,Que Horas Ela Volta?,2015,Comedy,7.8,12688,3003560.0
Turkey,Kolpaçino,2009,Action,6.2,9168,3004329.0
Turkey,Hacivat Karagöz Neden Öldürüldü?,2006,Comedy,7.5,10585,3004541.0
Switzerland,Northmen - A Viking Saga,2014,Action,5.4,8917,3005082.0
Japan,Cowboy Bebop: Tengoku no tobira,2001,Animation,7.9,41988,3007903.0
France,Le dernier métro,1980,Drama,7.4,12222,3007945.0
USA,Basquiat,1996,Biography,6.9,19234,3011195.0
Hong Kong,Geung see,2013,Action,6.3,5394,3018374.0
UK,All Is True,2018,Biography,6.2,3131,3019143.0
Spain,Anacleto: Agente secreto,2015,Action,6.1,3757,3020097.0
Germany,Kartoffelsalat,2015,Comedy,1.3,6512,3020134.0
USA,The Last Days of Disco,1998,Comedy,6.7,11889,3020601.0
UK,Starred Up,2013,Crime,7.4,42584,3025189.0
France,Paris-Manhattan,2012,Comedy,6.1,3602,3031682.0
France,Harrison's Flowers,2000,Drama,7.1,6008,3033646.0
Germany,Solino,2002,Drama,7.4,5145,3034779.0
USA,Adam,2009,Comedy,7.2,33285,3037173.0
USA,China Moon,1994,Crime,6.3,5844,3038499.0
Italy,Viaggio sola,2013,Drama,6.3,2336,3039022.0
UK,The Mother,2003,Drama,6.7,3945,3039587.0
France,Les témoins,2007,Drama,6.8,2598,3041093.0
UK,Thunderpants,2002,Comedy,3.7,5266,3042497.0
France,La moustache,2005,Drama,6.7,4865,3044771.0
New Zealand,Heavenly Creatures,1994,Biography,7.3,58119,3049135.0
Spain,El hombre de las mil caras,2016,Biography,6.9,6659,3054505.0
France,Antigang,2015,Action,5.7,3424,3056677.0
USA,Love Is Strange,2014,Drama,6.7,11976,3057388.0
Egypt,El-sefara fi El-Omara,2005,Comedy,6.3,2165,3060068.0
USA,Malone,1987,Action,5.8,2572,3060858.0
UK,'71,2014,Action,7.2,49740,3062178.0
UK,Princess Caraboo,1994,Comedy,6.0,2430,3062530.0
India,English Vinglish,2012,Comedy,7.8,32801,3064818.0
USA,Jane Got a Gun,2015,Action,5.9,20477,3067531.0
France,Mauvaises herbes,2018,Comedy,7.3,3568,3067893.0
USA,The Public Eye,1992,Crime,6.5,3249,3067917.0
Japan,Zebraman,2004,Comedy,6.6,3134,3070596.0
Russia,Leto,2018,Biography,7.3,5552,3071877.0
USA,The End of the Tour,2015,Biography,7.3,28155,3072991.0
USA,Messenger of Death,1988,Action,5.6,2479,3074681.0
Spain,Vivir es fácil con los ojos cerrados,2013,Comedy,7.0,5692,3075169.0
France,Les fantômes d'Ismaël,2017,Drama,5.6,2165,3075562.0
USA,Dominick and Eugene,1988,Drama,7.1,2622,3076031.0
Canada,Speed Zone,1989,Comedy,4.6,3046,3077361.0
France,3 coeurs,2014,Drama,5.9,2224,3077754.0
India,Dhobi Ghat,2010,Drama,7.0,12249,3082958.0
Germany,Der Staat gegen Fritz Bauer,2015,Biography,7.1,4487,3083973.0
Sweden,Känn ingen sorg,2013,Drama,7.1,4690,3085180.0
Brazil,Aquarius,2016,Drama,7.5,17657,3085977.0
India,Happy New Year,2014,Action,5.0,33350,3086192.0
United Arab Emirates,Bilal: A New Breed of Hero,2015,Animation,7.9,17043,3087832.0
Kazakhstan,Köshpendiler,2005,Drama,5.9,3674,3088685.0
France,Tous les matins du monde,1991,Biography,7.5,6478,3089497.0
Greece,Mikra Anglia,2013,Drama,7.8,6172,3090106.0
France,Grave,2016,Drama,7.0,57938,3096815.0
USA,The Legend of Billie Jean,1985,Action,6.7,8651,3099497.0
Italy,Cosa voglio di più,2010,Drama,6.0,2491,3101465.0
Hong Kong,Ah fei zing zyun,1990,Crime,7.6,17460,3101890.0
France,La proie,2011,Action,6.7,4921,3102666.0
UK,Death and the Maiden,1994,Drama,7.3,22077,3103716.0
UK,Blame It on the Bellboy,1992,Comedy,5.6,2399,3104545.0
UK,K2,1991,Adventure,6.2,6349,3106559.0
USA,Illegal Tender,2007,Crime,5.5,2488,3106835.0
UK,White Mischief,1987,Crime,6.3,2530,3107551.0
USA,Night of the Demons,1988,Comedy,6.2,13179,3109904.0
USA,Coogan's Bluff,1968,Action,6.5,15324,3110000.0
Denmark,Direktøren for det hele,2006,Comedy,6.7,10864,3111395.0
USA,In a World...,2013,Comedy,6.7,30546,3114953.0
USA,Paid in Full,2002,Action,7.1,10405,3116526.0
USA,Jawbreaker,1999,Comedy,5.7,23752,3117085.0
Italy,La terza madre,2007,Drama,5.1,9232,3119957.0
UK,The Bad Education Movie,2015,Comedy,5.8,6333,3121196.0
USA,Feeling Minnesota,1996,Comedy,5.4,10397,3124440.0
USA,Mr. Wonderful,1993,Comedy,5.9,3052,3125424.0
Denmark,The House That Jack Built,2018,Crime,6.8,54636,3126916.0
UK,Death Machine,1994,Action,5.7,3729,3129045.0
USA,The Favor,1994,Comedy,5.2,2555,3134381.0
USA,Boychoir,2014,Drama,6.7,6299,3135892.0
India,Munna Bhai M.B.B.S.,2003,Comedy,8.1,72025,3137716.0
France,Le convoyeur,2004,Drama,6.6,2896,3139929.0
Turkey,Küçük Esnaf,2016,Action,5.6,3400,3140566.0
France,Celle que vous croyez,2019,Drama,6.9,3392,3142726.0
UK,The Deep Blue Sea,2011,Drama,6.2,14574,3143316.0
USA,Ingrid Goes West,2017,Comedy,6.6,34497,3146831.0
Hong Kong,Gin gwai 2,2004,Horror,5.7,4590,3149899.0
USA,Clerks,1994,Comedy,7.7,209206,3151130.0
Turkey,Kurtulus Son Durak,2012,Comedy,6.2,2280,3154795.0
UK,The Lodge,2019,Drama,6.0,24786,3155858.0
Spain,Map of the Sounds of Tokyo,2009,Drama,6.0,2185,3159683.0
France,La demoiselle d'honneur,2004,Thriller,6.6,2585,3162662.0
India,Race 2,2013,Action,5.3,14942,3164441.0
Denmark,Sommeren '92,2015,Biography,6.9,3206,3166999.0
USA,My One and Only,2009,Adventure,6.5,8422,3167681.0
Denmark,Under sandet,2015,Drama,7.8,33871,3169553.0
USA,Beautiful,2000,Comedy,5.6,3631,3169930.0
USA,Songcatcher,2000,Drama,7.2,3210,3171273.0
USA,Rosewater,2014,Biography,6.6,10202,3171593.0
UK,The Wackness,2008,Comedy,7.0,29694,3175469.0
Germany,"Was nicht passt, wird passend gemacht",2002,Comedy,6.6,3428,3176288.0
USA,Waking Life,2001,Animation,7.8,59916,3176880.0
Thailand,Chocolate,2008,Action,6.9,17084,3179014.0
USA,Silent Fall,1994,Drama,6.0,3546,3180674.0
Netherlands,Kidnapping Mr. Heineken,2015,Action,6.1,19162,3184017.0
France,Les égarés,2003,Drama,6.5,3036,3184020.0
Ireland,Hunger,2008,Biography,7.6,64442,3185113.0
Spain,La llamada,2017,Musical,6.3,3468,3185945.0
USA,Thoroughbreds,2017,Comedy,6.7,32554,3187255.0
Chile,Machuca,2004,Biography,7.7,10790,3187700.0
Argentina,Al final del túnel,2016,Crime,7.1,11614,3190219.0
Germany,Victoria,2015,Crime,7.6,50906,3191971.0
Israel,Lemale et ha'halal,2012,Drama,6.7,3619,3197615.0
