country,original_title,year,genre,avg_vote,worlwide_gross_income
Japan,Tetsujin niju-hachigo,2005,Action,5.2,1997.0
Australia,The Horseman,2008,Crime,6.5,1993.0
Vietnam,Doat hon,2014,Drama,5.7,1991.0
Turkey,3 vakte kadar,2018,Comedy,3.3,1990.0
USA,The Surfer King,2006,Comedy,3.7,1990.0
USA,The Watermelon Woman,1996,Comedy,7.0,1989.0
Australia,Boxing Day,2007,Crime,7.1,1985.0
Germany,Enklava,2015,Drama,7.7,1985.0
Germany,Errors of the Human Body,2012,Drama,5.3,1984.0
USA,Falling Awake,2009,Romance,5.9,1978.0
Chile,La Casa Lobo,2018,Animation,7.5,1970.0
Hungary,A vizsga,2011,Drama,7.4,1968.0
USA,FAQs,2005,Drama,5.8,1967.0
USA,Steal Me,2005,Drama,5.8,1967.0
Estonia,Püha Tõnu kiusamine,2009,Drama,7.2,1963.0
India,Sikandar,2009,Crime,6.4,1954.0
Soviet Union,Dyadya Vanya,1970,Drama,7.4,1950.0
Spain,ärtico,2014,Drama,5.9,1949.0
Israel,Kirot,2009,Action,5.7,1948.0
Germany,Erleuchtung garantiert,1999,Drama,7.1,1948.0
Bulgaria,Obarnata elha,2006,Drama,6.3,1945.0
India,Visaaranai,2015,Crime,8.5,1943.0
USA,The Luring,2019,Horror,3.1,1939.0
USA,Best Man Down,2012,Comedy,6.4,1938.0
USA,Shuttle,2008,Crime,5.7,1925.0
UK,Dead of Night,1945,Drama,7.7,1919.0
Germany,Gate to Heaven,2003,Comedy,5.5,1917.0
USA,Mr. Smith Gets a Hustler,2002,Crime,4.7,1915.0
Latvia,Kriminalas ekselences fonds,2018,Action,8.2,1912.0
USA,American Strays,1996,Action,5.2,1910.0
France,20 nuits et un jour de pluie,2006,Drama,4.1,1903.0
USA,No somos animales,2013,Comedy,5.1,1902.0
Mexico,Fando y Lis,1968,Adventure,7.0,1897.0
Dominican Republic,Veneno,2018,Action,8.1,1897.0
Mexico,Cilantro y perejil,1996,Comedy,6.4,1887.0
Russia,Voyna,2002,Action,7.7,1887.0
France,Cléo de 5 à 7,1962,Comedy,7.9,1886.0
Austria,Crash Test Dummies,2005,Comedy,6.4,1875.0
UK,In the Dark Half,2012,Drama,5.4,1873.0
Turkey,Kasap havasi,2015,Drama,6.0,1870.0
France,Que le diable nous emporte,2018,Drama,5.6,1869.0
USA,The Outsider,2018,Action,6.3,1869.0
UK,Kill Keith,2011,Comedy,3.2,1866.0
USA,Invasion of the Body Snatchers,1956,Drama,7.7,1861.0
USA,An Affair to Remember,1957,Drama,7.5,1854.0
Netherlands,Bollywood Hero,2009,Drama,5.9,1850.0
France,Le testament d'Orphée ou ne me demandez pas pourquoi,1960,Biography,7.3,1850.0
UK,The Violators,2015,Drama,6.0,1848.0
Sweden,Såsom i en spegel,1961,Drama,8.1,1848.0
Spain,Hogar,2020,Adventure,6.3,1845.0
Mexico,El ángel exterminador,1962,Drama,8.1,1843.0
Spain,Viridiana,1961,Drama,8.2,1843.0
Federal Republic of Yugoslavia,Munje!,2001,Comedy,7.9,1833.0
USA,Abominable,2006,Horror,5.1,1810.0
USA,Now & Later,2009,Drama,5.1,1808.0
Spain,Love Me Not,2019,Drama,5.2,1808.0
USA,By Hook or by Crook,2001,Crime,5.7,1802.0
USA,I Kissed a Vampire,2010,Musical,4.1,1794.0
USA,Buy It Now,2005,Drama,5.3,1791.0
UK,Detour,2016,Action,6.2,1788.0
USA,The Canyon,2009,Thriller,5.9,1785.0
Canada,"Never Steady, Never Still",2017,Drama,6.1,1782.0
France,La bataille de Solférino,2013,Comedy,6.4,1782.0
Taiwan,Ghosted,2009,Drama,4.6,1780.0
Canada,Guest of Honour,2019,Drama,5.5,1780.0
USA,Detention of the Dead,2012,Action,4.5,1777.0
Japan,Moe no suzaku,1997,Drama,7.5,1770.0
Canada,Les démons,2015,Drama,6.7,1755.0
Sweden,Made in YU,2005,Drama,6.3,1754.0
Soviet Union,Sibiriada,1979,Drama,8.0,1753.0
Canada,Wilby Wonderful,2004,Comedy,6.6,1749.0
UK,Late Night Shopping,2001,Comedy,6.9,1743.0
Canada,Dark Forest,2015,Horror,5.1,1739.0
France,Passe montagne,1978,Comedy,6.8,1732.0
Italy,Fellini - Satyricon,1969,Drama,6.9,1729.0
Switzerland,Das Boot ist voll,1981,Drama,7.1,1718.0
France,Tarik El Hob,2001,Drama,6.6,1714.0
Japan,Unmei janai hito,2005,Comedy,7.7,1712.0
USA,The Looking Glass,2015,Drama,5.9,1711.0
USA,Dystopia: 2013,2012,Sci-Fi,2.7,1708.0
Portugal,A Mulher que Acreditava Ser Presidente Dos EUA,2003,Comedy,4.5,1708.0
Poland,Zezowate szczescie,1960,Comedy,7.6,1708.0
Egypt,Withered Green,2016,Drama,6.1,1705.0
Switzerland,Dans la ville blanche,1983,Drama,7.4,1696.0
India,Wagah,2016,Action,3.4,1693.0
USA,House of Usher,2008,Horror,2.9,1677.0
India,Jora 10 Numbaria,2017,Action,6.9,1673.0
UK,I Want You,1998,Crime,6.1,1672.0
Sweden,El escarabajo de oro,2014,Drama,6.4,1669.0
USA,Agoraphobia,2015,Horror,3.4,1665.0
Spain,CineBasura: La peli,2016,Comedy,4.3,1655.0
Soviet Union,Ivan Groznyy. Skaz vtoroy: Boyarskiy zagovor,1958,Biography,7.9,1655.0
Germany,Eine Hand Voll Gras,2000,Drama,6.5,1654.0
USA,Headspace,2005,Horror,4.6,1650.0
Germany,Lost in Karastan,2014,Comedy,5.2,1641.0
France,O Delfim,2002,Drama,6.5,1638.0
India,Dharala Prabhu,2020,Comedy,6.8,1636.0
Australia,Drown,2015,Drama,5.6,1631.0
USA,Frankenstein,1931,Drama,7.8,1626.0
Australia,Cut Snake,2014,Thriller,5.8,1625.0
Canada,Passenger Side,2009,Comedy,5.9,1625.0
France,Kirikou et les bêtes sauvages,2005,Animation,6.6,1623.0
USA,The Task,2011,Horror,4.3,1619.0
France,Comme un lion,2012,Drama,6.2,1612.0
USA,The Sticky Fingers of Time,1997,Sci-Fi,6.1,1610.0
Canada,Un dimanche à Kigali,2006,Drama,7.3,1609.0
Denmark,Pusher III,2005,Crime,7.3,1605.0
Denmark,Pusher,1996,Crime,7.4,1605.0
France,La vie et rien d'autre,1989,Drama,7.4,1600.0
USA,42nd Street,1933,Comedy,7.4,1600.0
USA,David and Goliath,2016,Action,3.0,1598.0
USA,Forever,2015,Drama,5.3,1598.0
USA,Miss India America,2015,Comedy,5.4,1598.0
Hungary,Dolina,2007,Drama,5.5,1597.0
France,La Pointe-Courte,1955,Drama,7.1,1596.0
USA,Above the Shadows,2019,Drama,5.9,1594.0
USA,Pups,1999,Action,6.3,1590.0
Netherlands,Links,2008,Drama,6.1,1588.0
Belgium,Violet,2014,Action,5.9,1586.0
Germany,Downhill City,1999,Drama,6.1,1581.0
Israel,Next to Her,2014,Drama,7.1,1575.0
Belgium,The Hessen Affair,2009,Crime,5.3,1569.0
India,Kisaan,2009,Action,5.4,1569.0
UK,Once Upon a Time in London,2019,Crime,5.9,1567.0
USA,Easier with Practice,2009,Drama,6.4,1558.0
South Africa,The Groomsmen,2003,Comedy,5.0,1554.0
Greece,Apnoia,2010,Drama,5.6,1547.0
Serbia,Srpski film,2010,Horror,5.1,1541.0
Australia,The Tunnel,2011,Horror,5.9,1532.0
Canada,Rhymes for Young Ghouls,2013,Crime,6.5,1529.0
Canada,Unless,2016,Drama,5.3,1527.0
Tanzania,White Shadow,2013,Drama,6.4,1522.0
Japan,46-okunen no koi,2006,Drama,6.7,1520.0
South Korea,Baramui paiteo,2004,Action,7.0,1518.0
India,Okka Kshanam,2017,Action,7.0,1514.0
UK,Bad Day for the Cut,2017,Action,6.5,1510.0
Belgium,Au nom du fils,2012,Drama,6.3,1508.0
India,Aschhe Abar Shabor,2018,Crime,6.3,1503.0
Portugal,A Floresta das Almas Perdidas,2017,Drama,5.2,1502.0
USA,The Fly,1958,Drama,7.1,1501.0
Canada,Blackwoods,2001,Drama,2.8,1500.0
UK,Cul-de-sac,1966,Comedy,7.1,1500.0
Japan,In za pûru,2005,Comedy,6.8,1497.0
USA,Divine Intervention,2007,Comedy,3.9,1485.0
USA,The Blood Bond,2010,Action,3.2,1483.0
UK,Demon Eye,2019,Horror,3.3,1473.0
USA,The Package,2013,Action,5.0,1469.0
Canada,Henchmen,2018,Animation,5.1,1469.0
Mexico,The Young One,1960,Drama,7.4,1463.0
Soviet Union,Iyulskiy dozhd,1967,Drama,7.6,1461.0
USA,The Woman,2011,Drama,6.0,1449.0
Argentina,Los decentes,2016,Drama,5.9,1441.0
India,Milan Talkies,2019,Drama,5.0,1437.0
Germany,The Sunlit Night,2019,Drama,5.9,1437.0
India,Kalyug,2005,Action,6.5,1435.0
UK,Habit,2017,Horror,5.2,1426.0
India,Shwaas,2004,Drama,8.3,1416.0
Germany,Der Wald vor lauter Bäumen,2003,Drama,7.2,1410.0
Serbia,Zona Zamfirova-drugi deo,2017,Drama,4.6,1404.0
USA,Drool,2009,Comedy,5.7,1403.0
UK,"Love, Honour and Obey",2000,Comedy,6.5,1400.0
Republic of North Macedonia,Do balcak,2014,Action,7.4,1398.0
Portugal,Recordações da Casa Amarela,1989,Comedy,7.5,1382.0
Australia,The Last Wave,1977,Drama,7.0,1382.0
Spain,La mujer más fea del mundo,1999,Comedy,5.0,1381.0
China,Yin shi nan nü - Hao yuan you hao jin,2012,Comedy,4.5,1377.0
Canada,Ice Blues,2008,Crime,6.4,1377.0
USA,Beauty & the Beholder,2018,Comedy,4.4,1368.0
Argentina,Breve historia del planeta verde,2019,Adventure,5.7,1368.0
France,Ça brûle,2006,Drama,6.1,1366.0
France,Tout est pardonné,2007,Drama,6.6,1356.0
Canada,Suspicious River,2000,Drama,5.7,1350.0
UK,Access All Areas,2017,Comedy,4.5,1347.0
USA,The Dog Problem,2006,Comedy,6.3,1344.0
Turkey,Halef,2018,Drama,5.6,1335.0
Chile,El Leyton,2002,Drama,4.2,1332.0
India,Kittu Unnadu Jagratha,2017,Comedy,5.8,1330.0
UK,The Chamber,2016,Horror,4.4,1319.0
India,Hind Ka Napak Ko Jawab,2017,Action,6.7,1314.0
USA,Exorcism,2003,Horror,1.8,1303.0
USA,3 Nights in the Desert,2014,Drama,5.1,1297.0
Argentina,Kékszakállú,2016,Drama,5.6,1289.0
Denmark,Du forsvinder,2017,Drama,5.9,1285.0
UK,I Against I,2012,Crime,5.1,1280.0
Republic of North Macedonia,Lazar,2015,Crime,5.8,1276.0
Guatemala,Nuestras madres,2019,Drama,6.7,1274.0
USA,The Hours and Times,1991,Drama,6.2,1273.0
USA,Altered Perception,2017,Fantasy,2.8,1259.0
UK,The Wolf Hour,2019,Drama,4.9,1255.0
USA,The Maltese Falcon,1941,Film-Noir,8.0,1255.0
Australia,Footrot Flats: The Dog's Tale,1986,Animation,7.1,1243.0
Kyrgyzstan,Sutak,2015,Drama,6.7,1240.0
USA,A Fish in the Bathtub,1998,Comedy,5.8,1237.0
Turkey,Dead Horse Nebula,2018,Drama,5.6,1233.0
Poland,Fuga,2018,Drama,6.4,1232.0
Brazil,Sinfonia da Necrópole,2014,Comedy,6.9,1228.0
Japan,Zenzen daijobu,2008,Comedy,7.0,1217.0
South Korea,Geunyeoreul moreumyeon gancheob,2004,Action,5.9,1210.0
USA,The Fare,2018,Mystery,6.1,1209.0
Switzerland,Cure: The Life of Another,2014,Drama,5.5,1203.0
UK,Four,2011,Thriller,4.2,1198.0
Switzerland,Pinprick,2009,Drama,5.1,1198.0
USA,Thriller,2018,Crime,3.7,1188.0
India,Kadavul Irukaan Kumaru,2016,Comedy,2.8,1186.0
UK,The Naked Edge,1961,Crime,6.7,1185.0
Taiwan,Kong bu fen zi,1986,Crime,7.8,1185.0
UK,I Love My Mum,2018,Comedy,4.6,1182.0
Turkey,Vicdan Agaci,2016,Drama,5.4,1179.0
India,Bhangra Paa Le,2020,Comedy,6.1,1177.0
Turkey,Canavarlar Sofrasi,2011,Comedy,5.8,1174.0
France,Les enfants d'Isadora,2019,Drama,6.0,1160.0
South Africa,Moffie,2019,Drama,6.9,1149.0
India,Rann,2010,Drama,6.9,1146.0
Argentina,Hombres de piel dura,2019,Drama,5.5,1143.0
UK,Snuff-Movie,2005,Horror,3.9,1142.0
USA,Jack & Diane,2012,Drama,4.4,1142.0
UK,Comes a Bright Day,2012,Drama,6.1,1142.0
Colombia,La Playa D.C.,2012,Drama,6.1,1138.0
USA,Seconds Apart,2011,Horror,5.7,1137.0
India,Half Ticket,2016,Drama,7.8,1135.0
India,Babu Bangaram,2016,Action,5.3,1132.0
Canada,Yellowknife,2002,Drama,6.6,1128.0
Nepal,Jatra,2016,Action,8.1,1126.0
United Arab Emirates,Aerials,2016,Drama,1.6,1124.0
Turkey,BABA 'Bu Alem Bi Alem',2019,Comedy,4.5,1121.0
UK,Urban Hymn,2015,Crime,6.5,1115.0
Japan,Bara no sôretsu,1969,Drama,7.9,1114.0
Russia,"Khrustalyov, mashinu!",1998,Comedy,7.4,1113.0
Hungary,Csak szex és más semmi,2005,Comedy,6.3,1112.0
Netherlands,Nena,2014,Biography,6.8,1112.0
Germany,Roads,2019,Adventure,6.3,1108.0
Denmark,Daisy Diamond,2007,Drama,6.0,1107.0
France,Le salaire de la peur,1953,Adventure,8.1,1098.0
USA,The Transcendents,2018,Music,9.2,1090.0
Italy,Banat - Il viaggio,2015,Drama,5.8,1074.0
Belgium,Little Glory,2011,Drama,6.1,1073.0
Japan,Jûbê ninpûchô,1993,Animation,7.9,1073.0
UK,Strictly Sinatra,2001,Drama,5.7,1066.0
France,Le secret de la chambre noire,2016,Drama,5.8,1066.0
India,Allah Ke Banday,2010,Action,6.2,1063.0
Indonesia,Naga Bonar Jadi 2,2007,Comedy,7.1,1053.0
Japan,Gin-iro no kami no Agito,2006,Animation,6.5,1052.0
France,Le lièvre de Vatanen,2006,Comedy,5.3,1049.0
UK,The Manson Family Massacre,2019,Crime,3.2,1047.0
Peru,Winaypacha,2017,Drama,7.8,1036.0
Lebanon,Tramontane,2016,Drama,6.6,1035.0
Argentina,Somos tr3s,2018,Drama,5.9,1033.0
Netherlands,Het leven volgens Nino,2014,Family,6.6,1033.0
USA,Absence,2013,Horror,4.1,1031.0
France,Merveilles à Montfermeil,2019,Comedy,3.6,1029.0
Germany,Stadt Land Fluss,2011,Drama,6.5,1027.0
Japan,Hito ga hito o ai suru koto no dôshiyô mo nasa,2007,Drama,5.6,1026.0
USA,Remnants,2013,Action,3.9,1022.0
Belgium,Le festin de la mante,2004,Romance,4.5,1018.0
India,Vettah,2016,Crime,6.8,1012.0
India,Isi Life Mein...!,2010,Comedy,5.6,1010.0
Denmark,En frygtelig kvinde,2017,Drama,6.6,1008.0
USA,How to Rob a Bank (and 10 Tips to Actually Get Away with It),2007,Comedy,6.1,1006.0
USA,Madam Satan,1930,Comedy,6.5,1005.0
Denmark,Forbrydelsens element,1984,Crime,6.8,1003.0
India,Nannaku Prematho,2016,Action,7.6,1003.0
USA,The Jimmy Show,2001,Comedy,5.2,1000.0
USA,The Houseboy,2007,Drama,5.6,997.0
France,Mange tes morts - Tu ne diras point,2014,Drama,6.4,992.0
Bosnia and Herzegovina,Zaba,2017,Drama,7.4,991.0
Ireland,Dating Amber,2020,Comedy,7.0,986.0
Italy,Giù la testa,1971,Drama,7.6,980.0
Japan,Shen you qing ren,2006,Action,3.0,979.0
France,Oublier Cheyenne,2005,Drama,6.3,973.0
USA,Midnight Son,2011,Horror,5.9,973.0
India,Kuldip Patwal: I Didn't Do It!,2017,Crime,6.8,968.0
UK,The Trouble with Men and Women,2005,Drama,4.7,967.0
UK,The Disappeared,2008,Drama,5.9,966.0
South Korea,Hwaseongeuro gan sanai,2003,Drama,6.0,959.0
India,Pranchiyettan and the Saint,2010,Comedy,8.3,957.0
Germany,Shanghai Baby,2007,Drama,4.4,954.0
Denmark,Epidemic,1987,Drama,6.2,938.0
Netherlands,The Bird Can't Fly,2007,Drama,6.5,938.0
Singapore,4:30,2005,Drama,6.7,935.0
UK,City Rats,2009,Action,4.9,932.0
Japan,Hana to hebi 2: Pari/Shizuko,2005,Drama,5.6,927.0
Denmark,Fuglene over sundet,2016,Drama,6.2,926.0
UK,Jubilee,1978,Comedy,6.1,923.0
USA,The Girl from Monday,2005,Action,5.2,921.0
USA,High Strung,1992,Comedy,6.8,904.0
USA,How to Be a Serial Killer,2008,Comedy,5.5,899.0
South Africa,Beat the Drum,2003,Drama,7.1,895.0
Germany,Julie Walking Home,2002,Drama,6.3,892.0
Germany,In Her Line of Fire,2006,Action,3.8,884.0
Canada,Big Muddy,2014,Crime,4.9,881.0
UK,The Tapes,2011,Horror,3.2,880.0
Germany,Die Frau meiner Träume,1944,Comedy,6.7,864.0
Australia,Acolytes,2008,Crime,5.5,860.0
UK,Trick or Treat,2019,Thriller,5.7,859.0
USA,The Underground Comedy Movie,1999,Comedy,2.2,856.0
Germany,Liebelei,1933,Drama,7.5,852.0
France,La ronde,1950,Drama,7.6,852.0
USA,Letter from an Unknown Woman,1948,Drama,8.0,852.0
USA,Officer Downe,2016,Action,4.2,850.0
Hong Kong,PTU,2003,Crime,6.9,849.0
France,"Ensemble, nous allons vivre une très, très grande histoire d'amour...",2010,Comedy,4.7,848.0
UK,Taking Stock,2015,Comedy,3.8,837.0
Australia,Doing Time for Patsy Cline,1997,Comedy,6.2,831.0
USA,Disfigured,2008,Drama,6.5,829.0
Belgium,Puppylove,2013,Romance,5.7,824.0
Netherlands,R U There,2010,Drama,5.5,821.0
Brazil,Vermelho Russo,2016,Drama,6.3,817.0
India,Shikkari Shambhu,2018,Comedy,5.7,816.0
UK,The Tempest,1979,Drama,6.4,813.0
UK,This Sporting Life,1963,Drama,7.7,813.0
Sweden,"Gud, lukt och henne",2008,Drama,6.3,794.0
UK,K-Shop,2016,Crime,5.9,793.0
Japan,Kannô byôtô: nureta akai kuchibiru,2005,Drama,4.8,790.0
USA,The Untold Story,2019,Comedy,5.4,790.0
Spain,El callejón,2011,Horror,4.4,786.0
USA,Issues,2005,Comedy,5.6,783.0
Slovakia,Vsetko co mam rad,1993,Drama,6.8,779.0
USA,Flakes,2007,Comedy,6.0,778.0
Egypt,Microphone,2010,Comedy,7.2,772.0
Japan,Hatsukoi: Jigoku-hen,1968,Drama,7.4,769.0
Italy,Uncut,2003,Comedy,4.7,762.0
Japan,Scrap Heaven,2005,Drama,6.9,760.0
Argentina,El auge del humano,2016,Drama,5.8,758.0
Singapore,Mei man ren sheng,2006,Drama,6.9,756.0
UK,Big Fat Gypsy Gangster,2011,Action,3.5,753.0
Japan,Majokko shimai no Yoyo to Nene,2013,Animation,6.8,751.0
Canada,The Steam Engines of Oz,2018,Animation,7.1,751.0
Kazakhstan,Ozen,2018,Drama,6.4,748.0
USA,Wings,1927,Drama,7.5,746.0
UK,The Haunting,1963,Horror,7.5,742.0
UK,A New Day in Old Sana'a,2005,Drama,6.2,737.0
Mexico,Abrakadabra,2018,Horror,5.6,737.0
UK,Aux,2018,Action,4.3,725.0
UK,The Point Men,2001,Action,4.4,714.0
UK,Breakdown,2016,Action,5.2,713.0
USA,A Girl Like Grace,2015,Drama,5.9,713.0
Japan,"Funuke domo, kanashimi no ai wo misero",2007,Drama,7.2,713.0
Costa Rica,Viaje,2015,Romance,6.4,712.0
Germany,Blindgänger,2004,Family,6.6,702.0
USA,2 Minutes Later,2007,Adventure,4.2,693.0
India,I Am Kalam,2010,Comedy,8.0,691.0
USA,Bitch,2017,Comedy,5.1,688.0
West Germany,Die Artisten in der Zirkuskuppel: Ratlos,1968,Drama,6.7,684.0
Serbia,Daca bobul nu moare,2010,Comedy,6.5,681.0
USA,Family Games,2018,Comedy,4.1,671.0
Luxembourg,Hot Hot Hot,2011,Comedy,4.8,669.0
Japan,Mizu no nai puuru,1982,Crime,7.0,668.0
USA,Syrup,2013,Comedy,5.7,663.0
Chile,El Príncipe,2019,Drama,6.4,663.0
Japan,Appurushido: Ekusu makina,2007,Animation,7.1,662.0
Japan,Yuke yuke nidome no shojo,1969,Drama,7.5,659.0
France,Le petit prince a dit,1992,Drama,7.1,655.0
USA,King Kong,1933,Adventure,7.9,651.0
USA,Gentlemen Prefer Blondes,1953,Comedy,7.2,648.0
USA,Nature Calls,2012,Comedy,4.0,646.0
India,Kavi Uddheshichathu..?,2016,Comedy,5.5,646.0
Turkey,Kumun Tadi,2014,Drama,4.4,640.0
Turkey,Kizim Gibi Kokuyorsun,2019,Drama,6.0,635.0
Bulgaria,The Prosecutor the Defender the Father and His Son,2015,Drama,6.7,635.0
India,Natsamrat,2016,Drama,9.1,633.0
Serbia,"Beli, beli svet",2010,Drama,6.8,633.0
UK,The Last of England,1987,Drama,6.7,630.0
Soviet Union,Devyat dney odnogo goda,1962,Drama,7.6,630.0
Canada,Edwin Boyd,2011,Crime,6.2,625.0
India,Oozham,2016,Action,6.0,624.0
Belgium,Steve + Sky,2004,Romance,6.9,624.0
Colombia,Pariente,2016,Drama,6.6,622.0
India,Enakkul Oruvan,2015,Thriller,7.8,621.0
USA,Atletu,2009,Biography,6.7,611.0
USA,In Memory of My Father,2005,Comedy,6.0,603.0
Bulgaria,Damascena,2017,Drama,6.0,594.0
Canada,Shake Hands with the Devil,2007,Drama,7.6,594.0
India,Mayurakshi,2017,Drama,7.1,590.0
Japan,Tenshi no kôkotsu,1972,Action,6.7,585.0
UK,The Last Thakur,2008,Action,6.3,578.0
USA,12 Angry Men,1957,Crime,8.9,576.0
UK,Best Laid Plans,2012,Drama,6.3,573.0
Canada,The Pit,1981,Horror,5.8,560.0
Iran,"Chaharshanbeh, 19 Ordibehesht",2015,Drama,6.6,557.0
Brazil,António Um Dois Três,2017,Comedy,6.6,552.0
Turkey,Beginner,2017,Drama,6.3,551.0
Japan,Funshutsu kigan - 15-sai no baishunfu,1971,Drama,5.6,544.0
India,Brahmotsavam,2016,Action,4.3,541.0
Romania,Occident,2002,Comedy,7.6,533.0
Turkey,Murtaza,2017,Drama,6.0,532.0
Norway,Brev til Kongen,2014,Drama,6.9,529.0
USA,Higher Power,2018,Action,4.8,528.0
USA,Meeting Evil,2012,Crime,5.3,525.0
Switzerland,Aloys,2016,Drama,6.3,523.0
USA,68 Kill,2017,Comedy,6.0,522.0
Portugal,Inner Ghosts,2018,Horror,3.8,522.0
Argentina,Jess & James,2015,Drama,5.3,514.0
Japan,Enjo-kôsai monogatari: shitagaru onna-tachi,2005,Drama,5.3,513.0
India,Iruttu Araiyil Murattu Kuthu,2018,Horror,4.2,512.0
Germany,I Am Here,2014,Drama,5.0,510.0
USA,Looking for Jimmy,2002,Drama,5.6,510.0
France,La chambre verte,1978,Drama,7.0,509.0
France,L'amour en fuite,1979,Comedy,7.1,509.0
UK,Fahrenheit 451,1966,Drama,7.2,509.0
France,Vivement dimanche!,1983,Comedy,7.3,509.0
France,La femme d'à côté,1981,Drama,7.3,509.0
France,Les deux Anglaises et le continent,1971,Romance,7.4,509.0
France,Domicile conjugal,1970,Comedy,7.5,509.0
France,Baisers volés,1968,Comedy,7.7,509.0
France,La nuit américaine,1973,Comedy,8.0,509.0
India,Devi(L),2016,Comedy,6.2,508.0
Brazil,Em Teu Nome,2009,Drama,6.2,504.0
France,Indigène d'Eurasie,2010,Drama,6.4,504.0
Japan,Kanaria,2004,Drama,6.9,504.0
Chile,Princesita,2017,Drama,6.0,499.0
India,Pushpaka Vimana,2017,Comedy,7.5,499.0
China,Qin Mi Di Ren,2011,Comedy,4.6,491.0
Canada,Chloe & Theo,2015,Comedy,5.8,490.0
Netherlands,Winterstilte,2008,Drama,6.2,486.0
Italy,L'oro di Napoli,1954,Comedy,7.3,483.0
France,Le dernier des fous,2006,Drama,6.5,481.0
USA,Rome & Jewel,2008,Drama,4.2,470.0
UK,Piggy,2012,Horror,5.6,467.0
Austria,Angelo,2018,Drama,5.9,464.0
USA,Green is Gold,2016,Crime,6.0,455.0
China,Yi shi er niao,2005,Action,3.5,449.0
West Germany,Abschied von gestern - (Anita G.),1966,Drama,7.0,446.0
USA,Serum,2006,Horror,3.0,440.0
USA,The Quarry,2020,Crime,5.2,439.0
Brazil,Mar Negro,2013,Horror,5.6,435.0
UK,My Name Is Lenny,2017,Biography,6.2,435.0
Russia,Geroy,2016,Action,4.6,434.0
Albania,Daybreak,2017,Drama,6.7,432.0
Croatia,Ta divna Splitska noc,2004,Crime,7.4,427.0
Canada,The Dark Hours,2005,Horror,6.0,423.0
USA,State Park,1988,Comedy,4.7,421.0
USA,The Wolf Man,1941,Horror,7.3,420.0
Spain,Asmodexia,2014,Horror,4.6,418.0
Japan,Tenshi no harawata: Akai inga,1981,Drama,5.6,407.0
France,Hôtel des Amériques,1981,Drama,6.5,406.0
Canada,La vallée des larmes,2012,Drama,7.4,404.0
Spain,Con el viento,2018,Drama,6.7,403.0
Finland,Kyrsyä - Tuftland,2017,Drama,5.2,399.0
Canada,Cinemanovels,2013,Comedy,5.1,398.0
Spain,La distancia,2006,Thriller,5.9,398.0
UK,Chitty Chitty Bang Bang,1968,Adventure,6.9,398.0
UK,Viking Siege,2017,Action,3.1,393.0
France,La mort en ce jardin,1956,Adventure,6.8,384.0
India,Gethu,2016,Action,3.6,373.0
UK,Saturday Night and Sunday Morning,1960,Drama,7.6,370.0
Argentina,Tiempo muerto,2016,Drama,6.1,369.0
Canada,2 secondes,1998,Comedy,6.5,369.0
UK,The Reverend,2011,Horror,4.0,366.0
USA,Dark Night,2016,Drama,4.4,363.0
UK,Travellers,2011,Action,4.3,360.0
Portugal,Mal,1999,Drama,6.1,359.0
UK,A Night in the Woods,2011,Horror,3.7,357.0
USA,All God's Children Can Dance,2008,Drama,5.2,355.0
India,Marubhoomiyile Aana,2016,Comedy,5.0,348.0
Bulgaria,Pazachyt na myrtvite,2006,Drama,6.9,348.0
Indonesia,Babi Buta yang Ingin Terbang,2008,Drama,6.1,344.0
UK,Turnout,2011,Drama,5.4,333.0
France,The Lost Door,2008,Drama,4.4,328.0
Austria,Die Geträumten,2016,Drama,6.6,327.0
Japan,Howaito rirî,2016,Drama,4.5,319.0
UK,100 Streets,2016,Drama,5.7,309.0
USA,Trojan War,1997,Comedy,5.7,309.0
UK,Dummy,2008,Drama,6.9,307.0
India,Naina,2005,Drama,4.3,304.0
Japan,Gunjô: Ai ga shizunda umi no iro,2009,Drama,5.7,301.0
USA,Blood Car,2007,Comedy,5.3,297.0
Japan,Anchiporuno,2016,Drama,6.5,294.0
Bangladesh,Bengali Beauty,2018,Comedy,7.0,284.0
India,Rekka,2016,Action,4.9,282.0
Canada,The Hexecutioners,2015,Horror,4.0,276.0
USA,Creature from the Black Lagoon,1954,Horror,7.0,275.0
Norway,Dirk Ohm - Illusjonisten som forsvant,2015,Drama,5.5,273.0
Greece,A Blast,2014,Drama,5.7,270.0
Japan,Kaze ni nureta onna,2016,Drama,5.9,268.0
India,Aaha Kalyanam,2014,Comedy,6.0,260.0
Japan,Koibito-tachi wa nureta,1973,Drama,6.1,259.0
Italy,Luce dei miei occhi,2001,Drama,7.0,257.0
Turkey,Arada,2018,Drama,5.4,254.0
Tajikistan,Bihisht faqat baroi murdagon,2006,Crime,6.5,246.0
UK,Native,2016,Drama,4.2,243.0
West Germany,Der Angriff der Gegenwart auf die übrige Zeit,1985,Comedy,6.8,242.0
India,Sarrainodu,2016,Action,6.4,239.0
UK,Pandorica,2016,Sci-Fi,3.6,228.0
India,Sardaar Gabbar Singh,2016,Action,4.8,218.0
Japan,Ranpo jigoku,2005,Fantasy,6.3,217.0
India,Rajaratha,2018,Action,5.2,214.0
Federal Republic of Yugoslavia,Lepa sela lepo gore,1996,Comedy,8.7,211.0
Italy,Leoni,2015,Comedy,5.2,206.0
