country,original_title,year,genre,avg_vote,worlwide_gross_income
Czech Republic,Václav,2007,Comedy,7.0,1788194.0
Italy,L'agenzia dei bugiardi,2019,Comedy,5.6,1788083.0
Ireland,Ondine,2009,Drama,6.8,1787413.0
Netherlands,Het bombardement,2012,Drama,4.0,1787158.0
Sweden,Små citroner gula,2013,Comedy,6.1,1786541.0
Argentina,Mi primera boda,2011,Comedy,6.1,1786406.0
Italy,Caccia al tesoro,2017,Comedy,5.0,1786335.0
UK,The Ritual,2017,Horror,6.3,1785977.0
Spain,Carne trémula,1997,Drama,7.4,1785901.0
Denmark,Kandidaten,2008,Thriller,6.2,1785030.0
Italy,Io e lei,2015,Comedy,6.1,1784926.0
France,Les filles du botaniste,2006,Drama,6.6,1784809.0
Germany,Sass,2001,Crime,6.8,1784740.0
India,Jai Veeru: Friends Forever,2009,Action,3.6,1784639.0
Spain,Francisco - El Padre Jorge,2015,Biography,6.1,1784438.0
Russia,Soldiers of Fortune,2012,Action,4.3,1784286.0
Turkey,Türkler Cildirmis Olmali,2009,Action,2.8,1784156.0
Italy,Poli opposti,2015,Comedy,5.7,1783792.0
USA,Reservation Road,2007,Crime,6.7,1783226.0
Egypt,Zaky Chan,2005,Comedy,6.5,1782579.0
UK,A Soldier's Daughter Never Cries,1998,Drama,6.7,1782005.0
Canada,The Nutcracker Prince,1990,Animation,6.9,1781694.0
France,La cité des enfants perdus,1995,Fantasy,7.5,1781465.0
South Africa,The Mangler,1995,Horror,4.3,1781383.0
Italy,Quando sei nato non puoi più nasconderti,2005,Adventure,6.6,1780221.0
Netherlands,De griezelbus,2005,Adventure,5.4,1780020.0
South Korea,Cheese in the Trap,2018,Romance,6.0,1779970.0
Philippines,Talk Back and You're Dead,2014,Action,5.8,1779905.0
Russia,Lev Yashin. Vratar moey mechty,2019,Biography,6.3,1778723.0
USA,The Notorious Bettie Page,2005,Biography,6.5,1778006.0
USA,Working Girls,1986,Drama,6.4,1777378.0
Thailand,Mo 6/5 pak ma tha phi,2013,Comedy,4.9,1776457.0
France,Trop belle pour toi,1989,Comedy,6.7,1776440.0
Canada,The Blue Butterfly,2004,Drama,6.3,1775619.0
USA,The Diary of a Teenage Girl,2015,Comedy,6.9,1775133.0
Egypt,Ouija,2006,Drama,4.3,1774657.0
Russia,Dubrovskiy,2014,Drama,5.1,1773671.0
UK,Heat and Dust,1983,Drama,6.6,1772889.0
Thailand,Baan phii sing,2007,Horror,5.4,1772821.0
USA,Polaroid,2019,Drama,5.1,1772204.0
France,Les regrets,2009,Drama,6.1,1771956.0
USA,After the Dark,2013,Drama,5.7,1770376.0
Malaysia,Evolusi: KL Drift 2,2010,Action,4.9,1770338.0
Spain,Un rey en La Habana,2005,Comedy,5.4,1770110.0
USA,Bloodfist,1989,Action,4.8,1770082.0
Netherlands,Ushi Must Marry,2013,Comedy,3.0,1769565.0
UK,Naked,1993,Comedy,7.8,1769305.0
USA,I Saw the Light,2015,Biography,5.7,1767963.0
Germany,Das Sandmännchen - Abenteuer im Traumland,2010,Animation,6.2,1767918.0
Turkey,Öldür Beni Sevgilim,2019,Comedy,4.4,1767858.0
Brazil,A Vida Invisível,2019,Drama,7.8,1766249.0
USA,Escape Plan: The Extractors,2019,Action,4.4,1766092.0
USA,Carman: The Champion,2001,Action,5.5,1765751.0
Poland,U Pana Boga w ogródku,2007,Comedy,6.4,1765708.0
USA,Holy Smoke,1999,Comedy,5.9,1765545.0
Argentina,Los que aman odian,2017,Crime,5.7,1764833.0
Germany,Liegen lernen,2003,Comedy,6.8,1764411.0
Germany,Du bist nicht allein,2007,Comedy,6.5,1764376.0
Greece,Aigaio SOS,2018,Action,3.6,1764311.0
France,Mes trésors,2017,Comedy,5.5,1764140.0
Philippines,The Gifted,2014,Comedy,6.3,1764126.0
Japan,Chonmage purin,2010,Comedy,7.0,1763791.0
France,Les contes de la nuit,2011,Animation,6.9,1762194.0
USA,Greystone Park,2012,Horror,3.2,1762052.0
Turkey,Yol Ayrimi,2017,Drama,6.7,1761937.0
Norway,37 og et halvt,2005,Drama,4.7,1761760.0
France,Oscar et la dame rose,2009,Drama,7.1,1760856.0
USA,I Like It Like That,1994,Comedy,6.9,1760527.0
Turkey,8 Seconds,2015,Biography,6.5,1759935.0
Argentina,Todos tenemos un plan,2012,Crime,5.6,1759900.0
Hong Kong,Kwong mo pai,2013,Drama,6.7,1759061.0
Russia,Zhest,2006,Crime,5.2,1758962.0
UK,Bloody Sunday,2002,Drama,7.6,1758689.0
Germany,Muxmäuschenstill,2004,Comedy,7.3,1758441.0
Belgium,Firmin,2007,Action,6.1,1757609.0
South Korea,Rol-lu-ko-seu-tu,2013,Comedy,5.7,1755894.0
South Korea,Bi-mil-eun eobs-da,2016,Drama,6.7,1755561.0
USA,All Good Things,2010,Crime,6.3,1754389.0
USA,Carnosaur,1993,Horror,3.6,1753979.0
Brazil,Sai de Baixo: O Filme,2019,Comedy,4.8,1753663.0
Canada,Going the Distance,2004,Comedy,5.6,1752950.0
USA,Cutter's Way,1981,Crime,6.9,1752634.0
Japan,Ie ni kaeru to tsuma ga kanarazu shinda furi o shite imasu.,2018,Comedy,6.4,1752391.0
Egypt,Kabten hima,2008,Comedy,4.4,1751934.0
USA,Pledge This!,2006,Comedy,1.8,1751490.0
France,Tête de turc,2010,Crime,5.9,1751180.0
South Korea,So-syeol-po-bi-a,2014,Drama,6.6,1750719.0
UK,Prospero's Books,1991,Drama,6.9,1750301.0
USA,Hunk,1987,Comedy,4.7,1749956.0
Turkey,Annemin Yarasi,2016,Drama,7.4,1749704.0
South Korea,Gang-jeok,2006,Action,6.0,1747342.0
France,L'esquive,2003,Comedy,6.9,1747263.0
Thailand,Khun Phan,2016,Action,5.5,1746350.0
France,Bonne pomme,2017,Comedy,5.3,1746269.0
France,La guerre des miss,2008,Comedy,5.2,1746131.0
USA,Vanya on 42nd Street,1994,Comedy,7.4,1746050.0
USA,The Debut,2000,Comedy,6.5,1745778.0
Italy,Stanno tutti bene,1990,Drama,7.7,1745470.0
Russia,Realnaya skazka,2011,Comedy,4.4,1744195.0
UK,Personal Services,1987,Comedy,6.4,1744164.0
UK,Beast,2017,Crime,6.8,1744071.0
Norway,"Få meg på, for faen",2011,Comedy,6.3,1743743.0
UK,Wuthering Heights,2011,Drama,6.0,1742215.0
Russia,Pop,2009,Drama,7.0,1741065.0
Italy,Un paese quasi perfetto,2016,Comedy,6.0,1740803.0
Malaysia,Geng: Pengembaraan bermula,2009,Animation,6.1,1740337.0
USA,Suicide Kings,1997,Comedy,6.9,1740156.0
Australia,Mary and Max,2009,Animation,8.1,1739445.0
USA,The Horror Show,1989,Horror,5.0,1738897.0
Hong Kong,Dai moh seut si,2011,Comedy,5.9,1738798.0
India,Darbar,2020,Action,6.2,1738535.0
France,Cherchez la femme,2017,Comedy,6.2,1738143.0
Belgium,Iep!,2010,Drama,6.2,1737742.0
Belgium,Soeur Sourire,2009,Biography,6.5,1737658.0
Netherlands,Baantjer het Begin,2019,Action,6.8,1737522.0
USA,The Cameraman,1928,Comedy,8.1,1737460.0
UK,Starter for 10,2006,Comedy,6.7,1736394.0
USA,Barbarosa,1982,Western,6.4,1736123.0
Canada,L'odyssée d'Alice Tremblay,2002,Comedy,5.3,1734925.0
Finland,Musta jää,2007,Drama,6.7,1733080.0
USA,Little Nikita,1988,Drama,6.0,1733070.0
USA,The Big Town,1987,Drama,5.9,1733017.0
Turkey,Kardesim Benim 2,2017,Comedy,4.5,1732579.0
Russia,Alyosha Popovich i Tugarin Zmey,2004,Animation,7.2,1732414.0
UK,National Theatre Live: King Lear,2018,Drama,8.6,1731751.0
Ukraine,The Dragon Spell,2016,Animation,5.4,1731355.0
France,La gloire de mon père,1990,Adventure,7.6,1730856.0
Sweden,LasseMajas detektivbyrå - Von Broms hemlighet,2013,Family,4.9,1730646.0
Germany,Die Perlmutterfarbe,2009,Drama,6.2,1730414.0
USA,The Rosary Murders,1987,Crime,5.8,1730337.0
UK,Last Exit to Brooklyn,1989,Drama,6.8,1730005.0
Belgium,Groenten uit Balen,2011,Drama,7.0,1729514.0
Spain,Tiempo después,2018,Comedy,5.8,1729112.0
Turkey,Bizim Köyün Sarkisi,2018,Comedy,6.0,1728998.0
Italy,Il rosso e il blu,2012,Drama,6.4,1728638.0
Italy,Che vuoi che sia,2016,Comedy,6.2,1728588.0
France,L'économie du couple,2016,Drama,6.5,1728251.0
India,Lagaan: Once Upon a Time in India,2001,Adventure,8.1,1724806.0
Germany,3 Türken & ein Baby,2015,Comedy,5.5,1723883.0
Japan,Taitei no ken,2007,Action,5.8,1723861.0
Philippines,Stryker,1983,Action,4.3,1723487.0
USA,The Waterdance,1992,Drama,6.7,1723319.0
France,La prière,2018,Drama,6.8,1722220.0
Finland,Härmä,2012,Drama,6.2,1721942.0
South Korea,Garoojigi,2008,Comedy,5.3,1720621.0
France,L'homme fidèle,2018,Comedy,6.2,1720605.0
UK,Link,1986,Horror,5.9,1720450.0
UK,The Souvenir,2019,Drama,6.5,1719157.0
Turkey,Ahlat Agaci,2018,Drama,8.1,1717349.0
Poland,Syberiada polska,2013,Drama,4.8,1716849.0
Italy,La vita che vorrei,2004,Romance,6.5,1716772.0
Finland,Koirankynnen leikkaaja,2004,Drama,6.7,1715478.0
China,Luo ye gui gen,2007,Comedy,7.4,1715268.0
Japan,Boku tachi to chûzai san no 700 nichi sensô,2008,Comedy,7.1,1714745.0
Japan,Kara no kyoukai: Mirai fukuin,2013,Animation,7.2,1713850.0
France,Grand Central,2013,Drama,6.2,1713691.0
France,Laissez-passer,2002,Biography,6.8,1713421.0
Japan,Kôkaku Kidôtai Shin Gekijôban,2015,Animation,6.7,1713406.0
Italy,Loro chi?,2015,Comedy,6.4,1712863.0
Brazil,Entre Abelhas,2015,Comedy,6.7,1712607.0
Italy,Generazione mille euro,2009,Comedy,6.2,1712362.0
Russia,Davay razvedyomsya!,2019,Comedy,5.3,1712086.0
Norway,Venner for livet,2005,Family,5.8,1711995.0
Lithuania,Trys Milijonai Euru,2017,Comedy,7.0,1711435.0
Denmark,Karlas kabale,2007,Comedy,5.3,1711260.0
USA,Steel,1997,Action,2.8,1710972.0
South Korea,Mi-ok,2017,Action,5.6,1710852.0
Spain,Tacones lejanos,1991,Comedy,7.1,1710057.0
Colombia,Agente Ñero Ñero 7,2016,Comedy,3.4,1709359.0
USA,Veronika Decides to Die,2009,Drama,6.4,1709178.0
USA,The Girl on the Bridge,1951,Crime,6.7,1709141.0
Austria,Paradies: Liebe,2012,Drama,7.1,1709036.0
USA,Even Cowgirls Get the Blues,1993,Comedy,4.4,1708873.0
Russia,GazGolder,2014,Crime,2.5,1708631.0
South Korea,Ne-beu-en-ding-seu-to-ri,2012,Comedy,6.3,1707723.0
Belgium,Nos batailles,2018,Drama,6.8,1706329.0
USA,"Men, Women & Children",2014,Comedy,6.7,1705908.0
Germany,Die Drei !!!,2019,Adventure,5.1,1705811.0
Chile,La Nana,2009,Comedy,7.3,1705609.0
Germany,Einmal Hans mit scharfer Soße,2013,Comedy,4.9,1705152.0
USA,Lady in White,1988,Fantasy,6.7,1705139.0
Sweden,Nobels testamente,2012,Drama,5.9,1704964.0
Taiwan,Ci ling,2009,Action,3.8,1704776.0
Hong Kong,Gon chaai lit feng,2002,Comedy,5.8,1704492.0
Portugal,Balas & Bolinhos: O Último Capítulo,2012,Action,7.3,1704467.0
France,Notre Dame,2019,Comedy,5.4,1702821.0
Canada,Death Wish V: The Face of Death,1994,Action,4.9,1702394.0
China,Jue sheng shi ke,2019,Biography,5.4,1701951.0
China,"Zai jian, zai ye bu jian",2016,Drama,5.9,1701658.0
Finland,Paha maa,2005,Drama,7.4,1701582.0
Sweden,Morgan Pålsson - världsreporter,2008,Comedy,5.5,1701124.0
France,Mùi du du xanh,1993,Drama,7.4,1700992.0
Russia,Sem uzhinov,2019,Comedy,5.3,1700268.0
USA,Best of the Best,1989,Action,6.5,1700000.0
Italy,Uno su due,2006,Drama,6.6,1698848.0
UK,What's Cooking?,2000,Comedy,6.9,1698759.0
France,Bécassine!,2018,Adventure,5.7,1698442.0
Japan,Tekken,2010,Action,4.8,1697207.0
USA,Escape Room,2017,Horror,4.3,1696568.0
Poland,Poklosie,2012,Drama,7.3,1696330.0
UK,National Theatre Live: All About Eve,2019,Drama,8.2,1696238.0
Netherlands,Penny's Shadow,2011,Adventure,6.2,1696199.0
USA,The Rain Killer,1990,Thriller,4.9,1696066.0
Hong Kong,Dou sing 2: Gai tau dou sing,1995,Action,5.0,1694899.0
Denmark,Max Pinlig,2008,Comedy,5.8,1694896.0
France,Maman,2012,Comedy,5.1,1694740.0
Mexico,Km 31-2,2016,Horror,3.7,1693944.0
Spain,Siete mesas de billar francés,2007,Drama,6.6,1693814.0
Germany,Satte Farben vor Schwarz,2010,Drama,6.3,1692948.0
Belgium,Black,2015,Action,7.1,1692776.0
Egypt,Sabea El Boromba,2019,Comedy,5.7,1692762.0
Belgium,Windkracht 10: Koksijde Rescue,2006,Action,6.0,1692312.0
Denmark,Elsker dig for evigt,2002,Drama,7.5,1692272.0
Hong Kong,Sam gang,2002,Horror,6.2,1691811.0
USA,State Property 2,2005,Musical,4.6,1691706.0
Netherlands,De Zevende Hemel,2016,Drama,6.6,1691161.0
Norway,Ulvesommer,2003,Adventure,5.9,1691055.0
Germany,Tannöd,2009,Crime,5.6,1690811.0
New Zealand,The Legend of Johnny Lingo,2003,Action,6.2,1690767.0
China,Nü yong,2012,Drama,5.5,1690000.0
Germany,The Breed,2006,Action,5.1,1689984.0
USA,Body Rock,1984,Drama,3.8,1689501.0
Germany,Suche impotenten Mann für's Leben,2003,Romance,4.4,1689116.0
Czech Republic,Venkovský ucitel,2008,Drama,6.9,1689107.0
USA,Detachment,2011,Drama,7.7,1688710.0
UK,The Broken,2008,Drama,5.4,1688551.0
Netherlands,Kikkerdril,2009,Adventure,6.6,1688304.0
Argentina,Betibú,2014,Crime,6.3,1687797.0
USA,Slamma Jamma,2017,Drama,6.1,1687000.0
Japan,Honogurai mizu no soko kara,2002,Drama,6.7,1686839.0
Hong Kong,Wo yao zuo model,2004,Comedy,5.3,1686769.0
Belgium,Suske en Wiske: De Texas rakkers,2009,Animation,5.6,1686087.0
Norway,Tomme tønner,2010,Comedy,5.6,1683895.0
Spain,La novia,2015,Drama,6.7,1682689.0
USA,Happy Endings,2005,Comedy,6.3,1682206.0
Australia,The Hunter,2011,Adventure,6.7,1680778.0
USA,"The Book of Mormon Movie, Volume 1: The Journey",2003,Adventure,3.0,1680020.0
France,Bar Bahar,2016,Drama,7.2,1679952.0
Russia,Solnechnyy udar,2014,Drama,5.7,1679843.0
China,Shou Wang Zhe,2011,Crime,6.0,1679389.0
India,Khel,2003,Action,4.0,1678216.0
USA,Alone with Her,2006,Crime,6.0,1677967.0
UK,Final Portrait,2017,Biography,6.3,1677835.0
USA,A Home of Our Own,1993,Biography,7.1,1677807.0
USA,The Gingerbread Man,1998,Crime,5.7,1677131.0
Italy,Bentornato presidente,2019,Comedy,5.7,1676196.0
Spain,Slam,2003,Comedy,3.9,1676136.0
Germany,Marci X,2003,Comedy,2.9,1675706.0
France,Yadon ilaheyya,2002,Drama,6.6,1675596.0
USA,Nothing Left to Fear,2013,Horror,4.4,1675381.0
Belgium,Bo,2010,Drama,6.1,1675160.0
USA,Walk Proud,1979,Drama,5.6,1675040.0
UK,Ginger & Rosa,2012,Drama,6.3,1674776.0
UK,Mr. Nice,2010,Biography,6.4,1673840.0
Italy,Bella addormentata,2012,Drama,6.2,1673235.0
Italy,Il comandante e la cicogna,2012,Comedy,6.2,1673004.0
UK,Prick Up Your Ears,1987,Biography,7.3,1672927.0
USA,Equity,2016,Drama,5.5,1672306.0
Brazil,Última Parada 174,2008,Crime,7.1,1672292.0
Canada,La femme de mon frère,2019,Drama,6.9,1671969.0
Soviet Union,Nepobedimyy,1983,Action,6.6,1671849.0
Russia,Bez menya,2018,Drama,5.5,1671700.0
USA,Vanishing on 7th Street,2010,Horror,4.9,1671196.0
Italy,Hidden 3D,2011,Horror,3.2,1670477.0
Egypt,Ya ana ya khalty,2005,Comedy,5.2,1670451.0
China,Bobby the Hedgehog,2016,Animation,4.2,1670217.0
USA,Unthinkable,2010,Crime,7.1,1669947.0
France,"Ao, le dernier Néandertal",2010,Adventure,6.4,1669603.0
Russia,Kak ya stal russkim,2019,Comedy,4.8,1668824.0
Italy,Ammore e malavita,2017,Comedy,6.3,1668753.0
Brazil,O Homem Que Desafiou o Diabo,2007,Comedy,6.6,1668347.0
USA,The Whole Truth,2016,Crime,6.2,1667849.0
India,Chaar Sahibzaade,2014,Animation,7.9,1667784.0
Hong Kong,Sha ren fan,2009,Crime,5.4,1666655.0
Russia,Mantikora,2011,Action,1.2,1666597.0
Netherlands,Tirza,2010,Drama,6.4,1666437.0
USA,Girlfight,2000,Drama,6.7,1666028.0
USA,A Thousand Years of Good Prayers,2007,Drama,6.7,1665585.0
France,Tristan,2003,Thriller,5.4,1665483.0
France,Zombillénium,2017,Animation,6.4,1665346.0
USA,Maggie,2015,Drama,5.6,1663165.0
UK,The Double,2013,Comedy,6.5,1662515.0
Norway,Bare Bea,2004,Drama,5.2,1662335.0
Denmark,Kartellet,2014,Crime,6.1,1662191.0
USA,Memoirs of a Teenage Amnesiac,2010,Drama,6.0,1660886.0
Argentina,Vivir intentando,2003,Family,4.2,1660675.0
France,Un prince (presque) charmant,2013,Comedy,5.6,1660637.0
Spain,Un Franco 14 Pesetas,2006,Comedy,7.1,1660476.0
Japan,Shiawase no pan,2012,Comedy,6.7,1659800.0
Philippines,Kimmy Dora: Kambal sa kiyeme,2009,Comedy,6.8,1659676.0
USA,Out on a Limb,1992,Comedy,5.4,1659542.0
USA,The Comedian,2016,Comedy,5.7,1659002.0
India,Rustom,2016,Crime,7.1,1658594.0
Denmark,Festen,1998,Drama,8.0,1657778.0
USA,Night of the Living Dead 3D,2006,Horror,3.1,1657729.0
France,Chanson douce,2019,Crime,5.9,1657117.0
UK,Dear Frankie,2004,Drama,7.7,1656829.0
France,Les reines du ring,2013,Comedy,5.5,1656743.0
Turkey,Kötü Kedi Serafettin,2016,Animation,7.2,1656516.0
India,Jaan-E-Mann: Let's Fall in Love... Again,2006,Drama,6.0,1656433.0
Australia,Goddess,2013,Comedy,6.0,1656399.0
USA,Drunk Parents,2019,Comedy,3.9,1656325.0
Germany,Ausgerechnet Sibirien,2012,Comedy,6.2,1656237.0
India,Thalaivaa,2013,Action,6.1,1654633.0
France,Budapest,2018,Comedy,5.4,1654611.0
India,Kayamkulam Kochunni,2018,Action,7.0,1654495.0
Hong Kong,Gong woo,2004,Action,6.3,1653771.0
Hong Kong,Yu lan shen gong,2014,Horror,5.2,1653042.0
Colombia,Usted No Sabe Quien Soy Yo?,2016,Comedy,5.1,1653020.0
Spain,Hipnos,2004,Drama,5.4,1652711.0
India,Rockstar,2011,Drama,7.7,1651601.0
Thailand,Seasons change: Phror arkad plian plang boi,2006,Comedy,7.6,1650814.0
Japan,Appurushîdo,2004,Animation,7.0,1650432.0
Puerto Rico,Talento de barrio,2008,Action,5.2,1650198.0
Germany,Zwei Leben,2012,Drama,7.0,1649260.0
France,Les ambitieux,2006,Comedy,5.9,1648317.0
UK,Dough,2015,Comedy,6.2,1647429.0
USA,The Letters,2014,Drama,6.1,1647416.0
Russia,Vernost,2019,Drama,6.1,1647393.0
Canada,The Little Hours,2017,Comedy,5.8,1647175.0
Brazil,2 Coelhos,2012,Action,7.4,1647168.0
Thailand,Khu Kam,2013,Drama,6.3,1646962.0
Czech Republic,Certí brko,2018,Comedy,6.5,1646704.0
Netherlands,Het geheim,2010,Comedy,6.6,1646227.0
USA,Get Crazy,1983,Comedy,6.8,1645711.0
Finland,Rölli ja metsänhenki,2001,Family,6.3,1645512.0
Germany,Happy Burnout,2017,Comedy,5.5,1645234.0
USA,Short Term 12,2013,Drama,8.0,1645164.0
France,Le manoir,2017,Comedy,4.7,1644818.0
USA,A Home at the End of the World,2004,Drama,6.7,1644653.0
Hong Kong,Fun sau 100 chi,2014,Comedy,5.8,1644559.0
Russia,Laskovyy may,2009,Drama,6.1,1643895.0
Egypt,Katkout,2006,Comedy,4.5,1643594.0
Czech Republic,Kuky se vrací,2010,Comedy,7.3,1643592.0
Germany,Hotel Lux,2011,Comedy,6.0,1643414.0
France,"Très bien, merci",2007,Comedy,6.5,1643228.0
Finland,Ei kiitos,2014,Comedy,5.7,1642615.0
UK,Everybody's Talking About Jamie,2018,Drama,8.7,1642412.0
UK,Things to Do Before You're 30,2005,Comedy,5.6,1642366.0
France,Pirates,1986,Adventure,6.1,1641825.0
France,Le daim,2019,Comedy,6.8,1641693.0
France,Les femmes... ou les enfants d'abord...,2002,Drama,6.7,1641612.0
Canada,A Family Man,2016,Drama,6.5,1641235.0
USA,Josh and S.A.M.,1993,Adventure,5.7,1640220.0
Czech Republic,Nezné vlny,2013,Comedy,6.5,1639927.0
Mexico,Sin ton ni Sonia,2003,Comedy,5.1,1639450.0
France,La femme de chambre du Titanic,1997,Drama,6.5,1638788.0
Portugal,Variações,2019,Biography,7.3,1638712.0
India,Dream Girl,2019,Comedy,7.0,1638032.0
Lithuania,Klases susitikimas. Berniukai sugrizta!,2017,Comedy,6.4,1637947.0
China,China Salesman,2017,Action,3.0,1637776.0
Hungary,Macskafogó 2 - A sátán macskája,2007,Animation,5.2,1637191.0
Finland,Sisko tahtoisin jäädä,2010,Drama,5.5,1636669.0
Taiwan,Fanxiao,2019,Horror,6.9,1636328.0
France,"Plaire, aimer et courir vite",2018,Drama,6.7,1636273.0
India,Student of the Year 2,2019,Drama,2.3,1635907.0
Italy,Dopo mezzanotte,2004,Comedy,6.9,1635458.0
UK,It's All Gone Pete Tong,2004,Biography,7.3,1635056.0
France,Depuis qu'Otar est parti...,2003,Drama,7.5,1634307.0
Slovakia,Únos,2017,Drama,6.7,1633936.0
Hong Kong,Lan to fu dau lan to chai,2012,Comedy,5.2,1633794.0
France,Astérix & Obélix contre César,1999,Adventure,6.0,1632567.0
Philippines,My Big Love,2008,Drama,6.0,1632483.0
Russia,Avantyuristy,2014,Adventure,4.0,1632301.0
Germany,FC Venus,2006,Comedy,5.8,1631657.0
India,Mohenjo Daro,2016,Action,5.7,1630231.0
Mexico,Me Late Chocolate,2013,Comedy,5.2,1630053.0
China,Tong ling zhi liu shi gu zhai,2015,Horror,4.8,1630000.0
South Korea,Bamui Yeowang,2013,Comedy,5.8,1628465.0
Italy,Troppo napoletano,2016,Comedy,5.7,1628450.0
UK,Withnail & I,1987,Comedy,7.7,1628359.0
France,La très très grande entreprise,2008,Comedy,5.8,1628201.0
USA,Brain Dead,1990,Horror,6.0,1627955.0
Poland,Zero,2009,Action,6.7,1627943.0
USA,Blonde Ambition,2007,Comedy,3.9,1627909.0
India,Inkaar,2013,Drama,6.1,1627411.0
Austria,"Komm, süsser Tod",2000,Comedy,7.6,1626336.0
UK,The Cottage,2008,Comedy,6.1,1626080.0
Russia,Utomlennye solntsem 2,2011,Drama,4.1,1625784.0
Germany,Mondscheintarif,2001,Comedy,6.9,1625591.0
Finland,Framom främsta linjen,2004,Drama,6.6,1625524.0
Netherlands,Hoe duur was de suiker,2013,Drama,6.8,1625240.0
Turkey,Mavi Gözlü Dev,2007,Biography,6.7,1625202.0
Czech Republic,Perfect Days - I zeny maji sve dny,2011,Comedy,6.2,1624375.0
Denmark,Ved verdens ende,2009,Action,5.9,1623512.0
Canada,Silence of the North,1981,Drama,6.3,1622898.0
Finland,Ikitie,2017,Drama,7.1,1622834.0
USA,I Still See You,2018,Fantasy,5.8,1620637.0
UK,City of Lies,2018,Biography,6.3,1619671.0
France,Un homme et son chien,2008,Drama,6.0,1619594.0
France,R.I.F. (Recherches dans l'Intérêt des Familles),2011,Crime,5.9,1619422.0
Peru,Secreto Matusita,2014,Horror,5.1,1619054.0
Belgium,Frits & Franky,2013,Comedy,5.5,1618520.0
India,Son of Sardaar,2012,Action,4.0,1618361.0
USA,Safe Passage,1994,Drama,6.3,1618282.0
Spain,Grand Piano,2013,Drama,5.9,1618085.0
Brazil,Superpai,2015,Comedy,5.5,1617090.0
Norway,Mars & Venus,2007,Comedy,5.1,1616880.0
Hong Kong,Yuet gwong bo hup,2010,Comedy,4.6,1616705.0
Canada,Marauders,2016,Action,5.5,1616004.0
India,Anjaana Anjaani,2010,Comedy,5.8,1615888.0
Finland,Laitakaupungin valot,2006,Crime,6.9,1615018.0
Sweden,Bäst före,2013,Comedy,4.9,1614996.0
USA,Howl,2010,Biography,6.7,1614810.0
Australia,Wide Sargasso Sea,1993,Drama,5.7,1614784.0
South Korea,Han Gong-ju,2013,Drama,7.2,1614237.0
Russia,Yaroslav. Tysyachu let nazad,2010,Action,5.1,1612861.0
India,Kanchana 2,2015,Comedy,5.5,1612263.0
USA,Session 9,2001,Horror,6.4,1612259.0
Spain,La sombra de la ley,2018,Crime,6.3,1611770.0
India,Black Friday,2004,Action,8.5,1610897.0
Portugal,Call Girl,2007,Crime,6.2,1610085.0
Spain,La noche de los girasoles,2006,Crime,7.1,1609872.0
Italy,Alla luce del sole,2005,Crime,7.1,1609186.0
Venezuela,Hermano,2010,Drama,7.3,1609112.0
Thailand,Phii khon pen,2006,Horror,5.6,1608729.0
New Zealand,Once Were Warriors,1994,Crime,7.9,1608570.0
USA,Year of the Dog,2007,Comedy,6.0,1606237.0
France,Un coeur en hiver,1992,Drama,7.6,1605437.0
Germany,Fleisch ist mein Gemüse,2008,Comedy,6.1,1604448.0
Sweden,Vi är bäst!,2013,Drama,7.2,1604273.0
Hong Kong,Ngor dik zeoi oi,2008,Romance,6.1,1602812.0
Japan,Gachi bôi,2008,Comedy,7.1,1602461.0
Italy,Boris - Il film,2011,Comedy,6.9,1602252.0
Canada,Jésus de Montréal,1989,Drama,7.5,1601612.0
Colombia,Monos,2019,Adventure,7.0,1601199.0
Germany,Die andere Heimat - Chronik einer Sehnsucht,2013,Drama,7.9,1601058.0
Russia,Pyatnitsa,2016,Comedy,6.2,1601041.0
Norway,Pitbullterje,2005,Comedy,5.7,1600657.0
Mexico,Malos hábitos,2007,Drama,6.8,1600509.0
France,Farinelli,1994,Biography,6.8,1600226.0
Spain,Maktub,2011,Comedy,6.8,1600139.0
USA,Northfork,2003,Drama,6.3,1599804.0
Italy,Se devo essere sincera,2004,Comedy,5.8,1599247.0
Netherlands,"Ron Goossens, Low Budget Stuntman",2017,Comedy,6.1,1598966.0
Germany,Germanikus,2004,Adventure,4.2,1598682.0
Spain,"Lola, la película",2007,Biography,5.5,1598612.0
France,La mentale,2002,Action,5.7,1598493.0
India,Yamla Pagla Deewana,2011,Action,5.6,1597269.0
USA,Chasers,1994,Action,5.2,1596687.0
Denmark,Prag,2006,Drama,6.7,1596581.0
USA,The Hottie & the Nottie,2008,Comedy,1.9,1596232.0
USA,The Messenger,2009,Drama,7.1,1595417.0
Russia,Potseluy babochki,2006,Action,4.7,1594574.0
France,L'âge d'homme... maintenant ou jamais!,2007,Comedy,4.9,1594364.0
USA,Citizen Kane,1941,Drama,8.3,1594107.0
South Korea,Geuhae yeoreum,2006,Drama,7.3,1593491.0
Russia,Kalashnikov,2020,Biography,6.4,1593464.0
France,Lady Jane,2008,Crime,6.2,1593365.0
USA,Queen of the Desert,2015,Adventure,5.7,1592853.0
USA,Nine Lives,2005,Drama,6.7,1591523.0
France,"Mèche Blanche, les aventures du petit castor",2008,Adventure,7.2,1591520.0
USA,Follow Me,2020,Horror,5.3,1591204.0
Brazil,Cinderela Pop,2019,Family,4.4,1590843.0
Russia,Antidur,2007,Action,3.4,1590355.0
Portugal,Morangos com Açúcar - O Filme,2012,Comedy,3.1,1590312.0
